fight_date,event,fighter_a,fighter_b,sportsbook,fighter_a_odds,fighter_b_odds,timestamp,source_file,fighter_a_implied_probability,fighter_b_implied_probability,market_probability_sum,fighter_a_no_vig_probability,fighter_b_no_vig_probability
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Nate Landwehr,Jamall Emmers,espn_source,140,-170,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.4166666666666667,0.6296296296296297,1.0462962962962963,0.39823008849557523,0.6017699115044248
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Virna Jandiroba,Loopy Godínez,espn_source,180,-220,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.35714285714285715,0.6875,1.0446428571428572,0.3418803418803419,0.6581196581196581
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Julio Arce,Herbert Burns,espn_source,-275,225,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.7333333333333333,0.3076923076923077,1.0410256410256409,0.7044334975369458,0.29556650246305427
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Dennis Buzukja,Connor Matthews,espn_source,-110,-110,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.5238095238095238,0.5238095238095238,1.0476190476190477,0.5,0.5
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Ibo Aslan,Anton Turkalj,espn_source,-130,110,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.5652173913043478,0.47619047619047616,1.041407867494824,0.5427435387673957,0.4572564612326044
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Andre Petroski,Jacob Malkoun,espn_source,190,-235,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.3448275862068966,0.7014925373134329,1.0463201235203294,0.3295622233152976,0.6704377766847024
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Angel Pacheco,Caolán Loughran,espn_source,375,-550,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.21052631578947367,0.8461538461538461,1.0566801619433197,0.1992337164750958,0.8007662835249043
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Brendan Allen,Chris Curtis,espn_source,-235,190,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.7014925373134329,0.3448275862068966,1.0463201235203294,0.6704377766847024,0.3295622233152976
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Alexander Hernandez,Damon Jackson,espn_source,-190,160,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.6551724137931034,0.38461538461538464,1.039787798408488,0.6301020408163266,0.3698979591836735
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Morgan Charrière,Chepe Mariscal,espn_source,-150,125,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.6,0.4444444444444444,1.0444444444444443,0.574468085106383,0.4255319148936171
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Ignacio Bahamondes,Christos Giagos,espn_source,-330,255,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.7674418604651163,0.28169014084507044,1.0491320013101868,0.7315017171401811,0.2684982828598189
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Trevor Peek,Charlie Campbell,espn_source,130,-155,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.43478260869565216,0.6078431372549019,1.0426257459505541,0.4170073589533933,0.5829926410466066
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Court McGee,Alex Morono,espn_source,280,-380,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.2631578947368421,0.7916666666666666,1.0548245614035088,0.24948024948024947,0.7505197505197505
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Valter Walker,Lukasz Brzeski,espn_source,-260,210,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.7222222222222222,0.3225806451612903,1.0448028673835126,0.6912521440823327,0.30874785591766724
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Norma Dumont,Germaine de Randamie,espn_source,-115,-105,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.5348837209302325,0.5121951219512195,1.0470788428814521,0.5108342361863488,0.4891657638136511
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Pedro Falcão,Victor Hugo,espn_source,135,-160,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.425531914893617,0.6153846153846154,1.0409165302782324,0.4088050314465409,0.5911949685534592
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Dan Argueta,Jean Matsumoto,espn_source,130,-155,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.43478260869565216,0.6078431372549019,1.0426257459505541,0.4170073589533933,0.5829926410466066
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Dylan Budka,Cesar Almeida,espn_source,-160,135,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.6153846153846154,0.425531914893617,1.0409165302782324,0.5911949685534592,0.4088050314465409
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Melissa Mullins,Nora Cornolle,espn_source,-360,270,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.782608695652174,0.2702702702702703,1.0528789659224442,0.7433035714285714,0.25669642857142855
2024-04-13,UFC 300: Pereira vs. Hill,Alex Pereira,Jamahal Hill,espn_source,-140,120,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.5833333333333334,0.45454545454545453,1.0378787878787878,0.562043795620438,0.43795620437956206
2024-04-13,UFC 300: Pereira vs. Hill,Zhang Weili,Yan Xiaonan,espn_source,-475,350,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.8260869565217391,0.2222222222222222,1.0483091787439613,0.7880184331797235,0.2119815668202765
2024-04-13,UFC 300: Pereira vs. Hill,Justin Gaethje,Max Holloway,espn_source,-180,150,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.6428571428571429,0.4,1.042857142857143,0.6164383561643836,0.3835616438356164
2024-04-13,UFC 300: Pereira vs. Hill,Charles Oliveira,Arman Tsarukyan,espn_source,170,-200,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.37037037037037035,0.6666666666666666,1.037037037037037,0.35714285714285715,0.6428571428571429
2024-04-13,UFC 300: Pereira vs. Hill,Bo Nickal,Cody Brundage,espn_source,-1500,750,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.9375,0.11764705882352941,1.0551470588235294,0.8885017421602788,0.11149825783972125
2024-04-13,UFC 300: Pereira vs. Hill,Jiří Procházka,Aleksandar Rakic,espn_source,-135,115,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.574468085106383,0.46511627906976744,1.0395843641761504,0.552594002855783,0.447405997144217
2024-04-13,UFC 300: Pereira vs. Hill,Calvin Kattar,Aljamain Sterling,espn_source,160,-190,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.38461538461538464,0.6551724137931034,1.039787798408488,0.3698979591836735,0.6301020408163266
2024-04-13,UFC 300: Pereira vs. Hill,Holly Holm,Kayla Harrison,espn_source,340,-475,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.22727272727272727,0.8260869565217391,1.0533596837944663,0.21575984990619138,0.7842401500938087
2024-04-13,UFC 300: Pereira vs. Hill,Sodiq Yusuff,Diego Lopes,espn_source,130,-155,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.43478260869565216,0.6078431372549019,1.0426257459505541,0.4170073589533933,0.5829926410466066
2024-04-13,UFC 300: Pereira vs. Hill,Jalin Turner,Renato Moicano,espn_source,-105,-115,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.5121951219512195,0.5348837209302325,1.0470788428814521,0.4891657638136511,0.5108342361863488
2024-04-13,UFC 300: Pereira vs. Hill,Jessica Andrade,Marina Rodriguez,espn_source,-170,140,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.6296296296296297,0.4166666666666667,1.0462962962962963,0.6017699115044248,0.39823008849557523
2024-04-13,UFC 300: Pereira vs. Hill,King Green,Jim Miller,espn_source,-200,170,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.6666666666666666,0.37037037037037035,1.037037037037037,0.6428571428571429,0.35714285714285715
2024-04-13,UFC 300: Pereira vs. Hill,Deiveson Figueiredo,Cody Garbrandt,espn_source,-370,275,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.7872340425531915,0.26666666666666666,1.0539007092198582,0.746971736204576,0.2530282637954239
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Matheus Nicolau,Alex Perez,espn_source,-175,145,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.6363636363636364,0.40816326530612246,1.0445269016697587,0.6092362344582594,0.39076376554174075
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Ryan Spann,Bogdan Guskov,espn_source,-180,150,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.6428571428571429,0.4,1.042857142857143,0.6164383561643836,0.3835616438356164
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Ariane da Silva,Karine Silva,espn_source,150,-180,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.4,0.6428571428571429,1.042857142857143,0.3835616438356164,0.6164383561643836
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Austen Lane,Jhonata Diniz,espn_source,300,-400,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.25,0.8,1.05,0.23809523809523808,0.7619047619047619
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Jonathan Pearce,David Onama,espn_source,-155,130,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.6078431372549019,0.43478260869565216,1.0426257459505541,0.5829926410466066,0.4170073589533933
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Tim Means,Uros Medic,espn_source,220,-270,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.3125,0.7297297297297297,1.0422297297297298,0.299837925445705,0.7001620745542949
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Rani Yahya,Victor Henry,espn_source,280,-380,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.2631578947368421,0.7916666666666666,1.0548245614035088,0.24948024948024947,0.7505197505197505
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Austin Hubbard,Michal Figlak,espn_source,155,-185,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.39215686274509803,0.6491228070175439,1.0412796697626419,0.37661050545094155,0.6233894945490586
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Don'Tale Mayes,Caio Machado,espn_source,115,-135,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.46511627906976744,0.574468085106383,1.0395843641761504,0.447405997144217,0.552594002855783
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Marnic Mann,Ketlen Souza,espn_source,280,-380,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.2631578947368421,0.7916666666666666,1.0548245614035088,0.24948024948024947,0.7505197505197505
2024-04-27,UFC Fight Night: Nicolau vs. Perez,James Llontop,Chris Padilla,espn_source,-475,340,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.8260869565217391,0.22727272727272727,1.0533596837944663,0.7842401500938087,0.21575984990619138
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Ivana Petrovic,Liang Na,espn_source,-450,325,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.8181818181818182,0.23529411764705882,1.053475935828877,0.7766497461928935,0.2233502538071066
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Gabriel Benitez,Maheshate,espn_source,200,-245,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.3333333333333333,0.7101449275362319,1.0434782608695652,0.3194444444444444,0.6805555555555556
2024-05-04,UFC 301: Pantoja vs. Erceg,Alexandre Pantoja,Steve Erceg,espn_source,-185,155,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.6491228070175439,0.39215686274509803,1.0412796697626419,0.6233894945490586,0.37661050545094155
2024-05-04,UFC 301: Pantoja vs. Erceg,José Aldo,Jonathan Martinez,espn_source,140,-170,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.4166666666666667,0.6296296296296297,1.0462962962962963,0.39823008849557523,0.6017699115044248
2024-05-04,UFC 301: Pantoja vs. Erceg,Anthony Smith,Vitor Petrino,espn_source,325,-450,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.23529411764705882,0.8181818181818182,1.053475935828877,0.2233502538071066,0.7766497461928935
2024-05-04,UFC 301: Pantoja vs. Erceg,Michel Pereira,Ihor Potieria,espn_source,-500,350,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.8333333333333334,0.2222222222222222,1.0555555555555556,0.7894736842105263,0.21052631578947367
2024-05-04,UFC 301: Pantoja vs. Erceg,Paul Craig,Caio Borralho,espn_source,375,-550,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.21052631578947367,0.8461538461538461,1.0566801619433197,0.1992337164750958,0.8007662835249043
2024-05-04,UFC 301: Pantoja vs. Erceg,Jack Shore,Joanderson Brito,espn_source,175,-210,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.36363636363636365,0.6774193548387096,1.0410557184750733,0.34929577464788736,0.6507042253521127
2024-05-04,UFC 301: Pantoja vs. Erceg,Elves Brener,Myktybek Orolbai,espn_source,225,-275,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.3076923076923077,0.7333333333333333,1.0410256410256409,0.29556650246305427,0.7044334975369458
2024-05-04,UFC 301: Pantoja vs. Erceg,Joaquim Silva,Drakkar Klose,espn_source,170,-200,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.37037037037037035,0.6666666666666666,1.037037037037037,0.35714285714285715,0.6428571428571429
2024-05-04,UFC 301: Pantoja vs. Erceg,Mauricio Ruffy,Jamie Mullarkey,espn_source,-260,210,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.7222222222222222,0.3225806451612903,1.0448028673835126,0.6912521440823327,0.30874785591766724
2024-05-04,UFC 301: Pantoja vs. Erceg,Dione Barbosa,Ernesta Kareckaite,espn_source,-235,190,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.7014925373134329,0.3448275862068966,1.0463201235203294,0.6704377766847024,0.3295622233152976
2024-05-04,UFC 301: Pantoja vs. Erceg,Ismael Bonfim,Vinc Pichel,espn_source,-600,400,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.8571428571428571,0.2,1.0571428571428572,0.8108108108108107,0.1891891891891892
2024-05-04,UFC 301: Pantoja vs. Erceg,Alessandro Costa,Kevin Borjas,espn_source,-135,115,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.574468085106383,0.46511627906976744,1.0395843641761504,0.552594002855783,0.447405997144217
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Derrick Lewis,Rodrigo Nascimento,espn_source,-160,135,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.6153846153846154,0.425531914893617,1.0409165302782324,0.5911949685534592,0.4088050314465409
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Joaquin Buckley,Nursulton Ruziboev,espn_source,-135,115,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.574468085106383,0.46511627906976744,1.0395843641761504,0.552594002855783,0.447405997144217
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Alonzo Menifield,Carlos Ulberg,espn_source,225,-275,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.3076923076923077,0.7333333333333333,1.0410256410256409,0.29556650246305427,0.7044334975369458
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Diego Ferreira,Mateusz Rębecki,espn_source,325,-450,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.23529411764705882,0.8181818181818182,1.053475935828877,0.2233502538071066,0.7766497461928935
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Alex Caceres,Sean Woodson,espn_source,225,-275,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.3076923076923077,0.7333333333333333,1.0410256410256409,0.29556650246305427,0.7044334975369458
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Waldo Cortes-Acosta,Robelis Despaigne,espn_source,200,-245,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.3333333333333333,0.7101449275362319,1.0434782608695652,0.3194444444444444,0.6805555555555556
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Chase Hooper,Viacheslav Borshchev,espn_source,105,-125,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.4878048780487805,0.5555555555555556,1.043360433604336,0.4675324675324675,0.5324675324675325
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Terrance McKinney,Esteban Ribovics,espn_source,115,-135,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.46511627906976744,0.574468085106383,1.0395843641761504,0.447405997144217,0.552594002855783
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Tabatha Ricci,Tecia Pennington,espn_source,-155,130,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.6078431372549019,0.43478260869565216,1.0426257459505541,0.5829926410466066,0.4170073589533933
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Billy Ray Goff,Trey Waters,espn_source,135,-160,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.425531914893617,0.6153846153846154,1.0409165302782324,0.4088050314465409,0.5911949685534592
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Charles Johnson,Jake Hadley,espn_source,-125,105,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.5555555555555556,0.4878048780487805,1.043360433604336,0.5324675324675325,0.4675324675324675
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,JJ Aldrich,Veronica Hardy,espn_source,-105,-115,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.5121951219512195,0.5348837209302325,1.0470788428814521,0.4891657638136511,0.5108342361863488
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Edson Barboza,Lerone Murphy,espn_source,130,-155,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.43478260869565216,0.6078431372549019,1.0426257459505541,0.4170073589533933,0.5829926410466066
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Khaos Williams,Carlston Harris,espn_source,-125,105,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.5555555555555556,0.4878048780487805,1.043360433604336,0.5324675324675325,0.4675324675324675
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Themba Gorimbo,Ramiz Brahimaj,espn_source,-130,110,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.5652173913043478,0.47619047619047616,1.041407867494824,0.5427435387673957,0.4572564612326044
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Adrian Yanez,Vinicius Salvador,espn_source,-550,375,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.8461538461538461,0.21052631578947367,1.0566801619433197,0.8007662835249043,0.1992337164750958
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Luana Pinheiro,Angela Hill,espn_source,110,-130,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.47619047619047616,0.5652173913043478,1.041407867494824,0.4572564612326044,0.5427435387673957
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Victor Martinez,Tom Nolan,espn_source,375,-550,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.21052631578947367,0.8461538461538461,1.0566801619433197,0.1992337164750958,0.8007662835249043
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Oumar Sy,Tuco Tokkos,espn_source,-600,400,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.8571428571428571,0.2,1.0571428571428572,0.8108108108108107,0.1891891891891892
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Tamires Vidal,Melissa Gatto,espn_source,300,-400,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.25,0.8,1.05,0.23809523809523808,0.7619047619047619
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Abus Magomedov,Warlley Alves,espn_source,-340,260,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.7727272727272727,0.2777777777777778,1.0505050505050506,0.735576923076923,0.2644230769230769
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Piera Rodriguez,Ariane Carnelossi,espn_source,-225,185,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.6923076923076923,0.3508771929824561,1.0431848852901484,0.6636481241914618,0.33635187580853815
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Alatengheili,Kleydson Rodrigues,espn_source,145,-175,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.40816326530612246,0.6363636363636364,1.0445269016697587,0.39076376554174075,0.6092362344582594
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Vanessa Demopoulos,Emily Ducote,espn_source,360,-525,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.21739130434782608,0.84,1.057391304347826,0.2055921052631579,0.7944078947368421
2024-06-01,UFC 302: Makhachev vs. Poirier,Islam Makhachev,Dustin Poirier,espn_source,-400,300,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv,0.8,0.25,1.05,0.7619047619047619,0.23809523809523808
