fight_id,event_name,fight_date,event_location,fighter_a,fighter_b,winner,weight_class,method,finish_round,finish_time,scheduled_rounds,main_event,source_url
9764,UFC 226: Miocic vs. Cormier,2018-07-07,,Khalil Rountree Jr.,Gokhan Saki,Khalil Rountree Jr.,Unknown,KO/TKO Punches,1.0,1:36,3,0,
9765,Strikeforce - Shamrock vs. Gracie,2006-03-10,,Ray Routh,Crafton Wallace,Crafton Wallace,Unknown,KO/TKO Knees,2.0,0:35,3,0,
9766,UFC Fight Night: Hermansson vs. Strickland,2022-02-05,,Phil Rowe,Jason Witt,Phil Rowe,Unknown,KO/TKO Punches,2.0,2:15,3,0,
9767,DWCS 3.9,2019-08-20,,Phil Rowe,Leon Shahbazyan,Phil Rowe,Unknown,KO/TKO Punches,3.0,0:16,3,0,
9768,Strikeforce - Destruction,2008-11-21,,Brad Royster,Darren Uyenoyama,Darren Uyenoyama,Unknown,U-DEC,3.0,5:00,3,0,
9769,UFC 317: Topuria vs. Oliveira,2025-06-28,,Brandon Royval,Joshua Van,Joshua Van,Unknown,U-DEC,3.0,5:00,3,0,
9770,UFC Fight Night: Royval vs. Taira,2024-10-12,,Brandon Royval,Tatsuro Taira,Brandon Royval,Unknown,S-DEC,5.0,5:00,3,0,
9771,UFC 274: Oliveira vs. Gaethje,2022-05-07,,Brandon Royval,Matt Schnell,Brandon Royval,Unknown,SUB Guillotine Choke,1.0,2:14,3,0,
9772,UFC 305: Du Plessis vs. Adesanya,2024-08-17,,Jairzinho Rozenstruik,Tai Tuivasa,Jairzinho Rozenstruik,Unknown,S-DEC,3.0,5:00,3,0,
9773,UFC Fight Night: Rozenstruik vs. Almeida,2023-05-13,,Jairzinho Rozenstruik,Jailton Almeida,Jailton Almeida,Unknown,SUB Rear Naked Choke,1.0,3:43,3,0,
9774,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,,Jairzinho Rozenstruik,Alexander Volkov,Alexander Volkov,Unknown,KO/TKO Punches,1.0,2:12,3,0,
9775,UFC Fight Night: Rozenstruik vs. Sakai,2021-06-05,,Jairzinho Rozenstruik,Augusto Sakai,Jairzinho Rozenstruik,Unknown,KO/TKO Punches,1.0,4:59,3,0,
9776,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02,,Jairzinho Rozenstruik,Junior Albini,Jairzinho Rozenstruik,Unknown,KO/TKO Kick,2.0,0:54,3,0,
9777,UFC 274: Oliveira vs. Gaethje,2022-05-07,,Mauricio Rua,Ovince Saint Preux,Ovince Saint Preux,Unknown,S-DEC,3.0,5:00,3,0,
9778,UFC Fight Night: Shogun vs. Smith,2018-07-22,,Mauricio Rua,Anthony Smith,Anthony Smith,Unknown,KO/TKO Punches,1.0,1:29,3,0,
9779,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,,Mauricio Rua,Gian Villante,Mauricio Rua,Unknown,KO/TKO Punch,3.0,0:59,3,0,
9780,UFC 198: Werdum vs Miocic,2016-05-14,,Mauricio Rua,Corey Anderson,Mauricio Rua,Unknown,S-DEC,3.0,5:00,3,0,
9781,UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,,Mauricio Rua,Ovince Saint Preux,Ovince Saint Preux,Unknown,KO/TKO Punch,1.0,0:34,3,0,
9782,UFC Fight Night: Hunt vs Bigfoot,2013-12-06,,Mauricio Rua,James Te Huna,Mauricio Rua,Unknown,KO/TKO Punch,1.0,1:03,3,0,
9783,UFC Fight Night: Shogun vs Sonnen,2013-08-17,,Mauricio Rua,Chael Sonnen,Chael Sonnen,Unknown,SUB Guillotine Choke,1.0,4:47,3,0,
9784,UFC on FOX: Shogun vs Vera,2012-08-04,,Mauricio Rua,Brandon Vera,Mauricio Rua,Unknown,KO/TKO Punches,4.0,4:09,3,0,
9785,PRIDE Bushido 1,2003-10-05,,Mauricio Rua,Akira Shoji,Mauricio Rua,Unknown,KO/TKO Punches,1.0,3:47,3,0,
9786,IFC - Global Domination,2003-09-06,,Mauricio Rua,Renato Sobral,Renato Sobral,Unknown,SUB Guillotine Choke,3.0,3:07,3,0,
9787,IFC - Global Domination,2003-09-06,,Mauricio Rua,Erick Wanderlei,Mauricio Rua,Unknown,KO/TKO Punches,2.0,2:54,3,0,
9788,Meca 9,2003-08-01,,Mauricio Rua,Evangelista Santos,Mauricio Rua,Unknown,KO/TKO Punches,1.0,2:31,3,0,
9789,Strikeforce - Shamrock vs. Baroni,2007-06-22,,Murilo Rua,Joey Villasenor,Murilo Rua,Unknown,KO/TKO Punch,2.0,1:05,3,0,
9790,PRIDE Shockwave 2003,2003-12-31,,Murilo Rua,Akira Shoji,Murilo Rua,Unknown,KO/TKO Knee,1.0,2:24,3,0,
9791,PRIDE 20: Armed and Ready,2002-04-28,,Murilo Rua,Mario Sperry,Murilo Rua,Unknown,U-DEC,3.0,5:00,3,0,
9792,PRIDE 18: Cold Fury 2,2001-12-23,,Murilo Rua,Alex Andrade,Murilo Rua,Unknown,U-DEC,3.0,5:00,3,0,
9793,UFC 21: Return of the Champions,1999-07-16,,Marco Ruas,Maurice Smith,Maurice Smith,Unknown,KO/TKO,1.0,5:00,3,0,
9794,UFC - Ultimate Ultimate '95,1995-12-16,,Marco Ruas,Oleg Taktarov,Oleg Taktarov,Unknown,U-DEC,1.0,18:00,3,0,
9795,UFC 126: Silva vs Belfort,2011-02-05,,Gabe Ruediger,Paul Taylor,Paul Taylor,Unknown,KO/TKO Kick,2.0,1:42,3,0,
9796,UFC Fight Night: Imavov vs. Borralho,2025-09-06,,Mauricio Ruffy,Benoit Saint Denis,Benoit Saint Denis,Unknown,SUB Rear Naked Choke,2.0,2:56,3,0,
9797,"Strikeforce - Four Men Enter, One Man Survives",2007-11-16,,Anthony Ruiz,Bobby Southworth,Anthony Ruiz,Unknown,KO/TKO,2.0,0:52,3,0,
9798,UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,,Montserrat Conejo Ruiz,Jaqueline Amorim,Jaqueline Amorim,Unknown,KO/TKO Punches,3.0,3:41,3,0,
9799,UFC Fight Night: Brunson vs. Holland,2021-03-20,,Montserrat Conejo Ruiz,Cheyanne Vlismas,Montserrat Conejo Ruiz,Unknown,U-DEC,3.0,5:00,3,0,
9800,UFC 147: Silva vs Franklin 2,2012-06-23,,Mike Russow,Fabricio Werdum,Fabricio Werdum,Unknown,KO/TKO Punch,1.0,2:28,3,0,
9801,Yarrenoka! - New Year's Eve 2007,2007-12-31,,Mike Russow,Roman Zentsov,Mike Russow,Unknown,SUB North-South Choke,1.0,2:58,3,0,
9802,WFA - King of the Streets,2006-07-22,,Bas Rutten,Ruben Villareal,Bas Rutten,Unknown,KO/TKO Kicks,1.0,3:24,3,0,
9803,UFC Fight Night: Burns vs. Morales,2025-05-17,,Nursulton Ruziboev,Dustin Stoltzfus,Nursulton Ruziboev,Unknown,U-DEC,3.0,5:00,3,0,
9804,Strikeforce - Diaz vs. Daley,2011-04-09,,Casey Ryan,Paul Song,Casey Ryan,Unknown,SUB Triangle Choke,1.0,1:39,3,0,
9805,DREAM - New Year! 2011,2011-12-31,,Yusup Saadulaev,Hideo Tokoro,Yusup Saadulaev,Unknown,KO/TKO Slam,1.0,0:42,3,0,
9806,UFC Fight Night: Machado Garry vs. Prates,2025-04-26,,Cameron Saaiman,Malcolm Wellmaker,Malcolm Wellmaker,Unknown,KO/TKO Punch,1.0,1:59,3,0,
9807,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,,Cameron Saaiman,Payton Talbott,Payton Talbott,Unknown,KO/TKO Punches,2.0,0:21,3,0,
9808,DWCS 6.5,2022-08-23,,Cameron Saaiman,Joshua Wang-Kim,Cameron Saaiman,Unknown,KO/TKO Punch,3.0,2:52,3,0,
9809,UFC Fight Night: Vettori vs. Cannonier,2023-06-17,,Pat Sabatini,Lucas Almeida,Pat Sabatini,Unknown,SUB Arm Triangle,2.0,1:48,3,0,
9810,UFC Fight Night: Hunt vs Nelson,2014-09-20,,Amir Sadollah,Yoshihiro Akiyama,Yoshihiro Akiyama,Unknown,U-DEC,3.0,5:00,3,0,
9811,UFC 122: Marquardt vs Okami,2010-11-13,,Amir Sadollah,Peter Sobotta,Amir Sadollah,Unknown,U-DEC,3.0,5:00,3,0,
9812,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,,Nazim Sadykhov,Fares Ziam,Fares Ziam,Unknown,KO/TKO Punches,2.0,4:59,3,0,
9813,UFC Fight Night: Thompson vs. Pettis,2019-03-23,,Frankie Saenz,Marlon Vera,Marlon Vera,Unknown,KO/TKO Punch,1.0,1:25,3,0,
9814,UFC on FOX: Holm vs. Shevchenko,2016-07-23,,Frankie Saenz,Eddie Wineland,Eddie Wineland,Unknown,KO/TKO Punches,3.0,1:54,3,0,
9815,UFC Fight Night: Bigfoot vs Mir,2015-02-22,,Frankie Saenz,Iuri Alcantara,Frankie Saenz,Unknown,U-DEC,3.0,5:00,3,0,
9816,UFC Fight Night: Bader vs Saint Preux,2014-08-16,,Frankie Saenz,Nolan Ticman,Frankie Saenz,Unknown,U-DEC,3.0,5:00,3,0,
9817,Road to UFC 4.5 + 4.6,2025-08-22,,Terrance Saeteurn,Nyamjargal Tumendemberel,Nyamjargal Tumendemberel,Unknown,SUB Anaconda Choke,1.0,2:53,3,0,
9818,UFC 248: Adesanya vs. Romero,2020-03-07,,Saparbeg Safarov,Rodolfo Vieira,Rodolfo Vieira,Unknown,SUB Arm Triangle,1.0,2:58,3,0,
9819,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,,Saparbeg Safarov,Gian Villante,Gian Villante,Unknown,KO/TKO Punches,2.0,2:54,3,0,
9820,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,,Tarec Saffiedine,Rick Story,Rick Story,Unknown,U-DEC,3.0,5:00,3,0,
9821,Strikeforce - Rockhold vs. Jardine,2012-01-07,,Tarec Saffiedine,Tyler Stinson,Tarec Saffiedine,Unknown,S-DEC,3.0,5:00,3,0,
9822,Strikeforce - Fedor vs. Henderson,2011-07-30,,Tarec Saffiedine,Scott Smith,Tarec Saffiedine,Unknown,U-DEC,3.0,5:00,3,0,
9823,Strikeforce Challengers 13,2011-01-07,,Tarec Saffiedine,Tyron Woodley,Tyron Woodley,Unknown,U-DEC,3.0,5:00,3,0,
9824,Strikeforce Challengers 6,2010-02-26,,Tarec Saffiedine,James Terry,Tarec Saffiedine,Unknown,U-DEC,3.0,5:00,3,0,
9825,DREAM 12,2009-10-25,,Tarec Saffiedine,Dong Sik Yoon,Dong Sik Yoon,Unknown,S-DEC,3.0,5:00,3,0,
9826,UFC Fight Night: MacDonald vs Thompson,2016-06-18,,Jason Saggo,Leandro Silva,Jason Saggo,Unknown,S-DEC,3.0,5:00,3,0,
9827,UFC 196: McGregor vs Diaz,2016-03-05,,Jason Saggo,Justin Salas,Jason Saggo,Unknown,KO/TKO Punches,1.0,4:31,3,0,
9828,UFC 174: Johnson vs Bagautinov,2014-06-14,,Jason Saggo,Josh Shockley,Jason Saggo,Unknown,KO/TKO Punches,1.0,4:57,3,0,
9829,Road to UFC 3.3 + 3.4,2024-05-19,,Kiru Sahota,Yin Shuai,Kiru Sahota,Unknown,S-DEC,3.0,5:00,3,0,
9830,Road to UFC 4.1 + 4.2,2025-05-22,,Mridul Saikia,Agulali,Agulali,Unknown,KO/TKO Punch,1.0,4:23,3,0,
9831,DWCS 9.2,2025-08-19,,Kaushik Saikumar,Louis Lee Scott,Louis Lee Scott,Unknown,KO/TKO Punches,3.0,2:20,3,0,
9832,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,,Benoit Saint Denis,Niklas Stolze,Benoit Saint Denis,Unknown,SUB Rear Naked Choke,2.0,1:32,3,0,
9833,UFC 267: Blachowicz vs. Teixeira,2021-10-30,,Benoit Saint Denis,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,Unknown,U-DEC,3.0,5:00,3,0,
9834,UFC 307: Pereira vs. Rountree Jr.,2024-10-05,,Ovince Saint Preux,Ryan Spann,Ryan Spann,Unknown,SUB Guillotine Choke,1.0,1:35,3,0,
9835,UFC 217: Bisping vs. St-Pierre,2017-11-04,,Ovince Saint Preux,Corey Anderson,Ovince Saint Preux,Unknown,KO/TKO Kick,3.0,1:25,3,0,
9836,UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,,Ovince Saint Preux,Glover Teixeira,Glover Teixeira,Unknown,SUB Rear Naked Choke,3.0,3:10,3,0,
9837,UFC 159: Jones vs Sonnen,2013-04-27,,Ovince Saint Preux,Gian Villante,Ovince Saint Preux,Unknown,M-DEC,3.0,0:33,3,0,
9838,UFC Fight Night: Santos vs. Hill,2022-08-06,,Augusto Sakai,Serghei Spivac,Serghei Spivac,Unknown,KO/TKO Punches,2.0,3:42,3,0,
9839,UFC 269: Oliveira vs. Poirier,2021-12-11,,Augusto Sakai,Tai Tuivasa,Tai Tuivasa,Unknown,KO/TKO Punches,2.0,0:26,3,0,
9840,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,,Augusto Sakai,Marcin Tybura,Augusto Sakai,Unknown,KO/TKO Punches,1.0,0:59,3,0,
9841,UFC Fight Night: Marreta vs. Anders,2018-09-22,,Augusto Sakai,Chase Sherman,Augusto Sakai,Unknown,KO/TKO Punches,3.0,4:03,3,0,
9842,UFC on FUEL TV: Gustafsson vs Silva,2012-04-14,,Alessio Sakara,Brian Stann,Brian Stann,Unknown,KO/TKO Punch,1.0,2:26,3,0,
9843,UFC Live: Sanchez vs Kampmann,2011-03-03,,Alessio Sakara,Chris Weidman,Chris Weidman,Unknown,U-DEC,3.0,5:00,3,0,
9844,UFC Fight Night: Diaz vs Neer,2008-09-17,,Alessio Sakara,Joe Vedepo,Alessio Sakara,Unknown,KO/TKO Kick,1.0,1:27,3,0,
9845,UFC 75: Champion vs Champion,2007-09-08,,Alessio Sakara,Houston Alexander,Houston Alexander,Unknown,KO/TKO Knee,1.0,1:01,3,0,
9846,UFC 70: Nations Collide,2007-04-21,,Alessio Sakara,Victor Valimaki,Alessio Sakara,Unknown,KO/TKO Punch,1.0,1:44,3,0,
9847,UFC 57: Liddell vs Couture 3,2006-02-04,,Alessio Sakara,Elvis Sinosic,Alessio Sakara,Unknown,U-DEC,3.0,5:00,3,0,
9848,DREAM 11: Featherweight Grand Prix 2009 Final Round,2009-10-06,,Kazushi Sakuraba,Rubin Williams,Kazushi Sakuraba,Unknown,SUB Kimura,1.0,2:53,3,0,
9849,Dynamite!! 2008,2008-12-31,,Kazushi Sakuraba,Kiyoshi Tamura,Kiyoshi Tamura,Unknown,U-DEC,2.0,5:00,3,0,
9850,K-1 Hero's 10,2007-09-17,,Kazushi Sakuraba,Katsuyori Shibata,Kazushi Sakuraba,Unknown,SUB Armbar,1.0,6:20,3,0,
9851,K-1 Dynamite!! 2006,2006-12-31,,Kazushi Sakuraba,Yoshihiro Akiyama,,Unknown,Overturned,1.0,5:37,3,0,
9852,K-1 Hero's 6,2006-08-05,,Kazushi Sakuraba,Kestutis Smirnovas,Kazushi Sakuraba,Unknown,SUB Armbar,1.0,6:41,3,0,
9853,PRIDE 30: Fully Loaded,2005-10-23,,Kazushi Sakuraba,Ken Shamrock,Kazushi Sakuraba,Unknown,KO/TKO Punch,1.0,2:27,3,0,
9854,PRIDE Total Elimination 2005,2005-04-23,,Kazushi Sakuraba,Dong Sik Yoon,Kazushi Sakuraba,Unknown,KO/TKO Punches,1.0,0:38,3,0,
9855,PRIDE Critical Countdown 2004,2004-06-20,,Kazushi Sakuraba,Antonio Schembri,Kazushi Sakuraba,Unknown,U-DEC,3.0,5:00,3,0,
9856,PRIDE Total Elimination 2003,2003-08-10,,Kazushi Sakuraba,Wanderlei Silva,Wanderlei Silva,Unknown,KO/TKO Punches,1.0,5:01,3,0,
9857,PRIDE 25: Body Blow,2003-03-16,,Kazushi Sakuraba,Antonio Schembri,Antonio Schembri,Unknown,KO/TKO Knees,1.0,6:15,3,0,
9858,PRIDE 13: Collision Course,2001-03-25,,Kazushi Sakuraba,Wanderlei Silva,Wanderlei Silva,Unknown,KO/TKO Kick,1.0,1:38,3,0,
9859,PRIDE Grand Prix 2000 Finals,2000-05-01,,Kazushi Sakuraba,Igor Vovchanchyn,Igor Vovchanchyn,Unknown,KO/TKO,1.0,15:00,3,0,
9860,PRIDE 2,1998-03-05,,Kazushi Sakuraba,Vernon White,Kazushi Sakuraba,Unknown,SUB Armbar,3.0,6:53,3,0,
9861,UFC - Ultimate Japan,1997-12-21,,Kazushi Sakuraba,Marcus Silveira,,Unknown,Overturned,1.0,1:51,3,0,
9862,DREAM 10: Welterweight Grand Prix 2009 Final Round,2009-07-20,,Hayato Sakurai,Marius Zaromskis,Marius Zaromskis,Unknown,KO/TKO Kick,1.0,4:03,3,0,
9863,Dynamite!! 2008,2008-12-31,,Hayato Sakurai,Katsuyori Shibata,Hayato Sakurai,Unknown,KO/TKO Punches,1.0,7:01,3,0,
9864,PRIDE Bushido 11,2006-06-04,,Hayato Sakurai,Olaf Alfonso,Hayato Sakurai,Unknown,KO/TKO Punch,1.0,1:54,3,0,
9865,PRIDE Bushido 7,2005-05-22,,Hayato Sakurai,Milton Vieira,Hayato Sakurai,Unknown,U-DEC,2.0,5:00,3,0,
9866,PRIDE Shockwave 2003,2003-12-31,,Hayato Sakurai,Daiju Takase,Hayato Sakurai,Unknown,U-DEC,3.0,5:00,3,0,
9867,Shooto - To the Top 7,2001-08-26,,Hayato Sakurai,Anderson Silva,Anderson Silva,Unknown,U-DEC,3.0,5:00,3,0,
9868,UFC Fight Night: Brown vs Silva,2014-05-10,,Justin Salas,Ben Wall,Justin Salas,Unknown,KO/TKO Punch,1.0,2:41,3,0,
9869,UFC Fight Night: Belfort vs Henderson 2,2013-11-09,,Justin Salas,Thiago Tavares,Thiago Tavares,Unknown,SUB Rear Naked Choke,1.0,2:38,3,0,
9870,WFA - King of the Streets,2006-07-22,,Ivan Salaverry,Art Santore,Ivan Salaverry,Unknown,KO/TKO Punches,2.0,4:18,3,0,
9871,UFC 37: High Impact,2002-05-10,,Ivan Salaverry,Andrei Semenov,Ivan Salaverry,Unknown,KO/TKO Punches,3.0,2:27,3,0,
9872,UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,,Roman Salazar,Marlon Vera,Marlon Vera,Unknown,SUB Triangle Armbar,2.0,2:15,3,0,
9873,UFC 184: Rousey vs Zingano,2015-02-28,,Roman Salazar,Norifumi Yamamoto,,Unknown,CNC,2.0,2:37,3,0,
9874,UFC 278: Usman vs. Edwards,2022-08-20,,Luis Saldana,Sean Woodson,,Unknown,S-DEC,3.0,5:00,3,0,
9875,UFC Fight Night: Blaydes vs. Daukaus,2022-03-26,,Luis Saldana,Bruno Souza,Luis Saldana,Unknown,U-DEC,3.0,5:00,3,0,
9876,UFC Fight Night: Yan vs. Figueiredo,2024-11-23,,Muslim Salikhov,Song Kenan,Muslim Salikhov,Unknown,KO/TKO Kick,1.0,3:49,3,0,
9877,UFC Fight Night: Rozenstruik vs. Sakai,2021-06-05,,Muslim Salikhov,Francisco Trinaldo,Muslim Salikhov,Unknown,U-DEC,3.0,5:00,3,0,
9878,UFC 251: Usman vs. Masvidal,2020-07-11,,Muslim Salikhov,Elizeu Zaleski dos Santos,Muslim Salikhov,Unknown,S-DEC,3.0,5:00,3,0,
9879,UFC Fight Night: Maia vs. Askren,2019-10-26,,Muslim Salikhov,Laureano Staropoli,Muslim Salikhov,Unknown,U-DEC,3.0,5:00,3,0,
9880,UFC 242: Khabib vs. Poirier,2019-09-07,,Muslim Salikhov,Nordine Taleb,Muslim Salikhov,Unknown,KO/TKO Punch,1.0,4:26,3,0,
9881,DWCS 8.4,2024-09-03,,Quillan Salkilld,Gauge Young,Quillan Salkilld,Unknown,U-DEC,3.0,5:00,3,0,
9882,"Strikeforce - Four Men Enter, One Man Survives",2007-11-16,,Sean Salmon,Jorge Santiago,Jorge Santiago,Unknown,KO/TKO Flying Knee,1.0,0:24,3,0,
9883,UFC 236: Holloway vs. Poirier 2,2019-04-13,,Boston Salmon,Khalid Taha,Khalid Taha,Unknown,KO/TKO Punch,1.0,0:25,3,0,
9884,DWCS 1.1,2017-07-11,,Boston Salmon,Ricky Turcios,Boston Salmon,Unknown,U-DEC,3.0,5:00,3,0,
9885,UFC Fight Night: Barboza vs. Murphy,2024-05-18,,Vinicius Salvador,Adrian Yanez,Adrian Yanez,Unknown,KO/TKO Punches,1.0,2:47,3,0,
9886,UFC 291: Poirier vs. Gaethje 2,2023-07-29,,Vinicius Salvador,CJ Vergara,CJ Vergara,Unknown,U-DEC,3.0,5:00,3,0,
9887,UFC Fight Night: Vera vs. Sandhagen,2023-03-25,,Vinicius Salvador,Victor Altamirano,Victor Altamirano,Unknown,U-DEC,3.0,5:00,3,0,
9888,UFC 187: Johnson vs Cormier,2015-05-23,,Josh Sampo,Justin Scoggins,Justin Scoggins,Unknown,U-DEC,3.0,5:00,3,0,
9889,UFC 228: Woodley vs. Till,2018-09-08,,Diego Sanchez,Craig White,Diego Sanchez,Unknown,U-DEC,3.0,5:00,3,0,
9890,UFC 121: Lesnar vs Velasquez,2010-10-23,,Diego Sanchez,Paulo Thiago,Diego Sanchez,Unknown,U-DEC,3.0,5:00,3,0,
9891,UFC 95: Sanchez vs Stevenson,2009-02-21,,Diego Sanchez,Joe Stevenson,Diego Sanchez,Unknown,U-DEC,3.0,5:00,3,0,
9892,UFC 60: Hughes vs Gracie,2006-05-27,,Diego Sanchez,John Alessio,Diego Sanchez,Unknown,U-DEC,3.0,5:00,3,0,
9893,KOTC 36: Unfinished Business,2004-06-12,,Diego Sanchez,Jorge Santiago,Diego Sanchez,Unknown,U-DEC,3.0,5:00,3,0,
9894,UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,,Joby Sanchez,Robert Sanchez,Robert Sanchez,Unknown,SUB Rear Naked Choke,1.0,1:50,3,0,
9895,DWCS 1.1,2017-07-11,,Joby Sanchez,Manny Vazquez,Joby Sanchez,Unknown,U-DEC,3.0,5:00,3,0,
9896,UFC Fight Night: Ladd vs. Dumont,2021-10-16,,Andrew Sanchez,Bruno Silva,Bruno Silva,Unknown,KO/TKO Punches,3.0,2:35,3,0,
9897,UFC Fight Night: Lewis vs. Oleinik,2020-08-08,,Andrew Sanchez,Wellington Turman,Andrew Sanchez,Unknown,KO/TKO Punch,1.0,4:14,3,0,
9898,UFC Fight Night: Joanna vs. Waterson,2019-10-12,,Andrew Sanchez,Marvin Vettori,Marvin Vettori,Unknown,U-DEC,3.0,5:00,3,0,
9899,UFC on FOX: Johnson vs. Reis,2017-04-15,,Andrew Sanchez,Anthony Smith,Anthony Smith,Unknown,KO/TKO Kick,3.0,3:52,3,0,
9900,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,,Andrew Sanchez,Trevor Smith,Andrew Sanchez,Unknown,U-DEC,3.0,5:00,3,0,
9901,UFC Fight Night: Gaethje vs. Vick,2018-08-25,,Luke Sanders,Rani Yahya,Rani Yahya,Unknown,SUB Heel Hook,1.0,1:31,3,0,
9902,UFC Fight Night: Poirier vs. Gaethje,2018-04-14,,Luke Sanders,Patrick Williams,Luke Sanders,Unknown,U-DEC,3.0,5:00,3,0,
9903,UFC Fight Night: Swanson vs. Ortega,2017-12-09,,Luke Sanders,Andre Soukhamthath,Andre Soukhamthath,Unknown,KO/TKO Punches,2.0,1:06,3,0,
9904,UFC 209: Woodley vs. Thompson 2,2017-03-04,,Luke Sanders,Iuri Alcantara,Iuri Alcantara,Unknown,SUB Kneebar,2.0,3:13,3,0,
9905,UFC Fight Night: Vera vs. Sandhagen,2023-03-25,,Cory Sandhagen,Marlon Vera,Cory Sandhagen,Unknown,S-DEC,5.0,5:00,3,0,
9906,UFC Fight Night: Sandhagen vs. Song,2022-09-17,,Cory Sandhagen,Song Yadong,Cory Sandhagen,Unknown,KO/TKO,4.0,5:00,3,0,
9907,UFC 250: Nunes vs. Spencer,2020-06-06,,Cory Sandhagen,Aljamain Sterling,Aljamain Sterling,Unknown,SUB Rear Naked Choke,1.0,1:28,3,0,
9908,UFC Fight Night: Gaethje vs. Vick,2018-08-25,,Cory Sandhagen,Iuri Alcantara,Cory Sandhagen,Unknown,KO/TKO Punches,2.0,1:01,3,0,
9909,UFC Live: Cruz vs Johnson,2011-10-01,,Joseph Sandoval,Walel Watson,Walel Watson,Unknown,KO/TKO Punches,1.0,1:17,3,0,
9910,UFC Fight Night: Swanson vs. Lobov,2017-04-22,,Hector Sandoval,Matt Schnell,Hector Sandoval,Unknown,KO/TKO Punch,1.0,4:24,3,0,
9911,UFC on FOX: VanZant vs. Waterson,2016-12-17,,Hector Sandoval,Fredy Serrano,Hector Sandoval,Unknown,U-DEC,3.0,5:00,3,0,
9912,UFC Fight Night: Te Huna vs Marquardt,2014-06-28,,Roldan Sangcha'an,Richie Vaculik,Richie Vaculik,Unknown,U-DEC,3.0,5:00,3,0,
9913,UFC 266: Volkanovski vs. Ortega,2021-09-25,,Martin Sano,Matthew Semelsberger,Matthew Semelsberger,Unknown,KO/TKO Punch,1.0,0:15,3,0,
9914,UFC 130: Rampage vs Hamill,2011-05-28,,Jorge Santiago,Brian Stann,Brian Stann,Unknown,KO/TKO Punch,2.0,4:29,3,0,
9915,Strikeforce - Houston,2010-08-21,,Jose Santibanez,Reynaldo Trujillo,Reynaldo Trujillo,Unknown,KO/TKO,1.0,0:28,3,0,
9916,WEC 27: Marshall vs. McElfresh,2007-05-12,,Art Santore,Eric Schambari,Eric Schambari,Unknown,U-DEC,3.0,5:00,3,0,
9917,Strikeforce - Los Angeles,2010-06-16,,Evangelista Santos,Marius Zaromskis,Evangelista Santos,Unknown,KO/TKO Punch,1.0,2:38,3,0,
9918,Strikeforce Challengers 2,2009-06-19,,Evangelista Santos,Joey Villasenor,Joey Villasenor,Unknown,S-DEC,3.0,5:00,3,0,
9919,WEC 34: Faber vs. Pulver,2008-06-01,,Luis Santos,Alex Serdyukov,Alex Serdyukov,Unknown,KO/TKO,1.0,5:00,3,0,
9920,UFC on FX: Belfort vs. Rockhold,2013-05-18,,Iliarde Santos,Iuri Alcantara,Iuri Alcantara,Unknown,KO/TKO Punch,1.0,2:31,3,0,
9921,UFC Fight Night: Santos vs. Walker,2021-10-02,,Thiago Santos,Johnny Walker,Thiago Santos,Unknown,U-DEC,5.0,5:00,3,0,
9922,UFC Fight Night: Santos vs. Teixeira,2020-11-07,,Thiago Santos,Glover Teixeira,Glover Teixeira,Unknown,SUB Rear Naked Choke,3.0,1:49,3,0,
9923,UFC Fight Night: Marreta vs. Anders,2018-09-22,,Thiago Santos,Eryk Anders,Thiago Santos,Unknown,KO/TKO,3.0,5:00,3,0,
9924,UFC Fight Night: Machida vs. Anders,2018-02-03,,Thiago Santos,Anthony Smith,Thiago Santos,Unknown,KO/TKO Kick,2.0,1:03,3,0,
9925,UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,,Thiago Santos,Eric Spicely,Eric Spicely,Unknown,SUB Rear Naked Choke,1.0,2:58,3,0,
9926,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,,Thiago Santos,Elias Theodorou,Thiago Santos,Unknown,U-DEC,3.0,5:00,3,0,
9927,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,,Bruno Santos,Elias Theodorou,Elias Theodorou,Unknown,U-DEC,3.0,5:00,3,0,
9928,UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,,Yana Santos,Miesha Tate,Yana Santos,Unknown,U-DEC,3.0,5:00,3,0,
9929,UFC 264: Poirier vs. McGregor 3,2021-07-10,,Yana Santos,Irene Aldana,Irene Aldana,Unknown,KO/TKO Punches,1.0,4:35,3,0,
