fight_id,event_name,fight_date,event_location,fighter_a,fighter_b,winner,weight_class,method,finish_round,finish_time,scheduled_rounds,main_event,source_url
1000,UFC 7: The Brawl in Buffalo,1995-09-08,,Scott Bessac,David Hood,Scott Bessac,Unknown,SUB Guillotine Choke,1.0,0:31,3,0,
1001,The Ultimate Fighter: Undefeated Finale,2018-07-06,,Matt Bessette,Steven Peterson,Steven Peterson,Unknown,S-DEC,3.0,5:00,3,0,
1002,DWCS 1.1,2017-07-11,,Matt Bessette,Kurt Holobaugh,,Unknown,Overturned Punches,1.0,2:59,3,0,
1003,DWCS 4.6,2020-09-08,,Khadzhi Bestaev,Phil Hawes,Phil Hawes,Unknown,KO/TKO Punch,1.0,1:18,3,0,
1004,Strikeforce - Henderson vs. Babalu,2010-12-04,,Fernando Bettega,Wayne Phillips,Wayne Phillips,Unknown,S-DEC,3.0,5:00,3,0,
1005,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,,Arjan Bhullar,Juan Adams,Arjan Bhullar,Unknown,U-DEC,3.0,5:00,3,0,
1006,UFC Fight Night: Oezdemir vs. Smith,2018-10-27,,Arjan Bhullar,Marcelo Golm,Arjan Bhullar,Unknown,U-DEC,3.0,5:00,3,0,
1007,UFC Fight Night: Poirier vs. Gaethje,2018-04-14,,Arjan Bhullar,Adam Wieczorek,Adam Wieczorek,Unknown,SUB Omoplata,2.0,1:59,3,0,
1008,UFC 215: Nunes vs Shevchenko 2,2017-09-09,,Arjan Bhullar,Luis Henrique,Arjan Bhullar,Unknown,U-DEC,3.0,5:00,3,0,
1009,UFC Fight Night: Reyes vs. Prochazka,2021-05-01,,KB Bhullar,Andreas Michailidis,Andreas Michailidis,Unknown,U-DEC,3.0,5:00,3,0,
1010,UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,,KB Bhullar,Tom Breese,Tom Breese,Unknown,KO/TKO Punch,1.0,1:42,3,0,
1011,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02,,Bibulatov Magomed,Rogerio Bontorin,Rogerio Bontorin,Unknown,S-DEC,3.0,5:00,3,0,
1012,UFC 216: Ferguson vs. Lee,2017-10-07,,Bibulatov Magomed,John Moraga,John Moraga,Unknown,KO/TKO Punch,1.0,1:38,3,0,
1013,UFC 210: Cormier vs. Johnson 2,2017-04-08,,Bibulatov Magomed,Jenel Lausa,Bibulatov Magomed,Unknown,U-DEC,3.0,5:00,3,0,
1014,UFC 97: Redemption,2009-04-18,,David Bielkheden,Mark Bocek,Mark Bocek,Unknown,SUB Rear Naked Choke,1.0,4:57,3,0,
1015,UFC 89: Bisping vs Leben,2008-10-18,,David Bielkheden,Jess Liaudin,David Bielkheden,Unknown,U-DEC,3.0,5:00,3,0,
1016,UFC 82: Pride of a Champion,2008-03-01,,David Bielkheden,Diego Sanchez,Diego Sanchez,Unknown,KO/TKO Punches,1.0,4:43,3,0,
1017,PRIDE Bushido 13,2006-11-05,,David Bielkheden,Mitsuhiro Ishida,Mitsuhiro Ishida,Unknown,U-DEC,2.0,5:00,3,0,
1018,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,,Blake Bilder,JeongYeong Lee,JeongYeong Lee,Unknown,U-DEC,3.0,5:00,3,0,
1019,UFC 289: Nunes vs. Aldana,2023-06-10,,Blake Bilder,Kyle Nelson,Kyle Nelson,Unknown,U-DEC,3.0,5:00,3,0,
1020,UFC 284: Makhachev vs. Volkanovski,2023-02-11,,Blake Bilder,Shane Young,Blake Bilder,Unknown,U-DEC,3.0,5:00,3,0,
1021,DWCS 6.6,2022-08-30,,Blake Bilder,Alexander Morgan,Blake Bilder,Unknown,SUB Rear Naked Choke,1.0,3:14,3,0,
1022,DWCS 5.10,2021-11-02,,Jonas Bilharinho,Canaan Kawaihae,Jonas Bilharinho,Unknown,KO/TKO Kick,3.0,4:00,3,0,
1023,WEC 30: McCullough vs. Crunkilton,2007-09-05,,Jeremiah Billington,Brian Stann,Brian Stann,Unknown,KO/TKO Punches,1.0,3:07,3,0,
1024,UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,,Anthony Birchak,Tony Gravely,Tony Gravely,Unknown,KO/TKO Punch,2.0,1:31,3,0,
1025,UFC Fight Night: Santos vs. Teixeira,2020-11-07,,Anthony Birchak,Gustavo Lopez,Gustavo Lopez,Unknown,SUB Rear Naked Choke,1.0,2:43,3,0,
1026,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,,Anthony Birchak,Dileno Lopes,Anthony Birchak,Unknown,S-DEC,3.0,5:00,3,0,
1027,UFC Fight Night: Belfort vs Henderson 3,2015-11-07,,Anthony Birchak,Thomas Almeida,Thomas Almeida,Unknown,KO/TKO Punches,1.0,4:24,3,0,
1028,UFC Fight Night: Boetsch vs Henderson,2015-06-06,,Anthony Birchak,Joe Soto,Anthony Birchak,Unknown,KO/TKO Punch,1.0,1:37,3,0,
1029,UFC on FOX: Dos Santos vs Miocic,2014-12-13,,Anthony Birchak,Ian Entwistle,Ian Entwistle,Unknown,SUB Heel Hook,1.0,1:04,3,0,
1030,DWCS 2.6,2018-07-24,,Chris Birchler,Jimmy Crute,Jimmy Crute,Unknown,KO/TKO Punch,1.0,4:23,3,0,
1031,Road to UFC 3.5 + 3.6,2024-08-23,,Angad Bisht,DongHun Choi,DongHun Choi,Unknown,S-DEC,3.0,5:00,3,0,
1032,Road to UFC 3.3 + 3.4,2024-05-19,,Angad Bisht,John Dave Almanza,Angad Bisht,Unknown,KO/TKO Punches,1.0,3:39,3,0,
1033,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,,Michael Bisping,Kelvin Gastelum,Kelvin Gastelum,Unknown,KO/TKO Punch,1.0,2:30,3,0,
1034,UFC Fight Night: Silva vs Bisping,2016-02-27,,Michael Bisping,Anderson Silva,Michael Bisping,Unknown,U-DEC,5.0,5:00,3,0,
1035,UFC Fight Night: Bisping vs Leites,2015-07-18,,Michael Bisping,Thales Leites,Michael Bisping,Unknown,S-DEC,5.0,5:00,3,0,
1036,UFC 186: Johnson vs Horiguchi,2015-04-25,,Michael Bisping,CB Dollaway,Michael Bisping,Unknown,U-DEC,3.0,5:00,3,0,
1037,UFC Fight Night: Rockhold vs Bisping,2014-11-07,,Michael Bisping,Luke Rockhold,Luke Rockhold,Unknown,SUB Guillotine Choke,2.0,0:57,3,0,
1038,UFC Fight Night: Bisping vs Le,2014-08-23,,Michael Bisping,Cung Le,Michael Bisping,Unknown,KO/TKO Knee,4.0,0:57,3,0,
1039,UFC Fight Night: Bisping vs Kennedy,2014-04-16,,Michael Bisping,Tim Kennedy,Tim Kennedy,Unknown,U-DEC,5.0,5:00,3,0,
1040,UFC 152: Jones vs Belfort,2012-09-22,,Michael Bisping,Brian Stann,Michael Bisping,Unknown,U-DEC,3.0,5:00,3,0,
1041,UFC on FOX: Evans vs Davis,2012-01-28,,Michael Bisping,Chael Sonnen,Chael Sonnen,Unknown,U-DEC,3.0,5:00,3,0,
1042,The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,,Michael Bisping,Jason Miller,Michael Bisping,Unknown,KO/TKO Knees,3.0,3:34,3,0,
1043,UFC 127: Penn vs Fitch,2011-02-26,,Michael Bisping,Jorge Rivera,Michael Bisping,Unknown,KO/TKO Punches,2.0,1:54,3,0,
1044,UFC 120: Bisping vs Akiyama,2010-10-16,,Michael Bisping,Yoshihiro Akiyama,Michael Bisping,Unknown,U-DEC,3.0,5:00,3,0,
1045,UFC 114: Rampage vs Evans,2010-05-29,,Michael Bisping,Dan Miller,Michael Bisping,Unknown,U-DEC,3.0,5:00,3,0,
1046,UFC 110: Nogueira vs Velasquez,2010-02-20,,Michael Bisping,Wanderlei Silva,Wanderlei Silva,Unknown,U-DEC,3.0,5:00,3,0,
1047,UFC 105: Couture vs Vera,2009-11-14,,Michael Bisping,Denis Kang,Michael Bisping,Unknown,KO/TKO Punches,2.0,4:24,3,0,
1048,UFC 100,2009-07-11,,Michael Bisping,Dan Henderson,Dan Henderson,Unknown,KO/TKO Punch,2.0,3:20,3,0,
1049,UFC 89: Bisping vs Leben,2008-10-18,,Michael Bisping,Chris Leben,Michael Bisping,Unknown,U-DEC,3.0,5:00,3,0,
1050,UFC 85: Bedlam,2008-06-07,,Michael Bisping,Jason Day,Michael Bisping,Unknown,KO/TKO Punches,1.0,3:42,3,0,
1051,UFC 83: Serra vs St-Pierre 2,2008-04-19,,Michael Bisping,Charles McCarthy,Michael Bisping,Unknown,KO/TKO Knees,1.0,5:00,3,0,
1052,UFC 78: Validation,2007-11-17,,Michael Bisping,Rashad Evans,Rashad Evans,Unknown,S-DEC,3.0,5:00,3,0,
1053,UFC 75: Champion vs Champion,2007-09-08,,Michael Bisping,Matt Hamill,Michael Bisping,Unknown,S-DEC,3.0,5:00,3,0,
1054,UFC 70: Nations Collide,2007-04-21,,Michael Bisping,Elvis Sinosic,Michael Bisping,Unknown,KO/TKO Punches,2.0,1:40,3,0,
1055,UFC 66: Liddell vs Ortiz 2,2006-12-30,,Michael Bisping,Eric Schafer,Michael Bisping,Unknown,KO/TKO Punches,1.0,4:24,3,0,
1056,CWFC - Strike Force 4,2005-11-26,,Michael Bisping,Ross Pointon,Michael Bisping,Unknown,SUB Armbar,1.0,2:00,3,0,
1057,CWFC - Strike Force 3,2005-10-01,,Michael Bisping,Jakob Lovstad,Michael Bisping,Unknown,KO/TKO Punches,1.0,1:10,3,0,
1058,CWFC - Strike Force 2,2005-07-16,,Michael Bisping,Miika Mehmet,Michael Bisping,Unknown,KO/TKO,1.0,3:01,3,0,
1059,UFC 26: Ultimate Field Of Dreams,2000-06-09,,Amaury Bitetti,Alex Andrade,Amaury Bitetti,Unknown,DQ,2.0,0:43,3,0,
1060,UFC 9: Motor City Madness,1996-05-17,,Amaury Bitetti,Don Frye,Don Frye,Unknown,KO/TKO Knees,1.0,9:30,3,0,
1061,DWCS 5.3,2021-09-14,,Caio Bittencourt,Albert Duraev,Albert Duraev,Unknown,SUB Neck Crank,1.0,3:29,3,0,
1062,DWCS 7.10,2023-10-10,,Davi Bittencourt,Lucas Rocha,Lucas Rocha,Unknown,KO/TKO Knee,2.0,0:18,3,0,
1063,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,,Jan Blachowicz,Bogdan Guskov,,Unknown,M-DEC,3.0,5:00,3,0,
1064,UFC Fight Night: Edwards vs. Brady,2025-03-22,,Jan Blachowicz,Carlos Ulberg,Carlos Ulberg,Unknown,U-DEC,3.0,5:00,3,0,
1065,UFC 291: Poirier vs. Gaethje 2,2023-07-29,,Jan Blachowicz,Alex Pereira,Alex Pereira,Unknown,S-DEC,3.0,5:00,3,0,
1066,UFC Fight Night: Blachowicz vs. Rakic,2022-05-14,,Jan Blachowicz,Aleksandar Rakic,Jan Blachowicz,Unknown,KO/TKO,3.0,1:11,3,0,
1067,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,,Jan Blachowicz,Corey Anderson,Jan Blachowicz,Unknown,KO/TKO Punch,1.0,3:08,3,0,
1068,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,,Jan Blachowicz,Jacare Souza,Jan Blachowicz,Unknown,S-DEC,5.0,5:00,3,0,
1069,UFC 239: Jones vs. Santos,2019-07-06,,Jan Blachowicz,Luke Rockhold,Jan Blachowicz,Unknown,KO/TKO Punch,2.0,1:39,3,0,
1070,UFC Fight Night: Blachowicz vs. Santos,2019-02-23,,Jan Blachowicz,Thiago Santos,Thiago Santos,Unknown,KO/TKO Punch,3.0,0:39,3,0,
1071,UFC Fight Night: Hunt vs. Oleinik,2018-09-15,,Jan Blachowicz,Nikita Krylov,Jan Blachowicz,Unknown,SUB Arm Triangle,2.0,2:41,3,0,
1072,UFC Fight Night: Werdum vs. Volkov,2018-03-17,,Jan Blachowicz,Jimi Manuwa,Jan Blachowicz,Unknown,U-DEC,3.0,5:00,3,0,
1073,UFC Fight Night: Lawler vs. Dos Anjos,2017-12-16,,Jan Blachowicz,Jared Cannonier,Jan Blachowicz,Unknown,U-DEC,3.0,5:00,3,0,
1074,UFC Fight Night: Cerrone vs. Till,2017-10-21,,Jan Blachowicz,Devin Clark,Jan Blachowicz,Unknown,SUB Rear Naked Choke,2.0,3:02,3,0,
1075,UFC 210: Cormier vs. Johnson 2,2017-04-08,,Jan Blachowicz,Patrick Cummins,Patrick Cummins,Unknown,U-DEC,3.0,5:00,3,0,
1076,UFC Fight Night: Arlovski vs. Barnett,2016-09-03,,Jan Blachowicz,Alexander Gustafsson,Alexander Gustafsson,Unknown,U-DEC,3.0,5:00,3,0,
1077,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,,Jan Blachowicz,Igor Pokrajac,Jan Blachowicz,Unknown,U-DEC,3.0,5:00,3,0,
1078,UFC 191: Johnson vs Dodson 2,2015-09-05,,Jan Blachowicz,Corey Anderson,Corey Anderson,Unknown,U-DEC,3.0,5:00,3,0,
1079,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,,Jan Blachowicz,Jimi Manuwa,Jimi Manuwa,Unknown,U-DEC,3.0,5:00,3,0,
1080,UFC Fight Night: Nelson vs Story,2014-10-04,,Jan Blachowicz,Ilir Latifi,Jan Blachowicz,Unknown,KO/TKO Kick,1.0,1:58,3,0,
1081,UFC 77: Hostile Territory,2007-10-20,,Jason Black,Matt Grice,Matt Grice,Unknown,S-DEC,3.0,5:00,3,0,
1082,UFC Fight Night: Stout vs Fisher,2007-06-12,,Jason Black,Thiago Tavares,Thiago Tavares,Unknown,SUB Triangle Choke,2.0,2:49,3,0,
1083,PRIDE Bushido 11,2006-06-04,,Jason Black,Won Jin Eoh,Jason Black,Unknown,KO/TKO,1.0,6:25,3,0,
1084,WFA 3,2002-11-23,,Jason Black,Chad W. Saunders,Jason Black,Unknown,KO/TKO,2.0,5:00,3,0,
1085,WFA 1,2001-11-03,,Jason Black,Antonio McKee,,Unknown,S-DEC,3.0,5:00,3,0,
1086,UFC 112: Invincible,2010-04-10,,Brad Blackburn,DaMarques Johnson,DaMarques Johnson,Unknown,KO/TKO Kick,3.0,2:08,3,0,
1087,UFC Fight Night: Maynard vs Diaz,2010-01-11,,Brad Blackburn,Amir Sadollah,Amir Sadollah,Unknown,U-DEC,3.0,5:00,3,0,
1088,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,,Brad Blackburn,Edgar Garcia,Brad Blackburn,Unknown,S-DEC,3.0,5:00,3,0,
1089,UFC 92: The Ultimate 2008,2008-12-27,,Brad Blackburn,Ryo Chonan,Brad Blackburn,Unknown,U-DEC,3.0,5:00,3,0,
1090,UFC: Silva vs Irvin,2008-07-19,,Brad Blackburn,James Giboo,Brad Blackburn,Unknown,KO/TKO Punches,2.0,2:29,3,0,
1091,Strikeforce Challengers 13,2011-01-07,,Jason Blackford,Jeremy Boczulak,Jason Blackford,Unknown,SUB Heel Hook,2.0,1:54,3,0,
1092,UFC 127: Penn vs Fitch,2011-02-26,,Tom Blackledge,Anthony Perosh,Anthony Perosh,Unknown,SUB Rear Naked Choke,1.0,2:45,3,0,
1093,DWCS 4.10,2020-11-17,,Sherrard Blackledge,Tucker Lutz,Tucker Lutz,Unknown,U-DEC,3.0,5:00,3,0,
1094,DWCS 4.6,2020-09-08,,Sherrard Blackledge,Cameron Church,Sherrard Blackledge,Unknown,U-DEC,3.0,5:00,3,0,
1095,UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,,Da'Mon Blackshear,Davey Grant,Davey Grant,Unknown,U-DEC,3.0,5:00,3,0,
1096,UFC Fight Night: Machado Garry vs. Prates,2025-04-26,,Da'Mon Blackshear,Alatengheili,Da'Mon Blackshear,Unknown,U-DEC,3.0,5:00,3,0,
1097,UFC Fight Night: Vettori vs. Dolidze 2,2025-03-15,,Da'Mon Blackshear,Cody Gibson,Da'Mon Blackshear,Unknown,SUB Kimura,2.0,4:09,3,0,
1098,UFC Fight Night: Magny vs. Prates,2024-11-09,,Da'Mon Blackshear,Cody Stamann,Da'Mon Blackshear,Unknown,SUB Rear Naked Choke,1.0,4:19,3,0,
1099,UFC Fight Night: Namajunas vs. Cortez,2024-07-13,,Da'Mon Blackshear,Montel Jackson,Montel Jackson,Unknown,KO/TKO Punch,1.0,0:18,3,0,
1100,UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,,Da'Mon Blackshear,Jose Johnson,Da'Mon Blackshear,Unknown,SUB Twister,1.0,3:47,3,0,
1101,UFC Fight Night: Kara-France vs. Albazi,2023-06-03,,Da'Mon Blackshear,Luan Lacerda,Da'Mon Blackshear,Unknown,KO/TKO Punches,2.0,3:54,3,0,
1102,UFC Fight Night: Vera vs. Cruz,2022-08-13,,Da'Mon Blackshear,Youssef Zalal,,Unknown,M-DEC,3.0,5:00,3,0,
1103,DWCS 9.5,2025-09-09,,Chasen Blair,Samuel Sanches,Samuel Sanches,Unknown,KO/TKO Punch,1.0,2:01,3,0,
1104,DWCS 8.9,2024-10-08,,Chasen Blair,Kody Steele,Kody Steele,Unknown,KO/TKO Punch,2.0,4:07,3,0,
1105,UFC 322: Della Maddalena vs. Makhachev,2025-11-15,,Erin Blanchfield,Tracy Cortez,Erin Blanchfield,Unknown,SUB Rear Naked Choke,2.0,4:44,3,0,
1106,UFC Fight Night: Moreno vs. Albazi,2024-11-02,,Erin Blanchfield,Rose Namajunas,Erin Blanchfield,Unknown,U-DEC,5.0,5:00,3,0,
1107,UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,,Erin Blanchfield,Manon Fiorot,Manon Fiorot,Unknown,U-DEC,5.0,5:00,3,0,
1108,UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,,Erin Blanchfield,Taila Santos,Erin Blanchfield,Unknown,U-DEC,3.0,5:00,3,0,
1109,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,,Erin Blanchfield,Jessica Andrade,Erin Blanchfield,Unknown,SUB Rear Naked Choke,2.0,1:37,3,0,
1110,UFC 281: Adesanya vs. Pereira,2022-11-12,,Erin Blanchfield,Molly McCann,Erin Blanchfield,Unknown,SUB Kimura,1.0,3:37,3,0,
1111,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,,Erin Blanchfield,JJ Aldrich,Erin Blanchfield,Unknown,SUB Guillotine Choke,2.0,2:38,3,0,
1112,UFC 269: Oliveira vs. Poirier,2021-12-11,,Erin Blanchfield,Miranda Maverick,Erin Blanchfield,Unknown,U-DEC,3.0,5:00,3,0,
1113,UFC Fight Night: Smith vs. Spann,2021-09-18,,Erin Blanchfield,Sarah Alpar,Erin Blanchfield,Unknown,U-DEC,3.0,5:00,3,0,
1114,UFC Fight Night: Poirier vs. Johnson,2016-09-17,,Maximo Blanco,Chas Skelly,Chas Skelly,Unknown,SUB D'Arce Choke,1.0,0:19,3,0,
1115,UFC Fight Night: Dillashaw vs Cruz,2016-01-17,,Maximo Blanco,Luke Sanders,Luke Sanders,Unknown,SUB Rear Naked Choke,1.0,3:38,3,0,
1116,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,,Maximo Blanco,Mike de la Torre,Maximo Blanco,Unknown,KO/TKO Punch,1.0,0:16,3,0,
1117,UFC Fight Night: Hunt vs Nelson,2014-09-20,,Maximo Blanco,Dan Hooker,Maximo Blanco,Unknown,U-DEC,3.0,5:00,3,0,
1118,UFC Fight Night: Munoz vs Mousasi,2014-05-31,,Maximo Blanco,Andy Ogle,Maximo Blanco,Unknown,U-DEC,3.0,5:00,3,0,
1119,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,2013-11-30,,Maximo Blanco,Akira Corassani,Akira Corassani,Unknown,DQ,1.0,0:25,3,0,
1120,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,,Maximo Blanco,Sam Sicilia,Maximo Blanco,Unknown,U-DEC,3.0,5:00,3,0,
1121,UFC 145: Jones vs Evans,2012-04-21,,Maximo Blanco,Marcus Brimage,Marcus Brimage,Unknown,S-DEC,3.0,5:00,3,0,
1122,Strikeforce - Barnett vs. Kharitonov,2011-09-10,,Maximo Blanco,Pat Healy,Pat Healy,Unknown,SUB Rear Naked Choke,2.0,4:24,3,0,
1123,UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,,Curtis Blaydes,Rizvan Kuniev,Curtis Blaydes,Unknown,S-DEC,3.0,5:00,3,0,
1124,UFC 299: O'Malley vs. Vera 2,2024-03-09,,Curtis Blaydes,Jailton Almeida,Curtis Blaydes,Unknown,KO/TKO Punches,2.0,0:36,3,0,
1125,UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,,Curtis Blaydes,Sergei Pavlovich,Sergei Pavlovich,Unknown,KO/TKO Punches,1.0,3:08,3,0,
1126,UFC Fight Night: Blaydes vs. Daukaus,2022-03-26,,Curtis Blaydes,Chris Daukaus,Curtis Blaydes,Unknown,KO/TKO Punch,2.0,0:17,3,0,
1127,UFC 266: Volkanovski vs. Ortega,2021-09-25,,Curtis Blaydes,Jairzinho Rozenstruik,Curtis Blaydes,Unknown,U-DEC,3.0,5:00,3,0,
1128,UFC Fight Night: Blaydes vs. Lewis,2021-02-20,,Curtis Blaydes,Derrick Lewis,Derrick Lewis,Unknown,KO/TKO Punch,2.0,1:26,3,0,
1129,UFC Fight Night: Blaydes vs. Volkov,2020-06-20,,Curtis Blaydes,Alexander Volkov,Curtis Blaydes,Unknown,U-DEC,5.0,5:00,3,0,
1130,UFC Fight Night: Blaydes vs. Dos Santos,2020-01-25,,Curtis Blaydes,Junior Dos Santos,Curtis Blaydes,Unknown,KO/TKO Punches,2.0,1:06,3,0,
1131,UFC 242: Khabib vs. Poirier,2019-09-07,,Curtis Blaydes,Shamil Abdurakhimov,Curtis Blaydes,Unknown,KO/TKO Elbow,2.0,2:22,3,0,
1132,UFC Fight Night: Thompson vs. Pettis,2019-03-23,,Curtis Blaydes,Justin Willis,Curtis Blaydes,Unknown,U-DEC,3.0,5:00,3,0,
1133,UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,,Curtis Blaydes,Francis Ngannou,Francis Ngannou,Unknown,KO/TKO Punch,1.0,0:45,3,0,
1134,UFC 225: Whittaker vs. Romero 2,2018-06-09,,Curtis Blaydes,Alistair Overeem,Curtis Blaydes,Unknown,KO/TKO Elbows,3.0,2:56,3,0,
1135,UFC 221: Romero vs. Rockhold,2018-02-10,,Curtis Blaydes,Mark Hunt,Curtis Blaydes,Unknown,U-DEC,3.0,5:00,3,0,
1136,UFC 217: Bisping vs. St-Pierre,2017-11-04,,Curtis Blaydes,Aleksei Oleinik,Curtis Blaydes,Unknown,KO/TKO,2.0,1:39,3,0,
1137,UFC 213: Romero vs. Whittaker,2017-07-08,,Curtis Blaydes,Daniel Omielanczuk,Curtis Blaydes,Unknown,U-DEC,3.0,5:00,3,0,
1138,UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,,Curtis Blaydes,Adam Milstead,,Unknown,Overturned,2.0,0:59,3,0,
1139,UFC Fight Night: Lineker vs. Dodson,2016-10-01,,Curtis Blaydes,Cody East,Curtis Blaydes,Unknown,KO/TKO Elbows,2.0,2:02,3,0,
1140,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,,Curtis Blaydes,Francis Ngannou,Francis Ngannou,Unknown,KO/TKO,2.0,5:00,3,0,
1141,UFC Fight Night: Royval vs. Kape,2025-12-13,,Tereza Bleda,Jamey-Lyn Horth,Jamey-Lyn Horth,Unknown,KO/TKO Punches,1.0,2:05,3,0,
1142,UFC Fight Night: Vettori vs. Cannonier,2023-06-17,,Tereza Bleda,Gabriella Fernandes,Tereza Bleda,Unknown,U-DEC,3.0,5:00,3,0,
1143,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,,Tereza Bleda,Natalia Silva,Natalia Silva,Unknown,KO/TKO Spinning Back Kick,3.0,1:27,3,0,
1144,DWCS 6.7,2022-09-06,,Tereza Bleda,Nayara Maia,Tereza Bleda,Unknown,U-DEC,3.0,5:00,3,0,
1145,UFC 155: Dos Santos vs Velasquez II,2012-12-29,,Byron Bloodworth,Erik Perez,Erik Perez,Unknown,KO/TKO Punches,1.0,3:50,3,0,
1146,UFC Live: Cruz vs Johnson,2011-10-01,,Byron Bloodworth,Mike Easton,Mike Easton,Unknown,KO/TKO Knee,2.0,4:52,3,0,
1147,DWCS 2.1,2018-06-12,,Dashawn Boatwright,Alonzo Menifield,Alonzo Menifield,Unknown,KO/TKO Punches,1.0,0:08,3,0,
1148,PRIDE 28: High Octane,2004-10-31,,Dan Bobish,Mark Hunt,Mark Hunt,Unknown,KO/TKO Punch,1.0,6:23,3,0,
1149,PRIDE 27: Inferno,2004-02-01,,Dan Bobish,Igor Vovchanchyn,Igor Vovchanchyn,Unknown,KO/TKO Punches,2.0,1:45,3,0,
1150,PRIDE Final Conflict 2003,2003-11-09,,Dan Bobish,Gary Goodridge,Gary Goodridge,Unknown,KO/TKO Punches,1.0,0:18,3,0,
1151,UFC 14: Showdown,1997-07-27,,Dan Bobish,Brian Johnston,Dan Bobish,Unknown,SUB Forearm Choke,1.0,2:10,3,0,
1152,UFC Fight Night: Bisping vs Kennedy,2014-04-16,,Mark Bocek,Mike de la Torre,Mark Bocek,Unknown,S-DEC,3.0,5:00,3,0,
1153,UFC 154: St-Pierre vs Condit,2012-11-17,,Mark Bocek,Rafael Dos Anjos,Rafael Dos Anjos,Unknown,U-DEC,3.0,5:00,3,0,
1154,UFC 145: Jones vs Evans,2012-04-21,,Mark Bocek,John Alessio,Mark Bocek,Unknown,U-DEC,3.0,5:00,3,0,
1155,UFC 140: Jones vs Machida,2011-12-10,,Mark Bocek,Nik Lentz,Mark Bocek,Unknown,U-DEC,3.0,5:00,3,0,
1156,UFC 129: St-Pierre vs Shields,2011-04-30,,Mark Bocek,Benson Henderson,Benson Henderson,Unknown,U-DEC,3.0,5:00,3,0,
1157,UFC 124: St-Pierre vs Koscheck 2,2010-12-11,,Mark Bocek,Dustin Hazelett,Mark Bocek,Unknown,SUB Triangle Choke,1.0,2:33,3,0,
1158,UFC 111: St-Pierre vs Hardy,2010-03-27,,Mark Bocek,Jim Miller,Jim Miller,Unknown,U-DEC,3.0,5:00,3,0,
1159,The Ultimate Fighter: Heavyweights Finale,2009-12-05,,Mark Bocek,Joe Brammer,Mark Bocek,Unknown,SUB Rear Naked Choke,1.0,3:36,3,0,
1160,UFC 91: Couture vs Lesnar,2008-11-15,,Mark Bocek,Alvin Robinson,Mark Bocek,Unknown,SUB Rear Naked Choke,3.0,3:16,3,0,
1161,UFC 83: Serra vs St-Pierre 2,2008-04-19,,Mark Bocek,Mac Danzig,Mac Danzig,Unknown,SUB Rear Naked Choke,3.0,3:48,3,0,
1162,UFC 79: Nemesis,2007-12-29,,Mark Bocek,Doug Evans,Mark Bocek,Unknown,U-DEC,3.0,5:00,3,0,
1163,UFC 73: Stacked,2007-07-07,,Mark Bocek,Frankie Edgar,Frankie Edgar,Unknown,KO/TKO Punches,1.0,4:55,3,0,
1164,UFC Fight Night: Reyes vs. Weidman,2019-10-18,,Kyle Bochniak,Sean Woodson,Sean Woodson,Unknown,U-DEC,3.0,5:00,3,0,
1165,UFC 231: Holloway vs. Ortega,2018-12-08,,Kyle Bochniak,Hakeem Dawodu,Hakeem Dawodu,Unknown,S-DEC,3.0,5:00,3,0,
1166,UFC 223: Khabib vs. Iaquinta,2018-04-07,,Kyle Bochniak,Zabit Magomedsharipov,Zabit Magomedsharipov,Unknown,U-DEC,3.0,5:00,3,0,
1167,UFC 220: Miocic vs. Ngannou,2018-01-20,,Kyle Bochniak,Brandon Davis,Kyle Bochniak,Unknown,U-DEC,3.0,5:00,3,0,
