name,stance,height_in,weight_lb,reach_in,date_of_birth,record,source_url,nickname,weight_class
Hidehiko Hasegawa,Orthodox,69.0,170.0,,,,,No Nickname,
Chris Haseman,Orthodox,71.0,205.0,,,,,The Hammer,Light Heavyweight
Takayo Hashi,Orthodox,64.0,135.0,,,,,No Nickname,
Tomohiko Hashimoto,Orthodox,72.0,250.0,,,,,No Nickname,
Justin Haskins,Orthodox,61.0,170.0,,,,,No Nickname,
Hayder Hassan,Orthodox,61.0,170.0,,,,,Hulk,Welterweight
Ryan Keenan,Orthodox,61.0,170.0,,,,,No Nickname,
Ahmad Hassanzada,Orthodox,73.0,155.0,75.0,,,,Lion of the Ring,
Dylan Mantello,Orthodox,73.0,155.0,73.0,,,,The Quiet Man,
Daiki Hata,Orthodox,66.0,139.0,,,,,DJ Taiki,
Pascal Krauss,Orthodox,73.0,170.0,,,,,Panzer,Welterweight
Kris McCray,Orthodox,72.0,170.0,76.0,,,,Savage,Welterweight
Ikram Aliskerov,Southpaw,72.0,185.0,76.0,,,,No Nickname,Middleweight
Justin Hawes,Orthodox,71.0,205.0,,,,,The Hawk,
Justin Levens,Orthodox,71.0,185.0,,,,,The Executioner,Middleweight
Chris Hawk,Orthodox,73.0,205.0,,,,,No Nickname,
Del Hawkins,Orthodox,65.0,135.0,,,,,The Filipino Delight,
Mike Hayes,Orthodox,76.0,230.0,,,,,No Nickname,
Matt Kovacs,Orthodox,72.0,244.0,,,,,300,
Rory Singer,Orthodox,74.0,185.0,77.0,,,,Outburst,Middleweight
Stevie Lynch,Orthodox,61.0,170.0,,,,,No Nickname,Welterweight
Papy Abedi,Southpaw,71.0,185.0,,,,,Makambo,Welterweight
Eric Wisely,Southpaw,68.0,145.0,,,,,Little Lee,Featherweight
Bryan Travers,Orthodox,,155.0,,,,,No Nickname,
Anthony Torres,Orthodox,68.0,170.0,,,,,The Crush,Welterweight
Ryan Healy,Orthodox,73.0,155.0,,,,,The Irish Assassin,
Spencer Hearns,Orthodox,71.0,185.0,,,,,No Nickname,
Chad Sutton,Orthodox,73.0,185.0,,,,,No Nickname,
Renato Sobral,Orthodox,73.0,205.0,75.0,,,,Babalu,Light Heavyweight
Victor Valimaki,Orthodox,72.0,205.0,,,,,The Matrix,Light Heavyweight
Cory Walmsley,Orthodox,72.0,205.0,,,,,Hardcore,Light Heavyweight
Chris Heatherly,Orthodox,69.0,155.0,,,,,Stump,Welterweight
Augusto Montano,Orthodox,73.0,170.0,73.0,,,,Dodger,Welterweight
Yusuke Kasuya,Southpaw,67.0,155.0,,,,,No Nickname,Lightweight
Justin Sumter,Southpaw,74.0,185.0,80.0,,,,No Nickname,
Delson Heleno,Orthodox,71.0,185.0,,,,,Pe De Chumbo,Middleweight
Eric Smith,Southpaw,,,,,,,No Nickname,
Alex Serdyukov,Orthodox,74.0,170.0,74.0,,,,The Russian Crusher,
Cory Hendricks,Switch,75.0,205.0,,,,,No Nickname,Light Heavyweight
Jose Henrique,Orthodox,75.0,170.0,79.0,,,,Canela,
Paulo Henrique,Orthodox,67.0,125.0,69.0,,,,PH,
Rashid Vagabov,Orthodox,67.0,125.0,63.0,,,,Rambo,
Clifford Starks,Orthodox,72.0,185.0,78.0,,,,No Nickname,Middleweight
David Loiseau,Orthodox,72.0,185.0,76.0,,,,The Crow,Middleweight
Noe Hernandez,Orthodox,,,,,,,No Nickname,
Ramiro Hernandez,Orthodox,69.0,135.0,,,,,Junior,Bantamweight
Nohelin Hernandez,Orthodox,61.0,135.0,71.0,,,,Suave,Bantamweight
HyunSung Park,Orthodox,67.0,125.0,66.0,,,,Peace of Mind,Flyweight
Leslie Hernandez,Orthodox,63.0,115.0,64.0,,,,Dora The Destroyer,
Julieta Martinez,Orthodox,61.0,115.0,62.0,,,,The Ninja Ferret,
Alvaro Herrera Mendoza,Orthodox,72.0,155.0,74.0,,,,Chango,Welterweight
Devin Powell,Orthodox,72.0,155.0,73.0,,,,No Nickname,Lightweight
Vernon Ramos Ho,Orthodox,66.0,170.0,,,,,No Nickname,Welterweight
Brock Lesnar,Orthodox,75.0,265.0,81.0,,,,No Nickname,Heavyweight
Hirotaka Yokoi,Orthodox,71.0,205.0,,,,,Kaibatsu-Kun,
Iouri Kotchkine,Orthodox,74.0,235.0,,,,,No Nickname,
Denis Sobolev,Orthodox,75.0,216.0,,,,,No Nickname,
Willie Peeters,Orthodox,69.0,220.0,,,,,No Nickname,
Jon Hess,Orthodox,79.0,295.0,,,,,No Nickname,Open Weight
Andy Anderson,Orthodox,66.0,240.0,,,,,The Hammer,Open Weight
Dylan Andrews,Switch,73.0,185.0,74.0,,,,The Villain,Middleweight
Bristol Marunde,Orthodox,73.0,170.0,75.0,,,,No Nickname,Welterweight
Magno Almeida,Orthodox,72.0,155.0,,,,,No Nickname,
Scott McAfee,Orthodox,68.0,155.0,,,,,No Nickname,
Adam Lynn,Orthodox,61.0,155.0,,,,,No Nickname,
Ricky Turcios,Orthodox,69.0,135.0,71.0,,,,No Nickname,Bantamweight
Anthony Lapsley,Southpaw,69.0,170.0,,,,,The Recipe,Welterweight
Yuya Shirai,Orthodox,68.0,168.0,,,,,No Nickname,
Richie Hightower,Orthodox,68.0,170.0,,,,,The Dirty Samurai,Welterweight
Troy Mandaloniz,Orthodox,69.0,170.0,,,,,Rude Boy,Welterweight
Joe Veres,Orthodox,67.0,155.0,,,,,No Nickname,Lightweight
Alexander Trevino,Orthodox,,170.0,,,,,No Nickname,
Iasmin Lucindo,Orthodox,63.0,115.0,66.0,,,,No Nickname,Women's Strawweight
Ketlen Souza,Orthodox,63.0,115.0,63.0,,,,Esquentadinha,Women's Strawweight
Jiri Prochazka,Orthodox,75.0,205.0,80.0,,,,No Nickname,Light Heavyweight
Alexander Poppeck,Orthodox,74.0,205.0,,,,,No Nickname,
Kailan Hill,Southpaw,73.0,185.0,77.0,,,,No Nickname,
Won Sik Park,Orthodox,71.0,154.0,,,,,Parky,
Motoki Miyazawa,Southpaw,71.0,168.0,,,,,No Nickname,
Matt Hobar,Southpaw,61.0,135.0,70.0,,,,The Crowbar,Bantamweight
Mark Robinson,Orthodox,72.0,265.0,,,,,White Rhino,Heavyweight
Chris Hofmann,Orthodox,72.0,170.0,72.0,,,,No Nickname,
Jeff Newton,Sideways,74.0,205.0,,,,,No Nickname,Light Heavyweight
Guilherme Uriel,Orthodox,73.0,265.0,74.0,,,,Urso,
Will Santiago,Orthodox,67.0,185.0,,,,,The Brown Bomber,
Pat Schilling,Orthodox,68.0,145.0,,,,,Thrilling,Featherweight
Alen Amedovski,Orthodox,61.0,185.0,74.0,,,,No Nickname,Middleweight
Brandon Holmes,Orthodox,74.0,185.0,74.0,,,,No Nickname,
Paddy Holohan,Orthodox,61.0,125.0,69.0,,,,The Hooligan,Flyweight
Darrell Horcher,Southpaw,61.0,155.0,70.0,,,,The Saint,Lightweight
Michael McBride,Orthodox,73.0,155.0,,,,,No Nickname,Lightweight
Sabah Homasi,Orthodox,72.0,170.0,72.0,,,,No Nickname,Welterweight
John Kelly,Orthodox,69.0,170.0,,,,,No Nickname,
Trenell Young,Orthodox,66.0,145.0,,,,,Savant,
Barb Honchak,Orthodox,64.0,125.0,65.0,,,,Little Warrior,Women's Flyweight
Koyomi Matsushima,Orthodox,67.0,145.0,66.0,,,,No Nickname,
SeongChan Hong,Orthodox,67.0,155.0,69.0,,,,Honey Badger,
Yuma Horiuchi,Switch,66.0,125.0,67.0,,,,Ichiban,
Top Noi Kiwram,Southpaw,65.0,125.0,67.0,,,,No Nickname,
Eugene Jackson,Orthodox,68.0,185.0,,,,,The Wolf,Middleweight
Matt Horning,Orthodox,64.0,125.0,,,,,Horndog,
Saeed Hosseini,Orthodox,,,,,,,No Nickname,
Jeff Hougland,Orthodox,67.0,135.0,68.0,,,,Hellbound,Bantamweight
Donny Walker,Orthodox,69.0,135.0,,,,,Eagle Eye,Bantamweight
Roland Payne,Orthodox,69.0,205.0,,,,,No Nickname,Open Weight
Brady Huang,Orthodox,69.0,135.0,69.0,,,,The Kung Fu Warrior,
Max Rohskopf,Orthodox,73.0,155.0,71.0,,,,Rated R,Lightweight
Casey Huffman,Orthodox,75.0,185.0,,,,,Hellbent,
Renato Verissimo,Orthodox,73.0,170.0,,,,,Charuto,Welterweight
Marcelo Aguiar,Orthodox,61.0,170.0,,,,,No Nickname,Welterweight
Valeri Ignatov,Orthodox,69.0,170.0,,,,,No Nickname,Lightweight
Mark Hughes,Southpaw,69.0,205.0,,,,,No Nickname,Middleweight
Stephanie Luciano,Orthodox,66.0,115.0,65.0,,,,Rondinha,Women's Strawweight
Eduardo Torres Caut,Orthodox,67.0,135.0,70.0,,,,Cyborg,
David Hulett,Orthodox,61.0,170.0,,,,,Hollywood,
Bryan Humes,Orthodox,,265.0,,,,,No Nickname,
Harry Hunsucker,Orthodox,74.0,205.0,75.0,,,,The Hurricane,Light Heavyweight
Sean McCorkle,Orthodox,79.0,265.0,81.0,,,,No Nickname,Heavyweight
Harry Moskowitz,Orthodox,77.0,275.0,,,,,Dirty,Heavyweight
In Su Hwang,Orthodox,71.0,185.0,74.0,,,,Legendary,
Paddy McCorry,Switch,75.0,185.0,73.0,,,,No Nickname,
Danilo Marques,Orthodox,78.0,205.0,77.0,,,,No Nickname,Light Heavyweight
Phil Johns,Southpaw,62.0,170.0,,,,,No Nickname,Welterweight
Marius Zaromskis,Orthodox,69.0,170.0,,,,,The Whitemare,
Mikhail Iloukhine,Orthodox,69.0,205.0,,,,,No Nickname,
Atsushi Yamamoto,Orthodox,66.0,139.0,,,,,No Nickname,
Michael Imperato,Switch,67.0,135.0,66.0,,,,No Nickname,
Rui Imura,Southpaw,61.0,135.0,69.0,,,,No Nickname,
Nghiem Van Y,Orthodox,67.0,135.0,68.0,,,,No Nickname,
Richard Walsh,Orthodox,72.0,170.0,73.0,,,,Filthy Rich,Welterweight
Guto Inocente,Orthodox,75.0,205.0,,,,,No Nickname,Light Heavyweight
Virgil Zwicker,Orthodox,74.0,205.0,74.0,,,,RezDog,
Soichi Nishida,Orthodox,71.0,320.0,,,,,No Nickname,
Royce Alger,Orthodox,61.0,199.0,,,,,No Nickname,Middleweight
Egan Inoue,Southpaw,69.0,190.0,,,,,No Nickname,
Minoru Toyonaga,Southpaw,71.0,195.0,,,,,No Nickname,
Takeshi Inoue,Orthodox,68.0,145.0,,,,,Lion,
Koichiro Matsumoto,Orthodox,67.0,145.0,,,,,No Nickname,
Naoki Inoue,Orthodox,69.0,125.0,71.0,,,,No Nickname,Flyweight
Carls John De Tomas,Southpaw,65.0,125.0,71.0,,,,No Nickname,Bantamweight
Travis Johnson,Orthodox,,205.0,,,,,No Nickname,
Issa Isakov,Orthodox,69.0,155.0,70.0,,,,Determinator,
Cristiano Marcello,Orthodox,69.0,155.0,72.0,,,,No Nickname,Lightweight
Jerome LeBanner,Southpaw,75.0,265.0,,,,,No Nickname,
Yuki Ishikawa,Orthodox,71.0,205.0,,,,,No Nickname,
Eiji Ishikawa,Orthodox,61.0,170.0,,,,,No Nickname,
Katsuyori Shibata,Orthodox,72.0,168.0,,,,,No Nickname,
Wallid Ismail,Orthodox,67.0,205.0,,,,,No Nickname,Lightweight
Kuya Ito,Orthodox,65.0,135.0,66.0,,,,Psycho Zombie,
Tomomi Iwama,Orthodox,63.0,155.0,,,,,No Nickname,
Tatsuya Iwasaki,Orthodox,69.0,205.0,,,,,No Nickname,
Yoislandy Izquierdo,Southpaw,71.0,155.0,,,,,Cuba,Lightweight
Hiroshi Izumi,Orthodox,,205.0,,,,,No Nickname,
Mike Seal,Orthodox,76.0,185.0,,,,,Crazy Boy,
Jorge Ortiz,Orthodox,72.0,185.0,,,,,The Naked Man,
Mark Weir,Southpaw,74.0,185.0,,,,,The Wizard,Middleweight
Keith Rockel,Orthodox,72.0,185.0,,,,,Rock,Middleweight
Keiichiro Yamamiya,Southpaw,71.0,185.0,,,,,No Nickname,Middleweight
Kamuela Kirk,Switch,61.0,155.0,75.0,,,,The Jawaiian,Featherweight
Jason Jackson,Orthodox,73.0,170.0,78.0,,,,Jah-Son,
Kyle Stewart,Orthodox,72.0,170.0,76.0,,,,Gunz Up,Welterweight
Andre Soukhamthath,Orthodox,69.0,135.0,70.0,,,,The Asian Sensation,Bantamweight
Eric Jacob,Orthodox,,155.0,,,,,No Nickname,
Richard Jacobi,Orthodox,76.0,260.0,75.0,,,,No Nickname,
Gigo Jara,Orthodox,69.0,145.0,,,,,The Little Animal,
Mike Whitehead,Orthodox,73.0,205.0,,,,,No Nickname,Light Heavyweight
Kerry Schall,Orthodox,74.0,265.0,,,,,Meat Truck,Heavyweight
George Allen,Open Stance,74.0,205.0,,,,,No Nickname,
Philip Preece,Orthodox,68.0,205.0,,,,,No Nickname,
Brock Jardine,Orthodox,71.0,170.0,,,,,The Machine,Welterweight
Josh Jarvis,Orthodox,,,,,,,No Nickname,
Zhang Weili,Switch,64.0,115.0,63.0,,,,Magnum,Women's Strawweight
Brandon Jenkins,Switch,72.0,155.0,71.0,,,,The Human Highlight Reel,Lightweight
Gabriel Santos,Orthodox,69.0,145.0,70.0,,,,Mosquitinho,Featherweight
Don Shainis,Orthodox,66.0,145.0,67.0,,,,Shameless,Featherweight
Emiliano Linares,Orthodox,68.0,145.0,72.0,,,,Golden Bull,
Steve Steinbeiss,Orthodox,75.0,185.0,75.0,,,,The Hooligan,Middleweight
Chan-Mi Jeon,Orthodox,65.0,115.0,,,,,No Nickname,Women's Strawweight
Maciej Jewtuszko,Southpaw,72.0,155.0,,,,,Irokez,Lightweight
Ronald Jhun,Orthodox,71.0,170.0,,,,,The Machine Gun,Welterweight
Baergeng Jieleyisi,Orthodox,69.0,145.0,71.0,,,,No Nickname,Bantamweight
Sebastian Szalay,Orthodox,66.0,145.0,66.0,,,,Seb,
Tokitaka Nakanishi,Orthodox,66.0,135.0,66.0,,,,Toky,
Li Yunfeng,Orthodox,68.0,135.0,68.0,,,,No Nickname,
Shuya Kamikubo,Switch,65.0,135.0,68.0,,,,Stealth,
Jinensibieke Asikeerbai,Orthodox,66.0,155.0,69.0,,,,No Nickname,
KyeungPyo Kim,Orthodox,69.0,155.0,71.0,,,,Redhorse,
Billy Pasulatan,Switch,65.0,125.0,66.0,,,,No Nickname,
Sung Bin Jo,Orthodox,72.0,145.0,72.0,,,,Korean Falcon,Featherweight
Felipe Lima,Orthodox,66.0,135.0,68.0,,,,Jungle Boy,Featherweight
Richie Santiago,Southpaw,67.0,135.0,67.0,,,,The Milford Mauler,
Tommy Speer,Orthodox,61.0,170.0,71.0,,,,No Nickname,Welterweight
Devin Johnson,Orthodox,,,,,,,No Nickname,
Ricky Johnson,Orthodox,68.0,145.0,,,,,No Nickname,
Tyler Toner,Orthodox,68.0,145.0,70.0,,,,No Nickname,Featherweight
Carl Seumanutafa,Orthodox,73.0,255.0,,,,,No Nickname,
Demetrious Johnson,Orthodox,63.0,125.0,66.0,,,,Mighty Mouse,Flyweight
Norifumi Yamamoto,Southpaw,64.0,135.0,66.0,,,,Kid,Bantamweight
Zhang Lipeng,Southpaw,71.0,155.0,71.0,,,,The Warrior,Lightweight
Dashon Johnson,Orthodox,67.0,145.0,,,,,Flyboy,Featherweight
Adam Yandiev,Orthodox,69.0,185.0,74.0,,,,Boroda,Middleweight
Taylor Johnson,Switch,72.0,185.0,74.0,,,,Tombstone,
Chad Johnson,Orthodox,74.0,230.0,80.0,,,,Big Rigg,
Asu Almabayev,Orthodox,64.0,125.0,65.0,,,,Zulfikar,Flyweight
Ramazan Temirov,Orthodox,64.0,125.0,63.0,,,,Temurlan,Flyweight
Azat Maksum,Southpaw,67.0,125.0,70.0,,,,Qazaq,Flyweight
Zhalgas Zhumagulov,Switch,64.0,125.0,66.0,,,,No Nickname,Flyweight
Darion Abbey,Orthodox,74.0,265.0,80.0,,,,No Nickname,
Reza Nasri,Orthodox,71.0,205.0,,,,,No Nickname,Open Weight
Paul Jones,Orthodox,69.0,199.0,,,,,No Nickname,Middleweight
Flavio Luiz Moura,Open Stance,71.0,183.0,,,,,No Nickname,Middleweight
Nathan Jones,Orthodox,83.0,345.0,,,,,No Nickname,
Marcus Jones,Orthodox,78.0,265.0,,,,,The Darkness,Heavyweight
Cyrillo Padilha,Orthodox,71.0,155.0,,,,,No Nickname,
Anthony Alves,Orthodox,,,,,,,No Nickname,
Tito Jones,Southpaw,68.0,145.0,,,,,No Nickname,
Roy Jones,Orthodox,,205.0,,,,,No Nickname,
Derrick Mehmen,Orthodox,76.0,205.0,,,,,Caveman,
Justin Jones,Orthodox,71.0,185.0,,,,,Black Dynamite,Middleweight
Jamelle Jones,Orthodox,72.0,205.0,75.0,,,,The Beast,
Antonio Jones,Orthodox,71.0,185.0,,,,,Doomsday,
Saidyokub Kakhramonov,Orthodox,68.0,135.0,69.0,,,,No Nickname,Bantamweight
Jacobi Jones,Orthodox,69.0,155.0,72.0,,,,Big Toe,
Daniel Allen,Southpaw,72.0,155.0,75.0,,,,No Nickname,
Jocelyn Jones-Lybarger,Orthodox,67.0,115.0,64.0,,,,No Nickname,Women's Strawweight
Ray Sefo,Orthodox,72.0,240.0,,,,,Sugarfoot,
Jack May,Switch,80.0,255.0,,,,,The Outlaw,Heavyweight
Josh Shockley,Orthodox,73.0,155.0,,,,,No Nickname,Lightweight
John Albert,Orthodox,68.0,135.0,68.0,,,,Prince,Bantamweight
Ken Stone,Southpaw,68.0,135.0,71.0,,,,No Nickname,Bantamweight
Gareth Joseph,Orthodox,,205.0,,,,,No Nickname,
Dwight Joseph,Switch,66.0,135.0,,,,,No Nickname,
Marcelo Rojo,Orthodox,68.0,145.0,71.0,,,,Pitbull,Featherweight
Jonathan Micallef,Southpaw,72.0,170.0,77.0,,,,The Captain,Welterweight
Dustin Joynson,Orthodox,78.0,244.0,78.0,,,,No Nickname,
Jesse Juarez,Orthodox,73.0,170.0,,,,,No Nickname,
Steve Judson,Orthodox,71.0,230.0,,,,,No Nickname,Heavyweight
Brad Kohler,Orthodox,69.0,220.0,,,,,No Nickname,Heavyweight
Daichi Abe,Orthodox,71.0,170.0,71.0,,,,No Nickname,Welterweight
Young Sam Jung,Orthodox,68.0,139.0,,,,,No Nickname,
Oumar Sy,Orthodox,76.0,205.0,83.0,,,,No Nickname,Light Heavyweight
Scott Junk,Orthodox,73.0,265.0,,,,,No Nickname,Heavyweight
Chris Saunders,Orthodox,68.0,155.0,,,,,The So Cal Kid,Lightweight
Yoko Takahashi,Orthodox,68.0,150.0,,,,,No Nickname,
Patrick Kaase,Orthodox,69.0,185.0,,,,,Kamikaze,
Jarrod Kwitty,Orthodox,68.0,185.0,,,,,No Nickname,
Kaiwen,Switch,68.0,145.0,71.0,,,,The Underdog,
Keiichiro Nakamura,Southpaw,61.0,145.0,70.0,,,,No Nickname,
DongHyun Seo,Orthodox,67.0,145.0,67.0,,,,Pinnacle,
Koya Kanda,Southpaw,69.0,145.0,75.0,,,,Bushido,
Lu Kai,Orthodox,69.0,145.0,69.0,,,,The Last Gladiator,
Sirwan Kakai,Orthodox,65.0,135.0,,,,,Zohan,Bantamweight
Joel Sutton,Orthodox,71.0,205.0,,,,,No Nickname,
Bryson Kamaka,Orthodox,71.0,170.0,,,,,No Nickname,
Xiao Long,Orthodox,68.0,135.0,70.0,,,,No Nickname,Bantamweight
Daichi Kamiya,Southpaw,68.0,155.0,68.0,,,,No Nickname,
Sangwook Kim,Orthodox,72.0,155.0,71.0,,,,Frogman,
Crafton Wallace,Orthodox,72.0,185.0,,,,,Blaze,Middleweight
Edwin Aguilar,Orthodox,61.0,185.0,,,,,Tigre,
Yibugele,Southpaw,67.0,145.0,69.0,,,,Eagle,
Bharat Kandare,Orthodox,67.0,135.0,72.0,,,,Daring,Featherweight
Andrei Semenov,Orthodox,72.0,185.0,,,,,No Nickname,Middleweight
Takahiro Oba,Southpaw,68.0,200.0,,,,,No Nickname,
Shunichi Shimizu,Orthodox,65.0,135.0,,,,,No Nickname,Bantamweight
Tyson Nam,Orthodox,67.0,125.0,68.0,,,,No Nickname,Flyweight
Georgi Karakhanyan,Orthodox,68.0,145.0,,,,,Insane,
Josh Smith,Orthodox,72.0,155.0,,,,,No Nickname,
Olaf Alfonso,Orthodox,74.0,170.0,,,,,No Nickname,
Josh Rafferty,Orthodox,72.0,170.0,,,,,No Nickname,Welterweight
Anthony Adams,Orthodox,73.0,185.0,76.0,,,,Sugafoot,
Jinnosuke Kashimura,Southpaw,67.0,155.0,71.0,,,,No Nickname,
Tetsuji Kato,Orthodox,,155.0,,,,,No Nickname,
Bekzat Almakhan,Orthodox,67.0,135.0,68.0,,,,The Turan Warrior,Bantamweight
Yusuke Kawaguchi,Orthodox,72.0,255.0,,,,,No Nickname,
Donald Sanchez,Orthodox,61.0,145.0,,,,,No Nickname,
Kazunori Yokota,Orthodox,68.0,154.0,,,,,No Nickname,
Melchor Manibusan,Southpaw,65.0,154.0,,,,,Barracuda,
Kim In Seok,Orthodox,66.0,145.0,,,,,No Nickname,
Ryo Kawamura,Orthodox,71.0,205.0,,,,,No Nickname,
Masuto Kawana,Orthodox,66.0,145.0,69.0,,,,Mast,
Xie Bin,Orthodox,61.0,145.0,72.0,,,,The Stalker,
YoungJae Song,Orthodox,67.0,145.0,70.0,,,,Super Rookie,
Elijah Smith,Orthodox,69.0,135.0,71.0,,,,Swift,Bantamweight
Maimaitituoheti Keremuaili,Orthodox,66.0,135.0,66.0,,,,Kyrgyz Mountain Eagle,
CJ Keith,Orthodox,72.0,155.0,,,,,No Nickname,Lightweight
Ali AlQaisi,Orthodox,66.0,135.0,68.0,,,,The Royal Fighter,Bantamweight
TJ O'Brien,Orthodox,74.0,155.0,,,,,The Spider,Lightweight
Steve Montgomery,Southpaw,76.0,185.0,,,,,The Creepy Weasel,Middleweight
Patrick Walsh,Orthodox,71.0,185.0,,,,,The Beast of the East,Light Heavyweight
Luke Zachrich,Orthodox,74.0,185.0,74.0,,,,No Nickname,Middleweight
Nick Thompson,Orthodox,73.0,170.0,74.0,,,,The Goat,Welterweight
Steve Kennedy,Orthodox,71.0,170.0,,,,,The Steamrolla,Welterweight
Waylon Kennell,Orthodox,72.0,185.0,,,,,No Nickname,
Pedro Otavio,Orthodox,75.0,245.0,,,,,Te Pedro,
Greg Stott,Southpaw,67.0,220.0,,,,,Ranger,Heavyweight
Josh McDonald,Orthodox,,185.0,,,,,No Nickname,
Norman Parke,Southpaw,71.0,155.0,70.0,,,,Stormin',Lightweight
Rostem Akman,Switch,61.0,170.0,72.0,,,,No Nickname,Welterweight
Jimmy Ambriz,Southpaw,74.0,315.0,,,,,The Titan,
Cory Peterson,Orthodox,83.0,400.0,,,,,LA Giant,
Jason Suttie,Orthodox,72.0,210.0,,,,,Nobunaga,
Alfred Khashakyan,Orthodox,68.0,135.0,70.0,,,,The Fearless,
Sean O'Malley,Switch,71.0,135.0,72.0,,,,Suga,Bantamweight
Aziz Khaydarov,Orthodox,71.0,155.0,72.0,,,,No Nickname,
Mansher Khera,Orthodox,61.0,155.0,68.0,,,,New Era,
Aliaskhab Khizriev,Southpaw,69.0,185.0,74.0,,,,Black Wolf,Middleweight
Henrique Shiguemoto,Orthodox,71.0,185.0,72.0,,,,No Nickname,
Tatsuya Saika,Orthodox,72.0,155.0,73.0,,,,Yanbo,
Jeka Saragih,Orthodox,68.0,145.0,69.0,,,,No Nickname,Featherweight
Andre Amado,Orthodox,72.0,154.0,,,,,Dida,
Jean Francois Lenogue,Orthodox,72.0,185.0,,,,,No Nickname,
Jacob Kilburn,Orthodox,69.0,145.0,72.0,,,,The Killer,Featherweight
Jong Won Kim,Orthodox,67.0,139.0,,,,,No Nickname,
Min Soo Kim,Southpaw,73.0,255.0,,,,,No Nickname,
Jong Man Kim,Orthodox,67.0,139.0,,,,,Special Force,
John Adajar,Orthodox,69.0,170.0,75.0,,,,The Outlaw,
Kazuma Maruyama,Orthodox,71.0,155.0,72.0,,,,Gluttony,
SangWon Kim,Orthodox,69.0,145.0,69.0,,,,No Problem,
Yizha,Orthodox,67.0,145.0,71.0,,,,No Nickname,Featherweight
KyuSung Kim,Orthodox,71.0,125.0,69.0,,,,No Nickname,
Jeremy Kimball,Switch,72.0,205.0,72.0,,,,No Nickname,Light Heavyweight
Rob Kimmons,Orthodox,61.0,185.0,73.0,,,,The Rosedale Reaper,Middleweight
Joe Vedepo,Orthodox,72.0,185.0,,,,,The Doctor,Middleweight
Rob Yundt,Orthodox,73.0,185.0,,,,,Monster,Middleweight
Mike King,Orthodox,75.0,185.0,,,,,No Nickname,Middleweight
Ricardo Romero,Orthodox,72.0,205.0,76.0,,,,No Nickname,Light Heavyweight
Yurij Kiseliov,Orthodox,68.0,185.0,,,,,Playboy,
Nick Klein,Orthodox,73.0,185.0,77.0,,,,Blue Collar,Middleweight
Heraldo Souza,Orthodox,71.0,185.0,73.0,,,,Savage,
Seth Kleinbeck,Orthodox,74.0,185.0,,,,,Mass Destruction,
Stefan Klever,Orthodox,,185.0,,,,,No Nickname,
David Teymur,Southpaw,69.0,155.0,73.0,,,,No Nickname,Lightweight
Michael Knaap,Orthodox,74.0,220.0,,,,,Hammer,
Kevin Knabjian,Orthodox,61.0,170.0,,,,,No Nickname,
Jim Alers,Orthodox,69.0,145.0,71.0,,,,The Beast,Featherweight
Herdem Alacabek,Orthodox,74.0,205.0,75.0,,,,No Nickname,
Josefine Knutsson,Orthodox,63.0,115.0,60.0,,,,Thunder,Women's Strawweight
Isis Verbeek,Orthodox,64.0,115.0,64.0,,,,Fight Queen,
YeDam Seo,Orthodox,63.0,115.0,63.0,,,,No Nickname,
Shingo Kohara,Orthodox,66.0,135.0,,,,,No Nickname,
Jeremy Tavares,Orthodox,,135.0,,,,,No Nickname,
Charlie Kohler,Orthodox,69.0,155.0,,,,,No Nickname,
Sherron Leggett,Southpaw,68.0,155.0,,,,,Rob Roy,
Tim Lajcik,Orthodox,73.0,225.0,,,,,The Bohemian,Heavyweight
Bas Rutten,Orthodox,73.0,205.0,,,,,El Guapo,Heavyweight
Kaloyan Kolev,Orthodox,74.0,205.0,73.0,,,,No Nickname,
Andrei Kopylov,Orthodox,74.0,265.0,,,,,No Nickname,
Bruno Korea,Orthodox,66.0,135.0,65.0,,,,No Nickname,Bantamweight
Chris Sanford,Orthodox,71.0,185.0,,,,,No Nickname,Middleweight
Steven Koslow,Switch,67.0,125.0,69.0,,,,Obi Won Shinobi The Pillow,Bantamweight
Cameron Saaiman,Southpaw,68.0,135.0,67.0,,,,MSP,Bantamweight
Marcus Kowal,Orthodox,,135.0,,,,,No Nickname,
Hugo Sandoval,Orthodox,,135.0,,,,,No Nickname,
Derrick Krantz,Orthodox,61.0,170.0,72.0,,,,D-Rock,Welterweight
Valmir Lazaro,Orthodox,72.0,155.0,73.0,,,,Bidu,Lightweight
Mike Stumpf,Orthodox,61.0,170.0,,,,,No Nickname,Welterweight
Mark Scanlon,Orthodox,69.0,170.0,,,,,No Nickname,Welterweight
Rene Kronvold,Orthodox,68.0,170.0,,,,,No Nickname,
Mariusz Ksiazkiewicz,Southpaw,75.0,185.0,75.0,,,,The Iron Pol,
Mario Sousa,Orthodox,75.0,185.0,79.0,,,,Coracao Valente,
Eliezer Kubanza,Orthodox,69.0,170.0,74.0,,,,No Nickname,
Christopher Alvidrez,Orthodox,72.0,170.0,74.0,,,,The Newborn,
Justin Salas,Southpaw,68.0,155.0,70.0,,,,J-Bomb,Lightweight
Maiju Kujala,Orthodox,,135.0,,,,,No Nickname,
Edivan Santos,Orthodox,76.0,248.0,78.0,,,,Pe De Sapo,
Korey Kuppe,Switch,77.0,170.0,77.0,,,,No Nickname,
Ramazan Kuramagomedov,Orthodox,73.0,170.0,73.0,,,,No Nickname,
