fight_date,event,fighter_a,fighter_b,sportsbook,fighter_a_odds,fighter_b_odds,timestamp,source_file
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Dennis Buzukja,Connor Matthews,espn_source,-110,-110,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Ibo Aslan,Anton Turkalj,espn_source,-130,110,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Andre Petroski,Jacob Malkoun,espn_source,190,-235,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-03-30,UFC Fight Night: Blanchfield vs. Fiorot,Angel Pacheco,Caolán Loughran,espn_source,375,-550,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Brendan Allen,Chris Curtis,espn_source,-235,190,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Alexander Hernandez,Damon Jackson,espn_source,-190,160,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Morgan Charrière,Chepe Mariscal,espn_source,-150,125,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Ignacio Bahamondes,Christos Giagos,espn_source,-330,255,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Trevor Peek,Charlie Campbell,espn_source,130,-155,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Court McGee,Alex Morono,espn_source,280,-380,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Valter Walker,Lukasz Brzeski,espn_source,-260,210,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Norma Dumont,Germaine de Randamie,espn_source,-115,-105,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Pedro Falcão,Victor Hugo,espn_source,135,-160,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Dan Argueta,Jean Matsumoto,espn_source,130,-155,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Dylan Budka,Cesar Almeida,espn_source,-160,135,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-06,UFC Fight Night: Allen vs. Curtis 2,Melissa Mullins,Nora Cornolle,espn_source,-360,270,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-13,UFC 300: Pereira vs. Hill,Alex Pereira,Jamahal Hill,espn_source,-140,120,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-13,UFC 300: Pereira vs. Hill,Zhang Weili,Yan Xiaonan,espn_source,-475,350,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-13,UFC 300: Pereira vs. Hill,Justin Gaethje,Max Holloway,espn_source,-180,150,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-13,UFC 300: Pereira vs. Hill,Charles Oliveira,Arman Tsarukyan,espn_source,170,-200,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-13,UFC 300: Pereira vs. Hill,Bo Nickal,Cody Brundage,espn_source,-1500,750,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-13,UFC 300: Pereira vs. Hill,Jiří Procházka,Aleksandar Rakic,espn_source,-135,115,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-13,UFC 300: Pereira vs. Hill,Calvin Kattar,Aljamain Sterling,espn_source,160,-190,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-13,UFC 300: Pereira vs. Hill,Holly Holm,Kayla Harrison,espn_source,340,-475,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-13,UFC 300: Pereira vs. Hill,Sodiq Yusuff,Diego Lopes,espn_source,130,-155,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-13,UFC 300: Pereira vs. Hill,Jalin Turner,Renato Moicano,espn_source,-105,-115,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-13,UFC 300: Pereira vs. Hill,Jessica Andrade,Marina Rodriguez,espn_source,-170,140,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-13,UFC 300: Pereira vs. Hill,King Green,Jim Miller,espn_source,-200,170,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-13,UFC 300: Pereira vs. Hill,Deiveson Figueiredo,Cody Garbrandt,espn_source,-370,275,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Matheus Nicolau,Alex Perez,espn_source,-175,145,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Ryan Spann,Bogdan Guskov,espn_source,-180,150,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Ariane da Silva,Karine Silva,espn_source,150,-180,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Austen Lane,Jhonata Diniz,espn_source,300,-400,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Jonathan Pearce,David Onama,espn_source,-155,130,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Tim Means,Uros Medic,espn_source,220,-270,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Rani Yahya,Victor Henry,espn_source,280,-380,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Austin Hubbard,Michal Figlak,espn_source,155,-185,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Don'Tale Mayes,Caio Machado,espn_source,115,-135,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Marnic Mann,Ketlen Souza,espn_source,280,-380,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-27,UFC Fight Night: Nicolau vs. Perez,James Llontop,Chris Padilla,espn_source,-475,340,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Ivana Petrovic,Liang Na,espn_source,-450,325,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-04-27,UFC Fight Night: Nicolau vs. Perez,Gabriel Benitez,Maheshate,espn_source,200,-245,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-04,UFC 301: Pantoja vs. Erceg,Alexandre Pantoja,Steve Erceg,espn_source,-185,155,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-04,UFC 301: Pantoja vs. Erceg,José Aldo,Jonathan Martinez,espn_source,140,-170,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-04,UFC 301: Pantoja vs. Erceg,Anthony Smith,Vitor Petrino,espn_source,325,-450,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-04,UFC 301: Pantoja vs. Erceg,Michel Pereira,Ihor Potieria,espn_source,-500,350,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-04,UFC 301: Pantoja vs. Erceg,Paul Craig,Caio Borralho,espn_source,375,-550,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-04,UFC 301: Pantoja vs. Erceg,Jack Shore,Joanderson Brito,espn_source,175,-210,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-04,UFC 301: Pantoja vs. Erceg,Elves Brener,Myktybek Orolbai,espn_source,225,-275,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-04,UFC 301: Pantoja vs. Erceg,Joaquim Silva,Drakkar Klose,espn_source,170,-200,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-04,UFC 301: Pantoja vs. Erceg,Mauricio Ruffy,Jamie Mullarkey,espn_source,-260,210,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-04,UFC 301: Pantoja vs. Erceg,Dione Barbosa,Ernesta Kareckaite,espn_source,-235,190,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-04,UFC 301: Pantoja vs. Erceg,Ismael Bonfim,Vinc Pichel,espn_source,-600,400,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-04,UFC 301: Pantoja vs. Erceg,Alessandro Costa,Kevin Borjas,espn_source,-135,115,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Derrick Lewis,Rodrigo Nascimento,espn_source,-160,135,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Joaquin Buckley,Nursulton Ruziboev,espn_source,-135,115,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Alonzo Menifield,Carlos Ulberg,espn_source,225,-275,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Diego Ferreira,Mateusz Rębecki,espn_source,325,-450,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Alex Caceres,Sean Woodson,espn_source,225,-275,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Waldo Cortes-Acosta,Robelis Despaigne,espn_source,200,-245,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Chase Hooper,Viacheslav Borshchev,espn_source,105,-125,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Terrance McKinney,Esteban Ribovics,espn_source,115,-135,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Tabatha Ricci,Tecia Pennington,espn_source,-155,130,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Billy Ray Goff,Trey Waters,espn_source,135,-160,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,Charles Johnson,Jake Hadley,espn_source,-125,105,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,JJ Aldrich,Veronica Hardy,espn_source,-105,-115,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Edson Barboza,Lerone Murphy,espn_source,130,-155,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Khaos Williams,Carlston Harris,espn_source,-125,105,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Themba Gorimbo,Ramiz Brahimaj,espn_source,-130,110,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Adrian Yanez,Vinicius Salvador,espn_source,-550,375,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Luana Pinheiro,Angela Hill,espn_source,110,-130,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Victor Martinez,Tom Nolan,espn_source,375,-550,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Oumar Sy,Tuco Tokkos,espn_source,-600,400,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Tamires Vidal,Melissa Gatto,espn_source,300,-400,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Abus Magomedov,Warlley Alves,espn_source,-340,260,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Piera Rodriguez,Ariane Carnelossi,espn_source,-225,185,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Alatengheili,Kleydson Rodrigues,espn_source,145,-175,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-05-18,UFC Fight Night: Barboza vs. Murphy,Vanessa Demopoulos,Emily Ducote,espn_source,360,-525,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-01,UFC 302: Makhachev vs. Poirier,Islam Makhachev,Dustin Poirier,espn_source,-400,300,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-01,UFC 302: Makhachev vs. Poirier,Sean Strickland,Paulo Costa,espn_source,-250,205,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-01,UFC 302: Makhachev vs. Poirier,Kevin Holland,Michal Oleksiejczuk,espn_source,-360,270,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-01,UFC 302: Makhachev vs. Poirier,Niko Price,Alex Morono,espn_source,230,-280,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-01,UFC 302: Makhachev vs. Poirier,Randy Brown,Elizeu Zaleski dos Santos,espn_source,-185,155,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-01,UFC 302: Makhachev vs. Poirier,Cesar Almeida,Roman Kopylov,espn_source,-115,-105,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-01,UFC 302: Makhachev vs. Poirier,Jailton Almeida,Alexandr Romanov,espn_source,-390,290,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-01,UFC 302: Makhachev vs. Poirier,Grant Dawson,Joe Solecki,espn_source,-550,375,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-01,UFC 302: Makhachev vs. Poirier,Phil Rowe,Jake Matthews,espn_source,140,-170,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-01,UFC 302: Makhachev vs. Poirier,Mickey Gall,Bassil Hafez,espn_source,315,-425,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-01,UFC 302: Makhachev vs. Poirier,Ailin Perez,Joselyne Edwards,espn_source,-220,180,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-01,UFC 302: Makhachev vs. Poirier,Mitch Raposo,Andre Lima,espn_source,260,-340,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-08,UFC Fight Night: Cannonier vs. Imavov,Jared Cannonier,Nassourdine Imavov,espn_source,110,-130,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-08,UFC Fight Night: Cannonier vs. Imavov,Dominick Reyes,Dustin Jacoby,espn_source,190,-235,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-08,UFC Fight Night: Cannonier vs. Imavov,Raul Rosas Jr.,Ricky Turcios,espn_source,-290,235,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-08,UFC Fight Night: Cannonier vs. Imavov,Brunno Ferreira,Dustin Stoltzfus,espn_source,-275,225,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-08,UFC Fight Night: Cannonier vs. Imavov,Julian Marquez,Zachary Reese,espn_source,-140,120,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-08,UFC Fight Night: Cannonier vs. Imavov,Miguel Baeza,Punahele Soriano,espn_source,-190,160,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-08,UFC Fight Night: Cannonier vs. Imavov,Thiago Moises,Ludovit Klein,espn_source,105,-125,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-08,UFC Fight Night: Cannonier vs. Imavov,Charles Radtke,Carlos Prates,espn_source,205,-250,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-08,UFC Fight Night: Cannonier vs. Imavov,Brad Katona,Jesse Butler,espn_source,-800,475,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-08,UFC Fight Night: Cannonier vs. Imavov,Andrea Lee,Montana De La Rosa,espn_source,-170,140,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-08,UFC Fight Night: Cannonier vs. Imavov,John Castaneda,Daniel Marcos,espn_source,115,-135,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-08,UFC Fight Night: Cannonier vs. Imavov,Eduarda Moura,Denise Gomes,espn_source,-210,175,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-08,UFC Fight Night: Cannonier vs. Imavov,Cody Stamann,Taylor Lapilus,espn_source,220,-270,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-08,UFC Fight Night: Cannonier vs. Imavov,Rayanne dos Santos,Puja Tomar,espn_source,-390,290,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-15,UFC Fight Night: Perez vs. Taira,Alex Perez,Tatsuro Taira,espn_source,210,-260,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-15,UFC Fight Night: Perez vs. Taira,Douglas Silva de Andrade,Miles Johns,espn_source,145,-175,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-15,UFC Fight Night: Perez vs. Taira,Timmy Cuamba,Lucas Almeida,espn_source,-190,160,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-15,UFC Fight Night: Perez vs. Taira,Brady Hiestand,Garrett Armfield,espn_source,225,-275,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-15,UFC Fight Night: Perez vs. Taira,Asu Almabayev,Jose Johnson,espn_source,-525,360,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-15,UFC Fight Night: Perez vs. Taira,Josh Quinlan,Adam Fugitt,espn_source,-135,115,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-15,UFC Fight Night: Perez vs. Taira,Jimmy Flick,Nate Maness,espn_source,525,-900,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-06-15,UFC Fight Night: Perez vs. Taira,Carli Judice,Gabriella Fernandes,espn_source,135,-160,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
