fight_date,event,fighter_a,fighter_b,sportsbook,fighter_a_odds,fighter_b_odds,timestamp,source_file
2024-10-12,UFC Fight Night: Royval vs. Taira,Grant Dawson,Rafa Garcia,espn_source,-400,300,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-12,UFC Fight Night: Royval vs. Taira,Daniel Rodriguez,Alex Morono,espn_source,-245,200,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-12,UFC Fight Night: Royval vs. Taira,CJ Vergara,Ramazan Temirov,espn_source,250,-320,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-12,UFC Fight Night: Royval vs. Taira,Jonathan Pearce,Pat Sabatini,espn_source,-180,150,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-12,UFC Fight Night: Royval vs. Taira,Themba Gorimbo,Niko Price,espn_source,-320,250,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-12,UFC Fight Night: Royval vs. Taira,Junior Tafa,Sean Sharaf,espn_source,-235,190,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-12,UFC Fight Night: Royval vs. Taira,Dan Argueta,Cody Haddon,espn_source,125,-150,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-12,UFC Fight Night: Royval vs. Taira,Clayton Carpenter,Lucas Rocha,espn_source,-245,200,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-16,"Dana White's Contender Series: Season 8, Week 10",Nick Klein,Heraldo Souza,espn_source,135,-160,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-16,"Dana White's Contender Series: Season 8, Week 10",Luis Gurule,Nick Piccininni,espn_source,160,-190,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-16,"Dana White's Contender Series: Season 8, Week 10",Antonio Monteiro,Yadier del Valle,espn_source,-155,130,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-16,"Dana White's Contender Series: Season 8, Week 10",Julieta Martinez,Leslie Hernandez,espn_source,115,-135,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-16,"Dana White's Contender Series: Season 8, Week 10",Mohamed Ado,Jonathan Micallef,espn_source,170,-190,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-19,UFC Fight Night: Hernandez vs. Pereira,Anthony Hernandez,Michel Pereira,espn_source,-150,125,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-19,UFC Fight Night: Hernandez vs. Pereira,Rob Font,Kyler Phillips,espn_source,425,-650,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-19,UFC Fight Night: Hernandez vs. Pereira,Charles Johnson,Sumudaerji,espn_source,-320,250,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-19,UFC Fight Night: Hernandez vs. Pereira,Jake Hadley,Cameron Smotherman,espn_source,-600,400,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-19,UFC Fight Night: Hernandez vs. Pereira,Darren Elkins,Daniel Pineda,espn_source,-170,140,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-19,UFC Fight Night: Hernandez vs. Pereira,Matheus Nicolau,Asu Almabayev,espn_source,190,-235,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-19,UFC Fight Night: Hernandez vs. Pereira,Brad Katona,Jean Matsumoto,espn_source,175,-210,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-19,UFC Fight Night: Hernandez vs. Pereira,Joselyne Edwards,Tamires Vidal,espn_source,-245,200,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-19,UFC Fight Night: Hernandez vs. Pereira,Jessica Penne,Elise Reed,espn_source,200,-245,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-19,UFC Fight Night: Hernandez vs. Pereira,Melissa Martinez,Alice Ardelean,espn_source,-155,130,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-19,UFC Fight Night: Hernandez vs. Pereira,Austen Lane,Robelis Despaigne,espn_source,325,-450,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-26,UFC 308: Topuria vs. Holloway,Ilia Topuria,Max Holloway,espn_source,-290,235,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-26,UFC 308: Topuria vs. Holloway,Robert Whittaker,Khamzat Chimaev,espn_source,200,-245,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-26,UFC 308: Topuria vs. Holloway,Magomed Ankalaev,Aleksandar Rakic,espn_source,-380,280,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-26,UFC 308: Topuria vs. Holloway,Lerone Murphy,Dan Ige,espn_source,-380,280,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-26,UFC 308: Topuria vs. Holloway,Shara Magomedov,Armen Petrosyan,espn_source,-180,150,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-26,UFC 308: Topuria vs. Holloway,Ibo Aslan,Rafael Cerqueira,espn_source,-105,-115,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-26,UFC 308: Topuria vs. Holloway,Geoff Neal,Rafael Dos Anjos,espn_source,-260,210,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-26,UFC 308: Topuria vs. Holloway,Mateusz Rębecki,Myktybek Orolbai,espn_source,225,-275,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-26,UFC 308: Topuria vs. Holloway,Abus Magomedov,Brunno Ferreira,espn_source,-170,140,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-26,UFC 308: Topuria vs. Holloway,Kennedy Nzechukwu,Chris Barnett,espn_source,-850,500,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-26,UFC 308: Topuria vs. Holloway,Farid Basharat,Victor Hugo,espn_source,-650,425,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-26,UFC 308: Topuria vs. Holloway,Ismail Naurdiev,Bruno Silva,espn_source,-155,130,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-10-26,UFC 308: Topuria vs. Holloway,Rinat Fakhretdinov,Carlos Leal,espn_source,-220,180,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-02,UFC Fight Night: Moreno vs. Albazi,Brandon Moreno,Amir Albazi,espn_source,-170,140,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-02,UFC Fight Night: Moreno vs. Albazi,Erin Blanchfield,Rose Namajunas,espn_source,-170,140,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-02,UFC Fight Night: Moreno vs. Albazi,Caio Machado,Brendson Ribeiro,espn_source,-200,170,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-02,UFC Fight Night: Moreno vs. Albazi,Ariane da Silva,Jasmine Jasudavicius,espn_source,210,-260,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-02,UFC Fight Night: Moreno vs. Albazi,Marc-Andre Barriault,Dustin Stoltzfus,espn_source,-275,225,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-02,UFC Fight Night: Moreno vs. Albazi,Mike Malott,Trevin Giles,espn_source,-400,300,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-02,UFC Fight Night: Moreno vs. Albazi,Aiemann Zahabi,Pedro Munhoz,espn_source,-225,185,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-02,UFC Fight Night: Moreno vs. Albazi,Charles Jourdain,Victor Henry,espn_source,-175,145,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-02,UFC Fight Night: Moreno vs. Albazi,Jack Shore,Youssef Zalal,espn_source,260,-340,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-02,UFC Fight Night: Moreno vs. Albazi,Alexandr Romanov,Rodrigo Nascimento,espn_source,-140,120,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-02,UFC Fight Night: Moreno vs. Albazi,Serhiy Sidey,Garrett Armfield,espn_source,-135,115,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-02,UFC Fight Night: Moreno vs. Albazi,Chad Anheliger,Cody Gibson,espn_source,270,-360,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-02,UFC Fight Night: Moreno vs. Albazi,Jamey-Lyn Horth,Ivana Petrovic,espn_source,-190,160,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-09,UFC Fight Night: Magny vs. Prates,Neil Magny,Carlos Prates,espn_source,500,-850,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-09,UFC Fight Night: Magny vs. Prates,Gerald Meerschaert,Reinier de Ridder,espn_source,250,-320,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-09,UFC Fight Night: Magny vs. Prates,Gaston Bolaños,Cortavious Romious,espn_source,210,-260,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-09,UFC Fight Night: Magny vs. Prates,Luana Pinheiro,Gillian Robertson,espn_source,350,-500,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-09,UFC Fight Night: Magny vs. Prates,Mansur Abdul-Malik,Duško Todorović,espn_source,-500,350,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-09,UFC Fight Night: Magny vs. Prates,Karolina Kowalkiewicz,Denise Gomes,espn_source,450,-725,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-09,UFC Fight Night: Magny vs. Prates,Elizeu Zaleski dos Santos,Zach Scroggin,espn_source,-850,500,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-09,UFC Fight Night: Magny vs. Prates,Matthew Semelsberger,Charles Radtke,espn_source,140,-170,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-09,UFC Fight Night: Magny vs. Prates,Cody Stamann,Da'Mon Blackshear,espn_source,210,-260,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-09,UFC Fight Night: Magny vs. Prates,Tresean Gore,Antonio Trocoli,espn_source,-180,150,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-09,UFC Fight Night: Magny vs. Prates,Melissa Mullins,Klaudia Syguła,espn_source,-320,250,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-16,UFC 309: Jones vs. Miocic,Jon Jones,Stipe Miocic,espn_source,-500,350,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-16,UFC 309: Jones vs. Miocic,Charles Oliveira,Michael Chandler,espn_source,-245,200,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-16,UFC 309: Jones vs. Miocic,Bo Nickal,Paul Craig,espn_source,-1300,700,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-16,UFC 309: Jones vs. Miocic,Viviane Araujo,Karine Silva,espn_source,240,-300,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-16,UFC 309: Jones vs. Miocic,Mauricio Ruffy,James Llontop,espn_source,-1000,600,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-16,UFC 309: Jones vs. Miocic,Jonathan Martinez,Marcus McGhee,espn_source,-110,-110,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-16,UFC 309: Jones vs. Miocic,Jim Miller,Damon Jackson,espn_source,190,-235,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-16,UFC 309: Jones vs. Miocic,David Onama,Roberto Romero,espn_source,-2500,1000,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-16,UFC 309: Jones vs. Miocic,Marcin Tybura,Jhonata Diniz,espn_source,-105,-115,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-16,UFC 309: Jones vs. Miocic,Mickey Gall,Ramiz Brahimaj,espn_source,-190,160,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-16,UFC 309: Jones vs. Miocic,Bassil Hafez,Oban Elliott,espn_source,240,-300,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-16,UFC 309: Jones vs. Miocic,Veronica Hardy,Eduarda Moura,espn_source,115,-135,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-23,UFC Fight Night: Yan vs. Figueiredo,Petr Yan,Deiveson Figueiredo,espn_source,-330,255,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-23,UFC Fight Night: Yan vs. Figueiredo,Yan Xiaonan,Tabatha Ricci,espn_source,-185,155,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-23,UFC Fight Night: Yan vs. Figueiredo,Song Kenan,Muslim Salikhov,espn_source,195,-240,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-23,UFC Fight Night: Yan vs. Figueiredo,Wang Cong,Gabriella Fernandes,espn_source,-1700,850,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-23,UFC Fight Night: Yan vs. Figueiredo,Volkan Oezdemir,Carlos Ulberg,espn_source,255,-330,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-23,UFC Fight Night: Yan vs. Figueiredo,Zhang Mingyang,Ozzy Diaz,espn_source,-400,300,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-23,UFC Fight Night: Yan vs. Figueiredo,Baergeng Jieleyisi,SuYoung You,espn_source,185,-225,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-23,UFC Fight Night: Yan vs. Figueiredo,Kiru Sahota,DongHun Choi,espn_source,-110,-110,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-23,UFC Fight Night: Yan vs. Figueiredo,Shi Ming,Feng Xiaocan,espn_source,475,-800,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-23,UFC Fight Night: Yan vs. Figueiredo,Nyamjargal Tumendemberel,Carlos Hernandez,espn_source,120,-140,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-23,UFC Fight Night: Yan vs. Figueiredo,Lone'er Kavanagh,Jose Ochoa,espn_source,-475,340,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-23,UFC Fight Night: Yan vs. Figueiredo,Xiao Long,Quang Le,espn_source,-155,130,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-11-23,UFC Fight Night: Yan vs. Figueiredo,Maheshate,Nikolas Motta,espn_source,-240,195,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-07,UFC 310: Pantoja vs. Asakura,Alexandre Pantoja,Kai Asakura,espn_source,-210,175,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-07,UFC 310: Pantoja vs. Asakura,Shavkat Rakhmonov,Ian Machado Garry,espn_source,-450,325,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-07,UFC 310: Pantoja vs. Asakura,Ciryl Gane,Alexander Volkov,espn_source,-370,275,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-07,UFC 310: Pantoja vs. Asakura,Bryce Mitchell,Kron Gracie,espn_source,-1150,650,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-07,UFC 310: Pantoja vs. Asakura,Nate Landwehr,Dooho Choi,espn_source,-140,120,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-07,UFC 310: Pantoja vs. Asakura,Dominick Reyes,Anthony Smith,espn_source,-400,300,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-07,UFC 310: Pantoja vs. Asakura,Vicente Luque,Themba Gorimbo,espn_source,140,-170,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-07,UFC 310: Pantoja vs. Asakura,Movsar Evloev,Aljamain Sterling,espn_source,-235,190,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-07,UFC 310: Pantoja vs. Asakura,Randy Brown,Bryan Battle,espn_source,170,-200,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-07,UFC 310: Pantoja vs. Asakura,Chris Weidman,Eryk Anders,espn_source,-110,-110,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-07,UFC 310: Pantoja vs. Asakura,Cody Durden,Joshua Van,espn_source,155,-185,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-07,UFC 310: Pantoja vs. Asakura,Michael Chiesa,Max Griffin,espn_source,-150,125,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-07,UFC 310: Pantoja vs. Asakura,Clay Guida,Chase Hooper,espn_source,700,-1300,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-07,UFC 310: Pantoja vs. Asakura,Kennedy Nzechukwu,Lukasz Brzeski,espn_source,-650,425,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-15,UFC Fight Night: Covington vs. Buckley,Colby Covington,Joaquin Buckley,espn_source,175,-210,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-15,UFC Fight Night: Covington vs. Buckley,Cub Swanson,Billy Quarantillo,espn_source,180,-220,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-15,UFC Fight Night: Covington vs. Buckley,Manel Kape,Bruno Silva,espn_source,-400,300,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-15,UFC Fight Night: Covington vs. Buckley,Vitor Petrino,Dustin Jacoby,espn_source,-320,250,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-15,UFC Fight Night: Covington vs. Buckley,Adrian Yanez,Daniel Marcos,espn_source,220,-270,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-15,UFC Fight Night: Covington vs. Buckley,Navajo Stirling,Tuco Tokkos,espn_source,-1300,700,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-15,UFC Fight Night: Covington vs. Buckley,Michael Johnson,Ottman Azaitar,espn_source,-245,200,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-15,UFC Fight Night: Covington vs. Buckley,Joel Álvarez,Drakkar Klose,espn_source,-550,375,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-15,UFC Fight Night: Covington vs. Buckley,Sean Woodson,Fernando Padilla,espn_source,-160,135,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-15,UFC Fight Night: Covington vs. Buckley,Miles Johns,Felipe Lima,espn_source,220,-270,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-15,UFC Fight Night: Covington vs. Buckley,Miranda Maverick,Jamey-Lyn Horth,espn_source,-1000,600,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
2024-12-15,UFC Fight Night: Covington vs. Buckley,Davey Grant,Ramon Taveras,espn_source,-110,-110,,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
