fight_id,event_name,fight_date,event_location,fighter_a,fighter_b,winner,weight_class,method,finish_round,finish_time,scheduled_rounds,main_event,source_url,title_fight
9587,UFC 257: Poirier vs. McGregor,2021-01-23,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Amanda Ribas,Marina Rodriguez,Marina Rodriguez,Women's Strawweight,KO/TKO Punch,2.0,0:54,3,0,,0
9588,UFC 251: Usman vs. Masvidal,2020-07-11,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Amanda Ribas,Paige VanZant,Amanda Ribas,Women's Flyweight,SUB Armbar,1.0,2:21,3,0,,0
9589,UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,"Minneapolis, Minnesota, USA",Amanda Ribas,Emily Whitmire,Amanda Ribas,Women's Strawweight,SUB Rear Naked Choke,2.0,2:10,3,0,,0
9590,Strikeforce Challengers 12,2010-11-19,,Vitor Ribeiro,Justin Wilcox,Justin Wilcox,Unknown,U-DEC,3.0,5:00,3,0,,0
9591,WFA 3,2002-11-23,,Vitor Ribeiro,Eddie Yagin,Vitor Ribeiro,Unknown,SUB Arm Triangle,2.0,2:23,3,0,,0
9592,DWCS 6.4,2022-08-16,,Claudio Ribeiro,Ivan Valenzuela,Claudio Ribeiro,Unknown,KO/TKO Punch,1.0,0:25,3,0,,0
9593,UFC Fight Night: Imavov vs. Borralho,2025-09-06,"Paris, Ile-de-France, France",Brendson Ribeiro,Oumar Sy,Oumar Sy,Light Heavyweight,KO/TKO Punches,1.0,4:42,3,0,,0
9594,UFC 298: Volkanovski vs. Topuria,2024-02-17,"Anaheim, California, USA",Brendson Ribeiro,Zhang Mingyang,Zhang Mingyang,Light Heavyweight,KO/TKO Punch,1.0,1:41,3,0,,0
9595,UFC 306: Riyadh Season Noche UFC,2024-09-14,"Las Vegas, Nevada, USA",Esteban Ribovics,Daniel Zellhuber,Esteban Ribovics,Lightweight,S-DEC,3.0,5:00,3,0,,0
9596,UFC Fight Night: Yan vs. Figueiredo,2024-11-23,"Macau, China",Tabatha Ricci,Yan Xiaonan,Yan Xiaonan,Women's Strawweight,U-DEC,3.0,5:00,3,0,,0
9597,UFC Fight Night: Emmett vs. Topuria,2023-06-24,"Jacksonville, Florida, USA",Tabatha Ricci,Gillian Robertson,Tabatha Ricci,Women's Strawweight,U-DEC,3.0,5:00,3,0,,0
9598,UFC Fight Night: Holm vs. Vieira,2022-05-21,"Las Vegas, Nevada, USA",Tabatha Ricci,Polyana Viana,Tabatha Ricci,Women's Strawweight,U-DEC,3.0,5:00,3,0,,0
9599,Strikeforce - Henderson vs. Babalu,2010-12-04,,Matt Ricehouse,Tom Aaron,Matt Ricehouse,Unknown,U-DEC,3.0,5:00,3,0,,0
9600,Strikeforce - Heavy Artillery,2010-05-15,,Matt Ricehouse,Greg Wilson,Matt Ricehouse,Unknown,SUB Rear Naked Choke,3.0,0:45,3,0,,0
9601,Strikeforce - Shamrock vs. Baroni,2007-06-22,,Rex Richards,Ray Seraille,Rex Richards,Unknown,KO/TKO Punches,1.0,0:34,3,0,,0
9602,UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",Brad Riddell,Jalin Turner,Jalin Turner,Lightweight,SUB Guillotine Choke,1.0,0:45,3,0,,0
9603,UFC 111: St-Pierre vs Hardy,2010-03-27,"Newark, New Jersey, USA",Matthew Riddle,Greg Soto,Matthew Riddle,Welterweight,DQ,3.0,1:30,3,0,,0
9604,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,2008-06-21,"Las Vegas, Nevada, USA",Matthew Riddle,Dante Rivera,Matthew Riddle,Middleweight,U-DEC,3.0,5:00,3,0,,0
9605,UFC 191: Johnson vs Dodson 2,2015-09-05,"Las Vegas, Nevada, USA",Joe Riggs,Ron Stallings,Joe Riggs,Middleweight,DQ,2.0,2:28,3,0,,0
9606,UFC on FOX: Dos Santos vs Miocic,2014-12-13,"Phoenix, Arizona, USA",Joe Riggs,Ben Saunders,Ben Saunders,Welterweight,SUB Injury,1.0,0:57,3,0,,0
9607,Strikeforce Challengers 10,2010-08-13,,Joe Riggs,Louis Taylor,Joe Riggs,Unknown,KO/TKO Punches,3.0,2:07,3,0,,0
9608,Strikeforce - Destruction,2008-11-21,,Joe Riggs,Luke Stewart,Joe Riggs,Unknown,KO/TKO Punches,2.0,2:05,3,0,,0
9609,UFC Fight Night: Sanchez vs Riggs,2006-12-13,"San Diego, California, USA",Joe Riggs,Diego Sanchez,Diego Sanchez,Welterweight,KO/TKO Flying Knee,1.0,1:45,3,1,,0
9610,UFC Fight Night 6,2006-08-17,"Las Vegas, Nevada, USA",Joe Riggs,Jason Von Flue,Joe Riggs,Welterweight,SUB Triangle Choke,1.0,2:01,3,0,,0
9611,UFC 60: Hughes vs Gracie,2006-05-27,"Los Angeles, California, USA",Joe Riggs,Mike Swick,Mike Swick,Middleweight,SUB Guillotine Choke,1.0,2:19,3,0,,0
9612,UFC 52: Couture vs Liddell 2,2005-04-16,"Las Vegas, Nevada, USA",Joe Riggs,Ivan Salaverry,Ivan Salaverry,Middleweight,SUB Triangle Choke,1.0,2:42,3,0,,0
9613,Strikeforce Challengers 12,2010-11-19,,Jeremiah Riggs,Jason Sharp,Jeremiah Riggs,Unknown,U-DEC,3.0,5:00,3,0,,0
9614,UFC on FOX: Johnson vs Moraga,2013-07-27,"Seattle, Washington, USA",Aaron Riley,Justin Salas,Justin Salas,Lightweight,S-DEC,3.0,5:00,3,0,,0
9615,UFC Fight Night: Till vs. Masvidal,2019-03-16,"London, England, United Kingdom",Jordan Rinaldi,Arnold Allen,Arnold Allen,Featherweight,U-DEC,3.0,5:00,3,0,,0
9616,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",Jordan Rinaldi,Abel Trujillo,Abel Trujillo,Lightweight,U-DEC,3.0,5:00,3,0,,0
9617,UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Mike Rio,Francisco Trinaldo,Francisco Trinaldo,Lightweight,SUB Arm Triangle,1.0,3:08,3,0,,0
9618,KOTC 20: Crossroads,2002-12-15,,Shannon Ritch,Diego Sanchez,Diego Sanchez,Unknown,SUB Rear Naked Choke,1.0,1:00,3,0,,0
9619,PRIDE 11: Battle of the Rising Sun,2000-10-31,,Shannon Ritch,Kazushi Sakuraba,Kazushi Sakuraba,Unknown,SUB Ankle Lock,1.0,1:08,3,0,,0
9620,UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,"Uberlandia, Minas Gerais, Brazil",Diego Rivas,Rodolfo Rubio Perez,Diego Rivas,Featherweight,U-DEC,3.0,5:00,3,0,,0
9621,UFC on FX: Guillard vs Miller,2012-01-20,"Nashville, Tennessee, USA",Jorge Rivera,Eric Schafer,Jorge Rivera,Middleweight,KO/TKO Punches,2.0,1:31,3,0,,0
9622,Cage Rage 11: Face Off,2005-04-30,,Jorge Rivera,Anderson Silva,Anderson Silva,Unknown,KO/TKO Knees,2.0,3:53,3,0,,0
9623,Strikeforce - Young Guns,2007-02-10,,Mario Rivera,Juan Alcain,Juan Alcain,Unknown,U-DEC,3.0,3:00,3,0,,0
9624,UFC Fight Night: Fight for the Troops 3,2013-11-06,"Fort Campbell, Kentucky, USA",Francisco Rivera,George Roop,Francisco Rivera,Bantamweight,KO/TKO Punch,2.0,2:20,3,0,,0
9625,UFC on FUEL TV: Korean Zombie vs Poirier,2012-05-15,"Fairfax, Virginia, USA",Francisco Rivera,Alex Soto,Francisco Rivera,Bantamweight,U-DEC,3.0,5:00,3,0,,0
9626,UFC Fight Night: Kattar vs. Ige,2020-07-15,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Jimmie Rivera,Cody Stamann,Jimmie Rivera,Featherweight,U-DEC,3.0,5:00,3,0,,0
9627,UFC 238: Cejudo vs. Moraes,2019-06-08,"Chicago, Illinois, USA",Jimmie Rivera,Petr Yan,Petr Yan,Bantamweight,U-DEC,3.0,5:00,3,0,,0
9628,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17,"Phoenix, Arizona, USA",Jimmie Rivera,Aljamain Sterling,Aljamain Sterling,Bantamweight,U-DEC,3.0,5:00,3,0,,0
9629,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,"Uniondale, New York, USA",Jimmie Rivera,Thomas Almeida,Jimmie Rivera,Bantamweight,U-DEC,3.0,5:00,3,0,,0
9630,UFC on FOX: Johnson vs. Bader,2016-01-30,"Newark, New Jersey, USA",Jimmie Rivera,Iuri Alcantara,Jimmie Rivera,Bantamweight,U-DEC,3.0,5:00,3,0,,0
9631,UFC Fight Night: Lewis vs. Oleinik,2020-08-08,"Las Vegas, Nevada, USA",Irwin Rivera,Ali AlQaisi,Irwin Rivera,Bantamweight,S-DEC,3.0,5:00,3,0,,0
9632,UFC 264: Poirier vs. McGregor 3,2021-07-10,"Las Vegas, Nevada, USA",Jerome Rivera,Zhalgas Zhumagulov,Zhalgas Zhumagulov,Flyweight,SUB Guillotine Choke,1.0,2:02,3,0,,0
9633,DWCS 4.1,2020-08-04,,Jerome Rivera,Ronaldo Rodriguez,Jerome Rivera,Unknown,U-DEC,3.0,5:00,3,0,,0
9634,PRIDE 31: Unbreakable,2006-02-26,,Pedro Rizzo,Roman Zentsov,Roman Zentsov,Unknown,KO/TKO Punch,1.0,0:25,3,0,,0
9635,UFC 45: Revolution,2003-11-21,"Uncasville, Connecticut, USA",Pedro Rizzo,Ricco Rodriguez,Pedro Rizzo,Heavyweight,U-DEC,3.0,5:00,3,0,,0
9636,UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",Pedro Rizzo,Tra Telligman,Pedro Rizzo,Heavyweight,KO/TKO,2.0,4:24,3,0,,0
9637,UFC 27: Ultimate Bad Boyz,2000-09-22,"New Orleans, Louisiana, USA",Pedro Rizzo,Dan Severn,Pedro Rizzo,Heavyweight,KO/TKO Kicks,1.0,1:33,3,1,,0
9638,UFC 20: Battle for the Gold,1999-05-07,"Birmingham, Alabama, USA",Pedro Rizzo,Tra Telligman,Pedro Rizzo,Heavyweight,KO/TKO Punch,1.0,4:30,3,0,,0
9639,UFC - Ultimate Brazil,1998-10-16,"Sao Paulo, Brazil",Pedro Rizzo,David Abbott,Pedro Rizzo,Heavyweight,KO/TKO Punch,1.0,8:07,3,0,,0
9640,UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",Karl Roberson,Khalil Rountree Jr.,Khalil Rountree Jr.,Light Heavyweight,KO/TKO Punch,2.0,0:25,3,0,,0
9641,UFC 261: Usman vs. Masvidal 2,2021-04-24,"Jacksonville, Florida, USA",Karl Roberson,Brendan Allen,Brendan Allen,Middleweight,SUB Ankle Lock,1.0,4:55,3,0,,0
9642,UFC Fight Night: Eye vs. Calvillo,2020-06-13,"Las Vegas, Nevada, USA",Karl Roberson,Marvin Vettori,Marvin Vettori,Middleweight,SUB Rear Naked Choke,1.0,4:17,3,0,,0
9643,UFC Fight Night: De Randamie vs. Ladd,2019-07-13,"Sacramento, California, USA",Karl Roberson,Wellington Turman,Karl Roberson,Middleweight,S-DEC,3.0,5:00,3,0,,0
9644,UFC Fight Night: Cejudo vs. Dillashaw,2019-01-19,"Brooklyn, New York, USA",Karl Roberson,Glover Teixeira,Glover Teixeira,Light Heavyweight,SUB Arm Triangle,1.0,3:21,3,0,,0
9645,UFC Fight Night: Poirier vs. Pettis,2017-11-11,"Norfolk, Virginia, USA",Karl Roberson,Darren Stewart,Karl Roberson,Middleweight,SUB Rear Naked Choke,1.0,3:41,3,0,,0
9646,DWCS 1.3,2017-07-25,"UFC Training Center, Las Vegas, NV, USA",Karl Roberson,Ryan Spann,Karl Roberson,Light Heavyweight,KO/TKO Elbows,1.0,0:15,3,1,,0
9647,UFC 21: Return of the Champions,1999-07-16,"Cedar Rapids, Iowa, USA",Andre Roberts,Ron Waterman,Andre Roberts,Heavyweight,KO/TKO Punch,1.0,2:51,3,0,,0
9648,UFC 125: Resolution,2011-01-01,"Las Vegas, Nevada, USA",Daniel Roberts,Greg Soto,Daniel Roberts,Welterweight,SUB Kimura,1.0,3:45,3,0,,0
9649,UFC 274: Oliveira vs. Gaethje,2022-05-07,"Phoenix, Arizona, USA",Danny Roberts,Francisco Trinaldo,Francisco Trinaldo,Welterweight,U-DEC,3.0,5:00,3,0,,0
9650,UFC Fight Night: Till vs. Masvidal,2019-03-16,"London, England, United Kingdom",Danny Roberts,Claudio Silva,Claudio Silva,Welterweight,SUB Armbar,3.0,2:37,3,0,,0
9651,UFC Fight Night: Shogun vs. Smith,2018-07-22,"Hamburg, Hamburg, Germany",Danny Roberts,David Zawada,Danny Roberts,Welterweight,S-DEC,3.0,5:00,3,0,,0
9652,UFC Fight Night: Lawler vs. Dos Anjos,2017-12-16,"Winnipeg, Manitoba, Canada",Danny Roberts,Nordine Taleb,Nordine Taleb,Welterweight,KO/TKO Kick,1.0,0:59,3,0,,0
9653,UFC 197: Jones vs Saint Preux,2016-04-23,"Las Vegas, Nevada, USA",Danny Roberts,Dominique Steele,Danny Roberts,Welterweight,U-DEC,3.0,5:00,3,0,,0
9654,UFC Fight Night: Woodley vs. Burns,2020-05-30,"Las Vegas, Nevada, USA",Roosevelt Roberts,Brok Weaver,Roosevelt Roberts,Lightweight,SUB Rear Naked Choke,2.0,3:26,3,0,,0
9655,UFC Fight Night: Zabit vs. Kattar,2019-11-09,"Moscow, Moscow, Russia",Roosevelt Roberts,Alexander Yakovlev,Roosevelt Roberts,Lightweight,U-DEC,3.0,5:00,3,0,,0
