fight_id,event_name,fight_date,event_location,fighter_a,fighter_b,winner,weight_class,method,finish_round,finish_time,scheduled_rounds,main_event,source_url,title_fight
1820,UFC 33: Victory in Vegas,2001-09-28,"Las Vegas, Nevada, USA",Murilo Bustamante,Chuck Liddell,Chuck Liddell,Light Heavyweight,U-DEC,3.0,5:00,3,0,,0
1821,UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",Todd Butler,Kevin Jackson,Kevin Jackson,Lightweight,KO/TKO Punches,1.0,1:27,3,0,,0
1822,Strikeforce Challengers 12,2010-11-19,,Goldman Butler,Wes Shivers,Wes Shivers,Unknown,KO/TKO,1.0,2:15,3,0,,0
1823,UFC Fight Night: Cannonier vs. Imavov,2024-06-08,"Louisville, Kentucky, USA",Jesse Butler,Brad Katona,Brad Katona,Bantamweight,U-DEC,3.0,5:00,3,0,,0
1824,UFC Fight Night: Kara-France vs. Albazi,2023-06-03,"Las Vegas, Nevada, USA",Jesse Butler,Jim Miller,Jim Miller,Lightweight,KO/TKO Punch,1.0,0:23,3,0,,0
1825,UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,"Las Vegas, Nevada, USA",JP Buys,Marcus McGhee,Marcus McGhee,Bantamweight,KO/TKO Punch,1.0,2:19,3,0,,0
1826,UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",JP Buys,Cody Durden,Cody Durden,Flyweight,KO/TKO Punch,1.0,1:08,3,0,,0
1827,UFC Fight Night: Smith vs. Spann,2021-09-18,"Las Vegas, Nevada, USA",JP Buys,Montel Jackson,Montel Jackson,Bantamweight,U-DEC,3.0,5:00,3,0,,0
1828,UFC Fight Night: Brunson vs. Holland,2021-03-20,"Las Vegas, Nevada, USA",JP Buys,Bruno Silva,Bruno Silva,Flyweight,KO/TKO Punch,2.0,2:56,3,0,,0
1829,DWCS 4.10,2020-11-17,,JP Buys,Jacob Silva,JP Buys,Unknown,SUB Guillotine Choke,1.0,4:54,3,0,,0
1830,DWCS 1.7,2017-08-22,,JP Buys,Joby Sanchez,Joby Sanchez,Unknown,KO/TKO Punches,2.0,2:28,3,0,,0
1831,UFC Fight Night: Cannonier vs. Borralho,2024-08-24,"Las Vegas, Nevada, USA",Dennis Buzukja,Francis Marshall,Francis Marshall,Lightweight,S-DEC,3.0,5:00,3,0,,0
1832,UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,"Atlantic City, New Jersey, USA",Dennis Buzukja,Connor Matthews,Dennis Buzukja,Featherweight,KO/TKO Punch,3.0,0:22,3,0,,0
1833,UFC 295: Prochazka vs. Pereira,2023-11-11,"New York City, New York, USA",Dennis Buzukja,Jamall Emmers,Jamall Emmers,Featherweight,KO/TKO Punch,1.0,0:49,3,0,,0
1834,UFC Fight Night: Sandhagen vs. Font,2023-08-05,"Nashville, Tennessee, USA",Dennis Buzukja,Sean Woodson,Sean Woodson,Featherweight,U-DEC,3.0,5:00,3,0,,0
1835,DWCS 6.1,2022-07-26,,Dennis Buzukja,Kaleio Romero,Dennis Buzukja,Unknown,U-DEC,3.0,5:00,3,0,,0
1836,UFC 250: Nunes vs. Spencer,2020-06-06,"Las Vegas, Nevada, USA",Charles Byrd,Maki Pitolo,Maki Pitolo,Middleweight,KO/TKO Punches,2.0,1:10,3,0,,0
1837,UFC 235: Jones vs. Smith,2019-03-02,"Las Vegas, Nevada, USA",Charles Byrd,Edmen Shahbazyan,Edmen Shahbazyan,Middleweight,KO/TKO Elbows,1.0,0:38,3,0,,0
1838,UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Charles Byrd,Darren Stewart,Darren Stewart,Middleweight,KO/TKO Elbow,2.0,2:17,3,0,,0
1839,UFC Fight Night: Werdum vs. Volkov,2018-03-17,"London, England, United Kingdom",Charles Byrd,John Phillips,Charles Byrd,Middleweight,SUB Rear Naked Choke,1.0,3:58,3,0,,0
1840,DWCS 1.6,2017-08-15,,Charles Byrd,Randall Wallace,Charles Byrd,Unknown,SUB Rear Naked Choke,2.0,2:03,3,0,,0
1841,DWCS 1.1,2017-07-11,"UFC Training Center, Las Vegas, NV, USA",Charles Byrd,Jamie Pickett,Charles Byrd,Middleweight,SUB Arm Triangle,1.0,4:55,3,0,,0
1842,UFC Fight Night: Sanchez vs Riggs,2006-12-13,"San Diego, California, USA",Steve Byrnes,Logan Clark,Logan Clark,Middleweight,U-DEC,3.0,5:00,3,0,,0
1843,Strikeforce - Miami,2010-01-30,,Michael Byrnes,Dave Zitanick,Michael Byrnes,Unknown,M-DEC,3.0,5:00,3,0,,0
1844,UFC Fight Night: Overeem vs Arlovski,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands",Yan Cabral,Reza Madadi,Reza Madadi,Lightweight,KO/TKO Punch,3.0,1:56,3,0,,0
1845,UFC Fight Night: Belfort vs Henderson 3,2015-11-07,"Sao Paulo, Sao Paulo, Brazil",Yan Cabral,Johnny Case,Johnny Case,Lightweight,U-DEC,3.0,5:00,3,0,,0
1846,UFC 179: Aldo vs Mendes 2,2014-10-25,"Rio de Janeiro, Brazil",Yan Cabral,Naoyuki Kotani,Yan Cabral,Lightweight,SUB Rear Naked Choke,2.0,3:06,3,0,,0
1847,UFC Fight Night: Brown vs Silva,2014-05-10,"Cincinnati, Ohio, USA",Yan Cabral,Zak Cummings,Zak Cummings,Welterweight,U-DEC,3.0,5:00,3,0,,0
1848,UFC Fight Night: Maia vs Shields,2013-10-09,"Barueri, Sao Paulo, Brazil",Yan Cabral,David Mitchell,Yan Cabral,Welterweight,U-DEC,3.0,5:00,3,0,,0
1849,DREAM 17,2011-09-24,,Yan Cabral,Kazushi Sakuraba,Yan Cabral,Unknown,SUB Arm Triangle,2.0,2:42,3,0,,0
1850,Strikeforce - Destruction,2008-11-21,,Alvin Cacdac,Jose Palacios,Alvin Cacdac,Unknown,SUB Rear Naked Choke,2.0,3:10,3,0,,0
1851,Strikeforce - Melendez vs. Thomson,2008-06-27,,Alvin Cacdac,Bryan Caraway,Bryan Caraway,Unknown,SUB Rear Naked Choke,1.0,1:39,3,0,,0
1852,Strikeforce - Young Guns 2,2008-02-01,,Alvin Cacdac,Evan Esguerra,Alvin Cacdac,Unknown,SUB,2.0,2:13,3,0,,0
1853,Strikeforce - Young Guns,2007-02-10,,Alvin Cacdac,Bobby Sanchez,Alvin Cacdac,Unknown,SUB Heel Hook,2.0,1:45,3,0,,0
1854,WEC 22: The Hitmen,2006-07-28,,Alvin Cacdac,Casey Olson,Alvin Cacdac,Unknown,KO/TKO,1.0,2:28,3,0,,0
1855,UFC Fight Night: Lewis vs. Nascimento,2024-05-11,"St. Louis, Missouri, USA",Alex Caceres,Sean Woodson,Sean Woodson,Featherweight,U-DEC,3.0,5:00,3,0,,0
1856,UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,"Kallang, Singapore",Alex Caceres,Giga Chikadze,Giga Chikadze,Featherweight,U-DEC,3.0,5:00,3,0,,0
1857,UFC Fight Night: Kara-France vs. Albazi,2023-06-03,"Las Vegas, Nevada, USA",Alex Caceres,Daniel Pineda,Alex Caceres,Featherweight,U-DEC,3.0,5:00,3,0,,0
1858,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,"Las Vegas, Nevada, USA",Alex Caceres,Julian Erosa,Alex Caceres,Featherweight,KO/TKO Kick,1.0,3:04,3,0,,0
1859,UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",Alex Caceres,Sodiq Yusuff,Sodiq Yusuff,Featherweight,U-DEC,3.0,5:00,3,0,,0
1860,UFC Fight Night: Costa vs. Vettori,2021-10-23,"Las Vegas, Nevada, USA",Alex Caceres,SeungWoo Choi,Alex Caceres,Featherweight,SUB Rear Naked Choke,2.0,3:31,3,0,,0
1861,UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,"Las Vegas, Nevada, USA",Alex Caceres,Kevin Croom,Alex Caceres,Featherweight,U-DEC,3.0,5:00,3,0,,0
1862,UFC Fight Night: Smith vs. Rakic,2020-08-29,"Las Vegas, Nevada, USA",Alex Caceres,Austin Springer,Alex Caceres,Featherweight,SUB Rear Naked Choke,1.0,3:38,3,0,,0
1863,UFC 250: Nunes vs. Spencer,2020-06-06,"Las Vegas, Nevada, USA",Alex Caceres,Chase Hooper,Alex Caceres,Featherweight,U-DEC,3.0,5:00,3,0,,0
1864,UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,"San Antonio, Texas, USA",Alex Caceres,Steven Peterson,Alex Caceres,Featherweight,U-DEC,3.0,5:00,3,0,,0
1865,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17,"Phoenix, Arizona, USA",Alex Caceres,Kron Gracie,Kron Gracie,Featherweight,SUB Rear Naked Choke,1.0,2:06,3,0,,0
1866,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,"Shanghai, Hebei, China",Alex Caceres,Wang Guan,Wang Guan,Featherweight,S-DEC,3.0,5:00,3,0,,0
1867,UFC Fight Night: Holm vs. Correia,2017-06-17,"Kallang, Singapore",Alex Caceres,Rolando Dy,Alex Caceres,Featherweight,KO/TKO,2.0,5:00,3,0,,0
1868,UFC on FOX: Shevchenko vs. Pena,2017-01-28,"Denver, Colorado, USA",Alex Caceres,Jason Knight,Jason Knight,Featherweight,SUB Rear Naked Choke,2.0,4:21,3,0,,0
1869,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,"Salt Lake City, Utah, USA",Alex Caceres,Yair Rodriguez,Yair Rodriguez,Featherweight,S-DEC,5.0,5:00,5,1,,0
1870,UFC 199: Rockhold vs. Bisping 2,2016-06-04,"Los Angeles, California, USA",Alex Caceres,Cole Miller,Alex Caceres,Featherweight,U-DEC,3.0,5:00,3,0,,0
1871,UFC on FOX: Johnson vs. Bader,2016-01-30,"Newark, New Jersey, USA",Alex Caceres,Masio Fullen,Alex Caceres,Featherweight,U-DEC,3.0,5:00,3,0,,0
1872,UFC Fight Night: Boetsch vs Henderson,2015-06-06,"New Orleans, Louisiana, USA",Alex Caceres,Francisco Rivera,Francisco Rivera,Bantamweight,KO/TKO Punch,1.0,0:21,3,0,,0
1873,UFC Fight Night: Hunt vs Nelson,2014-09-20,"Saitama, Japan",Alex Caceres,Masanori Kanehara,Masanori Kanehara,Bantamweight,U-DEC,3.0,5:00,3,0,,0
1874,UFC 175: Weidman vs Machida,2014-07-05,"Las Vegas, Nevada, USA",Alex Caceres,Urijah Faber,Urijah Faber,Bantamweight,SUB Rear Naked Choke,3.0,1:09,3,0,,0
1875,UFC on FOX: Henderson vs Thomson,2014-01-25,"Chicago, Illinois, USA",Alex Caceres,Sergio Pettis,Alex Caceres,Bantamweight,SUB Rear Naked Choke,3.0,4:39,3,0,,0
1876,UFC 165: Jones vs Gustafsson,2013-09-21,"Toronto, Ontario, Canada",Alex Caceres,Roland Delorme,Alex Caceres,Bantamweight,S-DEC,3.0,5:00,3,0,,0
1877,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",Alex Caceres,Kyung Ho Kang,,Bantamweight,Overturned,3.0,5:00,3,0,,0
1878,UFC Macao: Franklin vs Le,2012-11-10,"Macau, China",Alex Caceres,Motonobu Tezuka,Alex Caceres,Bantamweight,S-DEC,3.0,5:00,3,0,,0
1879,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,"San Jose, California, USA",Alex Caceres,Damacio Page,Alex Caceres,Bantamweight,SUB Triangle Choke,2.0,1:27,3,0,,0
1880,UFC 143: Diaz vs Condit,2012-02-04,"Las Vegas, Nevada, USA",Alex Caceres,Edwin Figueroa,Edwin Figueroa,Bantamweight,S-DEC,3.0,5:00,3,0,,0
1881,UFC on FOX: Velasquez vs Dos Santos,2011-11-12,"Anaheim, California, USA",Alex Caceres,Cole Escovedo,Alex Caceres,Bantamweight,U-DEC,3.0,5:00,3,0,,0
1882,UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Alex Caceres,Jimy Hettes,Jimy Hettes,Featherweight,SUB Rear Naked Choke,2.0,3:12,3,0,,0
1883,UFC Fight Night: Nogueira vs Davis,2011-03-26,"Seattle, Washington, USA",Alex Caceres,Mackens Semerzier,Mackens Semerzier,Featherweight,SUB Rear Naked Choke,1.0,3:18,3,0,,0
1884,UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,"Las Vegas, Nevada, USA",Vince Cachero,Ronnie Lawrence,Ronnie Lawrence,Bantamweight,KO/TKO Punches,3.0,2:38,3,0,,0
1885,UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,"Las Vegas, Nevada, USA",Vince Cachero,Jamall Emmers,Jamall Emmers,Featherweight,U-DEC,3.0,5:00,3,0,,0
1886,UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,"Las Vegas, Nevada, USA",Priscila Cachoeira,Joselyne Edwards,Joselyne Edwards,Women's Bantamweight,KO/TKO Punch,1.0,2:24,3,0,,0
1887,UFC Fight Night: Vettori vs. Dolidze 2,2025-03-15,"Las Vegas, Nevada, USA",Priscila Cachoeira,Josiane Nunes,Priscila Cachoeira,Women's Bantamweight,KO/TKO Punch,1.0,2:46,3,0,,0
1888,UFC 297: Strickland vs. Du Plessis,2024-01-20,"Toronto, Ontario, Canada",Priscila Cachoeira,Jasmine Jasudavicius,Jasmine Jasudavicius,Women's Bantamweight,SUB Anaconda Choke,3.0,4:21,3,0,,0
1889,UFC 291: Poirier vs. Gaethje 2,2023-07-29,"Salt Lake City, Utah, USA",Priscila Cachoeira,Miranda Maverick,Miranda Maverick,Women's Flyweight,SUB Armbar,3.0,2:11,3,0,,0
1890,UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Priscila Cachoeira,Ariane da Silva,Priscila Cachoeira,Women's Bantamweight,KO/TKO Punches,1.0,1:05,3,0,,0
1891,UFC Fight Night: Makhachev vs. Green,2022-02-26,"Las Vegas, Nevada, USA",Priscila Cachoeira,Ji Yeon Kim,Priscila Cachoeira,Women's Flyweight,U-DEC,3.0,5:00,3,0,,0
1892,UFC 269: Oliveira vs. Poirier,2021-12-11,"Las Vegas, Nevada, USA",Priscila Cachoeira,Gillian Robertson,Gillian Robertson,Women's Flyweight,SUB Rear Naked Choke,1.0,4:59,3,0,,0
1893,UFC 262: Oliveira vs. Chandler,2021-05-15,"Houston, Texas, USA",Priscila Cachoeira,Gina Mazany,Priscila Cachoeira,Women's Flyweight,KO/TKO Punches,2.0,4:51,3,0,,0
1894,UFC Fight Night: Felder vs. Hooker,2020-02-22,"Auckland, New Zealand",Priscila Cachoeira,Shana Dobson,Priscila Cachoeira,Women's Flyweight,KO/TKO Punch,1.0,0:40,3,0,,0
1895,UFC 237: Namajunas vs. Andrade,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Priscila Cachoeira,Luana Carolina,Luana Carolina,Women's Flyweight,U-DEC,3.0,5:00,3,0,,0
1896,UFC Fight Night: Till vs. Masvidal,2019-03-16,"London, England, United Kingdom",Priscila Cachoeira,Molly McCann,Molly McCann,Women's Flyweight,U-DEC,3.0,5:00,3,0,,0
1897,UFC Fight Night: Machida vs. Anders,2018-02-03,"Belem, Para, Brazil",Priscila Cachoeira,Valentina Shevchenko,Valentina Shevchenko,Women's Flyweight,SUB Rear Naked Choke,2.0,4:25,3,0,,0
1898,Strikeforce Challengers 3,2009-09-25,,Travis Calanoc,Thomas Longacre,Thomas Longacre,Unknown,U-DEC,3.0,5:00,3,0,,0
1899,DWCS 9.9,2025-10-07,,Lucas Caldas,Magomed Zaynukov,Magomed Zaynukov,Unknown,U-DEC,3.0,5:00,3,0,,0
1900,DWCS 8.8,2024-10-01,,Carlos Calderon,Alberto Montes,Alberto Montes,Unknown,SUB Anaconda Choke,2.0,2:38,3,0,,0
1901,UFC 318: Holloway vs. Poirier 3,2025-07-19,"New Orleans, Louisiana, USA",Nicolle Caliari,Carli Judice,Carli Judice,Women's Flyweight,KO/TKO Knee,3.0,1:30,3,0,,0
1902,UFC Fight Night: Dern vs. Ribas 2,2025-01-11,"Las Vegas, Nevada, USA",Nicolle Caliari,Ernesta Kareckaite,Ernesta Kareckaite,Women's Flyweight,S-DEC,3.0,5:00,3,0,,0
1903,DWCS 8.5,2024-09-10,,Nicolle Caliari,Corinne Laframboise,Nicolle Caliari,Unknown,SUB Armbar,1.0,4:45,3,0,,0
1904,UFC 287: Pereira vs. Adesanya 2,2023-04-08,"Miami, Florida, USA",Cynthia Calvillo,Loopy Godinez,Loopy Godinez,Women's Strawweight,S-DEC,3.0,5:00,3,0,,0
1905,UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Cynthia Calvillo,Nina Nunes,Nina Nunes,Women's Flyweight,S-DEC,3.0,5:00,3,0,,0
1906,UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,"Las Vegas, Nevada, USA",Cynthia Calvillo,Andrea Lee,Andrea Lee,Women's Flyweight,KO/TKO,2.0,5:00,3,0,,0
1907,UFC 266: Volkanovski vs. Ortega,2021-09-25,"Las Vegas, Nevada, USA",Cynthia Calvillo,Jessica Andrade,Jessica Andrade,Women's Flyweight,KO/TKO Punches,1.0,4:54,3,0,,0
1908,UFC 255: Figueiredo vs. Perez,2020-11-21,"Las Vegas, Nevada, USA",Cynthia Calvillo,Katlyn Cerminara,Katlyn Cerminara,Women's Flyweight,U-DEC,3.0,5:00,3,0,,0
1909,UFC Fight Night: Eye vs. Calvillo,2020-06-13,"Las Vegas, Nevada, USA",Cynthia Calvillo,Jessica Eye,Cynthia Calvillo,Women's Flyweight,U-DEC,5.0,5:00,5,1,,0
1910,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,"Washington, DC, USA",Cynthia Calvillo,Marina Rodriguez,,Women's Strawweight,M-DEC,3.0,5:00,3,0,,0
1911,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17,"Phoenix, Arizona, USA",Cynthia Calvillo,Cortney Casey,Cynthia Calvillo,Women's Strawweight,U-DEC,3.0,5:00,3,0,,0
1912,UFC 219: Cyborg vs. Holm,2017-12-30,"Las Vegas, Nevada, USA",Cynthia Calvillo,Carla Esparza,Carla Esparza,Women's Strawweight,U-DEC,3.0,5:00,3,0,,0
1913,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,"Glasgow, Scotland, United Kingdom",Cynthia Calvillo,Joanne Wood,Cynthia Calvillo,Women's Strawweight,U-DEC,3.0,5:00,3,0,,0
1914,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Cynthia Calvillo,Pearl Gonzalez,Cynthia Calvillo,Women's Strawweight,SUB Rear Naked Choke,3.0,3:45,3,0,,0
1915,UFC 209: Woodley vs. Thompson 2,2017-03-04,"Las Vegas, Nevada, USA",Cynthia Calvillo,Amanda Cooper,Cynthia Calvillo,Women's Strawweight,SUB Rear Naked Choke,1.0,3:19,3,0,,0
1916,KOTC 33: After Shock,2004-02-20,,Joe Camacho,Joe Stevenson,Joe Stevenson,Unknown,SUB Rear Naked Choke,2.0,4:36,3,0,,0
1917,UFC Fight Night: Blachowicz vs. Rakic,2022-05-14,"Las Vegas, Nevada, USA",Frank Camacho,Manuel Torres,Manuel Torres,Lightweight,KO/TKO Punches,1.0,3:27,3,0,,0
1918,UFC Fight Night: Blaydes vs. Volkov,2020-06-20,"Las Vegas, Nevada, USA",Frank Camacho,Justin Jaynes,Justin Jaynes,Lightweight,KO/TKO Punches,1.0,0:41,3,0,,0
1919,UFC Fight Night: Maia vs. Askren,2019-10-26,"Kallang, Singapore",Frank Camacho,Beneil Dariush,Beneil Dariush,Lightweight,SUB Rear Naked Choke,1.0,2:02,3,0,,0
1920,UFC Fight Night: Gustafsson vs. Smith,2019-06-01,"Stockholm, Sweden",Frank Camacho,Nick Hein,Frank Camacho,Lightweight,KO/TKO Punches,2.0,4:56,3,0,,0
1921,UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Frank Camacho,Geoff Neal,Geoff Neal,Welterweight,KO/TKO Kick,2.0,1:23,3,0,,0
1922,UFC Fight Night: Jacare vs. Brunson 2,2018-01-27,"Charlotte, North Carolina, USA",Frank Camacho,Drew Dober,Drew Dober,Welterweight,U-DEC,3.0,5:00,3,0,,0
1923,UFC Fight Night: Holm vs. Correia,2017-06-17,"Kallang, Singapore",Frank Camacho,Li Jingliang,Li Jingliang,Welterweight,U-DEC,3.0,5:00,3,0,,0
1924,DWCS 8.9,2024-10-08,,Lucas Camacho,Mario Pinto,Mario Pinto,Unknown,KO/TKO Punch,1.0,1:43,3,0,,0
1925,UFC Fight Night: Burns vs. Morales,2025-05-17,"Las Vegas, Nevada, USA",Matheus Camilo,Gabe Green,Gabe Green,Lightweight,SUB Rear Naked Choke,2.0,3:43,3,0,,0
1926,UFC 179: Aldo vs Mendes 2,2014-10-25,"Rio de Janeiro, Brazil",Fabricio Camoes,Anthony Rocco Martin,Anthony Rocco Martin,Lightweight,SUB Kimura,1.0,4:16,3,0,,0
1927,UFC 168: Weidman vs Silva 2,2013-12-28,"Las Vegas, Nevada, USA",Fabricio Camoes,Jim Miller,Jim Miller,Lightweight,SUB Armbar,1.0,3:42,3,0,,0
1928,UFC 148: Silva vs Sonnen 2,2012-07-07,"Las Vegas, Nevada, USA",Fabricio Camoes,Melvin Guillard,Melvin Guillard,Lightweight,U-DEC,3.0,5:00,3,0,,0
1929,UFC on FX: Guillard vs Miller,2012-01-20,"Nashville, Tennessee, USA",Fabricio Camoes,Tommy Hayden,Fabricio Camoes,Lightweight,SUB Rear Naked Choke,1.0,4:03,3,0,,0
1930,UFC 111: St-Pierre vs Hardy,2010-03-27,"Newark, New Jersey, USA",Fabricio Camoes,Kurt Pellegrino,Kurt Pellegrino,Lightweight,SUB Rear Naked Choke,2.0,4:20,3,0,,0
1931,UFC 106: Ortiz vs Griffin 2,2009-11-21,"Las Vegas, Nevada, USA",Fabricio Camoes,Caol Uno,,Lightweight,M-DEC,3.0,5:00,3,0,,0
1932,Strikeforce Challengers 1,2009-05-15,,Fabricio Camoes,Torrance Taylor,Fabricio Camoes,Unknown,SUB Rear Naked Choke,1.0,3:21,3,0,,0
1933,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Chris Camozzi,Trevor Smith,Trevor Smith,Middleweight,U-DEC,3.0,5:00,3,0,,0
1934,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,"Melbourne, Victoria, Australia",Chris Camozzi,Daniel Kelly,Daniel Kelly,Middleweight,U-DEC,3.0,5:00,3,0,,0
1935,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,"Salt Lake City, Utah, USA",Chris Camozzi,Thales Leites,Thales Leites,Middleweight,SUB Rear Naked Choke,3.0,2:58,3,0,,0
1936,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",Chris Camozzi,Vitor Miranda,Chris Camozzi,Middleweight,U-DEC,3.0,5:00,3,0,,0
1937,UFC Fight Night: Cowboy vs Cowboy,2016-02-21,"Pittsburgh, Pennsylvania, USA",Chris Camozzi,Joe Riggs,Chris Camozzi,Middleweight,KO/TKO Knees,1.0,0:26,3,0,,0
1938,UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,"Nashville, Tennessee, USA",Chris Camozzi,Tom Watson,Chris Camozzi,Middleweight,U-DEC,3.0,5:00,3,0,,0
1939,UFC on FOX: Machida vs Rockhold,2015-04-18,"Newark, New Jersey, USA",Chris Camozzi,Jacare Souza,Jacare Souza,Middleweight,SUB Armbar,1.0,2:33,3,0,,0
1940,UFC Fight Night: Jacare vs Mousasi,2014-09-05,"Ledyard, Connecticut, USA",Chris Camozzi,Rafael Natal,Rafael Natal,Middleweight,S-DEC,3.0,5:00,3,0,,0
1941,UFC 175: Weidman vs Machida,2014-07-05,"Las Vegas, Nevada, USA",Chris Camozzi,Bruno Santos,Bruno Santos,Middleweight,S-DEC,3.0,5:00,3,0,,0
1942,UFC Fight Night: Fight for the Troops 3,2013-11-06,"Fort Campbell, Kentucky, USA",Chris Camozzi,Lorenz Larkin,Lorenz Larkin,Middleweight,U-DEC,3.0,5:00,3,0,,0
1943,UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",Chris Camozzi,Jacare Souza,Jacare Souza,Middleweight,SUB Arm Triangle,1.0,3:37,3,0,,0
1944,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Chris Camozzi,Nick Ring,Chris Camozzi,Middleweight,S-DEC,3.0,5:00,3,0,,0
1945,UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",Chris Camozzi,Luiz Cane,Chris Camozzi,Middleweight,U-DEC,3.0,5:00,3,0,,0
1946,UFC on FX: Maynard vs Guida,2012-06-22,"Atlantic City, New Jersey, USA",Chris Camozzi,Nick Catone,Chris Camozzi,Middleweight,KO/TKO,3.0,1:51,3,0,,0
1947,UFC on FOX: Evans vs Davis,2012-01-28,"Chicago, Illinois, USA",Chris Camozzi,Dustin Jacoby,Chris Camozzi,Middleweight,SUB Guillotine Choke,3.0,1:08,3,0,,0
1948,UFC 137: Penn vs Diaz,2011-10-29,"Las Vegas, Nevada, USA",Chris Camozzi,Francis Carmont,Francis Carmont,Middleweight,U-DEC,3.0,5:00,3,0,,0
1949,UFC 127: Penn vs Fitch,2011-02-26,"Sydney, New South Wales, Australia",Chris Camozzi,Kyle Noke,Kyle Noke,Middleweight,SUB Rear Naked Choke,1.0,1:35,3,0,,0
1950,UFC 121: Lesnar vs Velasquez,2010-10-23,"Anaheim, California, USA",Chris Camozzi,Dongi Yang,Chris Camozzi,Middleweight,S-DEC,3.0,5:00,3,0,,0
1951,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,"Las Vegas, Nevada, USA",Chris Camozzi,James Hammortree,Chris Camozzi,Middleweight,U-DEC,3.0,5:00,3,0,,0
1952,UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,"Austin, Texas, USA",Brian Camozzi,Geoff Neal,Geoff Neal,Welterweight,SUB Rear Naked Choke,1.0,2:48,3,0,,0
1953,UFC 213: Romero vs. Whittaker,2017-07-08,"Las Vegas, Nevada, USA",Brian Camozzi,Chad Laprise,Chad Laprise,Welterweight,KO/TKO Punch,3.0,1:27,3,0,,0
1954,WEC 41: Brown vs. Faber 2,2009-06-07,,Mike Campbell,Anthony Pettis,Anthony Pettis,Unknown,SUB Triangle Choke,1.0,1:49,3,0,,0
1955,WEC 38: Varner vs. Cerrone,2009-01-25,,Mike Campbell,Danillo Villefort,Danillo Villefort,Unknown,KO/TKO Punches,1.0,3:53,3,0,,0
1956,Strikeforce Challengers 13,2011-01-07,,Thomas Campbell,Jeremy Wallace,Thomas Campbell,Unknown,SUB Rear Naked Choke,1.0,1:26,3,0,,0
1957,Strikeforce - Nashville,2010-04-17,,Thomas Campbell,Cody Floyd,Cody Floyd,Unknown,KO/TKO,3.0,0:41,3,0,,0
1958,UFC on FOX: Maia vs. Condit,2016-08-27,"Vancouver, British Columbia, Canada",Shane Campbell,Felipe Silva,Felipe Silva,Lightweight,KO/TKO Punch,1.0,1:13,3,0,,0
1959,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",Shane Campbell,Erik Koch,Erik Koch,Lightweight,SUB Rear Naked Choke,2.0,3:02,3,0,,0
1960,UFC Fight Night: Cowboy vs Cowboy,2016-02-21,"Pittsburgh, Pennsylvania, USA",Shane Campbell,James Krause,James Krause,Lightweight,U-DEC,3.0,5:00,3,0,,0
