fight_id,source_url,fighter,opponent,knockdowns,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,takedowns_landed,takedowns_attempted,submission_attempts,reversals,control_seconds,head_landed,body_landed,leg_landed,raw_kd,raw_str,raw_td,raw_sub
7576,,Yuki Sasaki,Dean Lister,0.0,26.0,,,,0.0,,0.0,,,,,,0 0,26 24,0 5,0 2
5234,,Yuki Sasaki,Rodrigo Gracie,0.0,12.0,,,,1.0,,0.0,,,,,,0 0,12 18,1 2,0 0
8423,,Kyosuke Sasaki,Eiji Mitsuoka,0.0,5.0,,,,0.0,,0.0,,,,,,0 0,5 14,0 2,0 2
9145,,Yuta Sasaki,Alexandre Pantoja,0.0,7.0,,,,0.0,,0.0,,,,,,0 0,7 4,0 0,0 2
7250,,Yuta Sasaki,Jenel Lausa,0.0,25.0,,,,5.0,,1.0,,,,,,0 0,25 7,5 0,1 0
4582,,Yuta Sasaki,Jussier Formiga,0.0,16.0,,,,0.0,,0.0,,,,,,0 0,16 9,0 1,0 2
9947,,Yuta Sasaki,Justin Scoggins,0.0,21.0,,,,2.0,,1.0,,,,,,0 1,21 37,2 1,1 0
9559,,Yuta Sasaki,Wilson Reis,0.0,34.0,,,,0.0,,0.0,,,,,,0 0,34 34,0 6,0 2
4913,,Yuta Sasaki,Willie Gates,0.0,7.0,,,,4.0,,1.0,,,,,,0 0,7 13,4 0,1 0
7206,,Yuta Sasaki,Taylor Lapilus,0.0,16.0,,,,1.0,,0.0,,,,,,0 1,16 31,1 0,0 0
6345,,Yuta Sasaki,Leandro Issa,0.0,8.0,,,,1.0,,1.0,,,,,,0 0,8 25,1 2,1 1
3321,,Yuta Sasaki,Roland Delorme,0.0,5.0,,,,0.0,,1.0,,,,,,0 0,5 1,0 0,1 0
2208,,Paul Sass,Danny Castillo,0.0,4.0,,,,0.0,,5.0,,,,,,0 0,4 38,0 4,5 0
9948,,Paul Sass,Matt Wiman,0.0,6.0,,,,1.0,,0.0,,,,,,0 0,6 3,1 0,0 2
9949,,Paul Sass,Jacob Volkmann,0.0,1.0,,,,0.0,,2.0,,,,,,0 0,1 2,0 0,2 0
6570,,Paul Sass,Michael Johnson,0.0,2.0,,,,0.0,,3.0,,,,,,0 0,2 8,0 0,3 0
6088,,Paul Sass,Mark Holst,0.0,2.0,,,,0.0,,4.0,,,,,,0 0,2 3,0 0,4 0
6959,,Keisuke Sasu,SangWon Kim,0.0,19.0,,,,3.0,,0.0,,,,,,0 1,19 26,3 0,0 0
453,,Keisuke Sasu,Balajin,0.0,41.0,,,,3.0,,3.0,,,,,,0 0,41 21,3 2,3 0
9950,,Keisuke Sasu,Yizha,0.0,6.0,,,,0.0,,0.0,,,,,,0 0,6 11,0 3,0 1
6392,,Masaaki Satake,Quinton Jackson,0.0,14.0,,,,0.0,,0.0,,,,,,0 0,14 63,0 2,0 0
9951,,Masaaki Satake,Semmy Schilt,0.0,6.0,,,,0.0,,0.0,,,,,,0 1,6 10,0 0,0 0
9952,,Masaaki Satake,Igor Vovchanchyn,0.0,32.0,,,,0.0,,0.0,,,,,,0 0,32 59,0 2,0 0
9953,,Masaaki Satake,Tadao Yasuda,0.0,17.0,,,,0.0,,0.0,,,,,,0 0,17 54,0 1,0 0
8974,,Masaaki Satake,Naoya Ogawa,0.0,39.0,,,,0.0,,0.0,,,,,,0 0,39 18,0 1,0 1
8645,,Masaaki Satake,Kazunari Murakami,0.0,13.0,,,,0.0,,0.0,,,,,,0 0,13 2,0 1,0 0
8288,,Masaaki Satake,Guy Mezger,0.0,7.0,,,,0.0,,0.0,,,,,,0 0,7 25,0 3,0 0
2604,,Masaaki Satake,Mark Coleman,0.0,0.0,,,,0.0,,0.0,,,,,,0 0,0 9,0 1,0 2
7530,,Takenori Sato,Hyun Gyu Lim,0.0,1.0,,,,0.0,,0.0,,,,,,0 1,1 10,0 0,0 0
9954,,Takenori Sato,Erick Silva,0.0,0.0,,,,0.0,,0.0,,,,,,0 0,0 18,0 0,0 0
5174,,Takashi Sato,Themba Gorimbo,0.0,30.0,,,,2.0,,0.0,,,,,,0 1,30 33,2 3,0 0
747,,Takashi Sato,Bryan Battle,0.0,2.0,,,,0.0,,0.0,,,,,,0 1,2 7,0 0,0 0
8796,,Takashi Sato,Gunnar Nelson,0.0,9.0,,,,0.0,,0.0,,,,,,0 0,9 44,0 3,0 1
407,,Takashi Sato,Miguel Baeza,0.0,15.0,,,,0.0,,0.0,,,,,,0 0,15 40,0 1,0 1
9955,,Takashi Sato,Jason Witt,1.0,18.0,,,,0.0,,0.0,,,,,,1 0,18 2,0 0,0 0
8599,,Takashi Sato,Belal Muhammad,0.0,29.0,,,,1.0,,0.0,,,,,,0 0,29 49,1 2,0 1
9956,,Takashi Sato,Ben Saunders,1.0,28.0,,,,0.0,,0.0,,,,,,1 0,28 46,0 0,0 0
1968,,Shogo Sato,Kitt Campbell,0.0,2.0,,,,0.0,,0.0,,,,,,0 1,2 24,0 0,0 0
8921,,Uran Satybaldiev,Diyar Nurgozhay,1.0,2.0,,,,0.0,,2.0,,,,,,1 0,2 7,0 1,2 0
1673,,Uran Satybaldiev,Martin Buday,0.0,36.0,,,,0.0,,0.0,,,,,,0 0,36 58,0 0,0 0
3825,,Tom Sauer,Marvin Eastman,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
1766,,Townsend Saunders,Mikey Burnett,0.0,34.0,,,,0.0,,0.0,,,,,,0 1,34 42,0 0,0 1
8304,,Townsend Saunders,Pat Miletich,0.0,13.0,,,,2.0,,0.0,,,,,,0 0,13 18,2 0,0 1
1504,,Ben Saunders,Matt Brown,0.0,12.0,,,,0.0,,4.0,,,,,,0 0,12 30,0 2,4 0
9956,,Ben Saunders,Takashi Sato,0.0,46.0,,,,0.0,,0.0,,,,,,0 1,46 28,0 0,0 0
5119,,Ben Saunders,Lyman Good,0.0,12.0,,,,0.0,,0.0,,,,,,0 1,12 14,0 0,0 0
8486,,Ben Saunders,Sergio Moraes,0.0,1.0,,,,0.0,,0.0,,,,,,0 0,1 2,0 2,0 2
3967,,Ben Saunders,Jake Ellenberger,1.0,10.0,,,,0.0,,0.0,,,,,,1 0,10 5,0 0,0 0
6669,,Ben Saunders,Alan Jouban,0.0,33.0,,,,0.0,,0.0,,,,,,0 2,33 78,0 0,0 0
9957,,Ben Saunders,Peter Sobotta,0.0,19.0,,,,0.0,,0.0,,,,,,0 3,19 46,0 0,0 0
8120,,Ben Saunders,Court McGee,0.0,49.0,,,,0.0,,0.0,,,,,,0 0,49 54,0 1,0 0
2778,,Ben Saunders,Patrick Cote,0.0,11.0,,,,1.0,,0.0,,,,,,0 1,11 42,1 0,0 1
9656,,Ben Saunders,Kenny Robertson,0.0,98.0,,,,0.0,,0.0,,,,,,0 1,98 91,0 2,0 0
9606,,Ben Saunders,Joe Riggs,0.0,4.0,,,,0.0,,0.0,,,,,,0 0,4 2,0 1,0 0
5771,,Ben Saunders,Chris Heatherly,0.0,4.0,,,,0.0,,2.0,,,,,,0 0,4 4,0 1,2 0
5585,,Ben Saunders,Dennis Hallman,0.0,30.0,,,,0.0,,1.0,,,,,,0 0,30 28,0 3,1 0
4499,,Ben Saunders,Jon Fitch,0.0,17.0,,,,0.0,,0.0,,,,,,0 0,17 72,0 2,0 0
3148,,Ben Saunders,Marcus Davis,0.0,22.0,,,,0.0,,0.0,,,,,,0 0,22 8,0 0,0 0
9958,,Ben Saunders,Mike Swick,0.0,17.0,,,,0.0,,0.0,,,,,,0 1,17 10,0 1,0 1
9959,,Ben Saunders,Brandon Wolff,1.0,42.0,,,,0.0,,0.0,,,,,,1 0,42 0,0 0,0 0
9960,,Ben Saunders,Ryan Thomas,1.0,41.0,,,,1.0,,2.0,,,,,,1 0,41 12,1 0,2 2
656,,Ben Saunders,Dan Barrera,0.0,18.0,,,,0.0,,4.0,,,,,,0 0,18 12,0 1,4 0
1084,,Chad W. Saunders,Jason Black,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
6715,,Chris Saunders,Myles Jury,0.0,6.0,,,,1.0,,0.0,,,,,,0 0,6 12,1 0,0 1
9961,,Christien Savoie,Jacobe Smith,0.0,11.0,,,,0.0,,0.0,,,,,,0 0,11 55,0 7,0 0
9962,,Lumumba Sayers,Anthony Smith,0.0,1.0,,,,1.0,,0.0,,,,,,0 0,1 12,1 0,0 3
9963,,Lumumba Sayers,Scott Smith,0.0,10.0,,,,2.0,,1.0,,,,,,0 0,10 2,2 0,1 0
1476,,Lumumba Sayers,Antwain Britt,1.0,4.0,,,,0.0,,0.0,,,,,,1 0,4 0,0 0,0 0
1632,,Lumumba Sayers,Derek Brunson,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
3541,,Lumumba Sayers,Drew Dober,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
7325,,Matt Sayles,Jordan Leavitt,0.0,13.0,,,,1.0,,1.0,,,,,,0 0,13 9,1 1,1 3
8413,,Matt Sayles,Bryce Mitchell,0.0,2.0,,,,0.0,,0.0,,,,,,0 0,2 6,0 1,0 1
8808,,Matt Sayles,Kyle Nelson,0.0,75.0,,,,0.0,,1.0,,,,,,0 0,75 26,0 2,1 4
8497,,Matt Sayles,Sheymon Moraes,0.0,77.0,,,,0.0,,0.0,,,,,,0 0,77 73,0 0,0 0
5558,,Matt Sayles,Yazan Hajeh,1.0,34.0,,,,0.0,,0.0,,,,,,1 0,34 3,0 0,0 0
7614,,Mikheil Sazhiniani,Bruno Lopes,1.0,21.0,,,,0.0,,0.0,,,,,,1 0,21 28,0 0,0 0
7111,,Mark Scanlon,Pascal Krauss,0.0,33.0,,,,3.0,,2.0,,,,,,0 0,33 50,3 3,2 2
9621,,Eric Schafer,Jorge Rivera,0.0,6.0,,,,2.0,,0.0,,,,,,0 0,6 6,2 0,0 0
9964,,Eric Schafer,Aaron Simpson,0.0,14.0,,,,0.0,,0.0,,,,,,0 2,14 58,0 0,0 0
1448,,Eric Schafer,Jason Brilz,0.0,27.0,,,,2.0,,1.0,,,,,,0 0,27 70,2 3,1 1
400,,Eric Schafer,Ryan Bader,0.0,25.0,,,,0.0,,1.0,,,,,,0 2,25 52,0 3,1 0
8243,,Eric Schafer,Antonio Mendes,0.0,22.0,,,,0.0,,0.0,,,,,,0 0,22 3,0 0,0 0
9965,,Eric Schafer,Houston Alexander,0.0,24.0,,,,1.0,,2.0,,,,,,0 0,24 12,1 0,2 0
1241,,Eric Schafer,Stephan Bonnar,0.0,13.0,,,,1.0,,1.0,,,,,,0 0,13 30,1 0,1 0
1055,,Eric Schafer,Michael Bisping,0.0,3.0,,,,3.0,,2.0,,,,,,0 0,3 19,3 0,2 0
7699,,Eric Schafer,Rob MacDonald,0.0,7.0,,,,0.0,,2.0,,,,,,0 0,7 2,0 0,2 0
6452,,Kerry Schall,Keith Jardine,0.0,8.0,,,,0.0,,0.0,,,,,,0 1,8 41,0 0,0 0
451,,Eric Schambari,Bryan Baker,0.0,18.0,,,,3.0,,2.0,,,,,,0 0,18 21,3 0,2 2
2514,,Eric Schambari,Logan Clark,0.0,25.0,,,,3.0,,0.0,,,,,,0 0,25 11,3 1,0 4
9916,,Eric Schambari,Art Santore,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
1578,,Brendan Schaub,Travis Browne,0.0,5.0,,,,1.0,,0.0,,,,,,0 0,5 25,1 1,0 0
168,,Brendan Schaub,Andrei Arlovski,0.0,30.0,,,,1.0,,0.0,,,,,,0 0,30 12,1 0,0 0
8420,,Brendan Schaub,Matt Mitrione,0.0,14.0,,,,1.0,,1.0,,,,,,0 0,14 7,1 0,1 0
6544,,Brendan Schaub,Lavar Johnson,0.0,18.0,,,,5.0,,1.0,,,,,,0 0,18 36,5 1,1 0
9754,,Brendan Schaub,Ben Rothwell,0.0,9.0,,,,0.0,,0.0,,,,,,0 1,9 8,0 0,0 0
8865,,Brendan Schaub,Antonio Rodrigo Nogueira,0.0,11.0,,,,0.0,,0.0,,,,,,0 1,11 15,0 0,0 0
4422,,Brendan Schaub,Mirko Filipovic,1.0,40.0,,,,4.0,,0.0,,,,,,1 0,40 21,4 0,0 0
5094,,Brendan Schaub,Gabriel Gonzaga,1.0,53.0,,,,0.0,,0.0,,,,,,1 0,53 37,0 0,0 1
9966,,Brendan Schaub,Chris Tuchscherer,1.0,10.0,,,,0.0,,0.0,,,,,,1 0,10 1,0 0,0 0
5176,,Brendan Schaub,Chase Gormley,1.0,25.0,,,,0.0,,0.0,,,,,,1 0,25 2,0 0,0 0
8669,,Matheus Scheffel,Azamat Murzakanov,0.0,4.0,,,,0.0,,0.0,,,,,,0 1,4 9,0 0,0 0
2468,,Antonio Schembri,Ryo Chonan,0.0,1.0,,,,2.0,,0.0,,,,,,0 0,1 28,2 0,0 0
9855,,Antonio Schembri,Kazushi Sakuraba,0.0,17.0,,,,2.0,,0.0,,,,,,0 0,17 42,2 4,0 0
5602,,Antonio Schembri,Kazuhiro Hamanaka,0.0,17.0,,,,0.0,,1.0,,,,,,0 0,17 47,0 0,1 0
9857,,Antonio Schembri,Kazushi Sakuraba,1.0,8.0,,,,0.0,,0.0,,,,,,1 0,8 23,0 0,0 0
3267,,Antonio Schembri,Johil de Oliveira,0.0,6.0,,,,2.0,,1.0,,,,,,0 0,6 5,2 0,1 0
5100,,Fabiano Scherner,Gabriel Gonzaga,0.0,8.0,,,,0.0,,0.0,,,,,,0 1,8 16,0 3,0 0
9967,,Fabiano Scherner,Brandon Vera,0.0,10.0,,,,1.0,,0.0,,,,,,0 2,10 28,1 0,0 0
3935,,Samy Schiavo,Per Eklund,0.0,23.0,,,,1.0,,1.0,,,,,,0 0,23 31,1 1,1 5
5461,,Samy Schiavo,Clay Guida,0.0,4.0,,,,0.0,,0.0,,,,,,0 0,4 11,0 1,0 0
6062,,Pat Schilling,Max Holloway,0.0,27.0,,,,0.0,,0.0,,,,,,0 1,27 118,0 0,0 0
9391,,Pat Schilling,Daniel Pineda,0.0,4.0,,,,0.0,,0.0,,,,,,0 0,4 19,0 1,0 1
9968,,Semmy Schilt,Siala Siliga,0.0,5.0,,,,0.0,,1.0,,,,,,0 0,5 3,0 1,1 0
6906,,Semmy Schilt,Sergei Kharitonov,0.0,11.0,,,,0.0,,1.0,,,,,,0 0,11 20,0 1,1 0
8113,,Semmy Schilt,Gan McGee,0.0,1.0,,,,0.0,,1.0,,,,,,0 0,1 4,0 0,1 0
8871,,Semmy Schilt,Antonio Rodrigo Nogueira,0.0,5.0,,,,0.0,,0.0,,,,,,0 0,5 6,0 1,0 1
4040,,Semmy Schilt,Fedor Emelianenko,0.0,8.0,,,,0.0,,0.0,,,,,,0 0,8 35,0 3,0 3
9969,,Semmy Schilt,Yoshihiro Takayama,1.0,13.0,,,,0.0,,2.0,,,,,,1 0,13 2,0 1,2 0
9951,,Semmy Schilt,Masaaki Satake,1.0,10.0,,,,0.0,,0.0,,,,,,1 0,10 6,0 0,0 0
9970,,Semmy Schilt,Akira Shoji,2.0,16.0,,,,0.0,,0.0,,,,,,2 0,16 1,0 1,0 0
625,,Semmy Schilt,Josh Barnett,0.0,1.0,,,,0.0,,0.0,,,,,,0 0,1 10,0 1,0 1
9971,,Semmy Schilt,Pete Williams,2.0,15.0,,,,0.0,,0.0,,,,,,2 0,15 6,0 1,0 0
5115,,Adam Schindler,Kier Gooch,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
9972,,Daniel Schmitt,Dustin West,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
2110,,Colleen Schneider,Liz Carmouche,0.0,13.0,,,,1.0,,0.0,,,,,,0 0,13 15,1 2,0 0
8507,,Matt Schnell,Joseph Morales,0.0,4.0,,,,1.0,,0.0,,,,,,0 0,4 5,1 0,0 1
4524,,Matt Schnell,Jimmy Flick,0.0,35.0,,,,0.0,,3.0,,,,,,0 0,35 12,0 5,3 1
3782,,Matt Schnell,Cody Durden,0.0,40.0,,,,0.0,,0.0,,,,,,0 0,40 34,0 0,0 1
4080,,Matt Schnell,Steve Erceg,0.0,22.0,,,,0.0,,0.0,,,,,,0 1,22 34,0 0,0 0
8835,,Matt Schnell,Matheus Nicolau,0.0,20.0,,,,0.0,,0.0,,,,,,0 2,20 32,0 1,0 0
9973,,Matt Schnell,Sumudaerji,0.0,47.0,,,,2.0,,2.0,,,,,,0 1,47 58,2 0,2 0
9771,,Matt Schnell,Brandon Royval,1.0,12.0,,,,0.0,,0.0,,,,,,1 0,12 14,0 0,0 1
1250,,Matt Schnell,Rogerio Bontorin,0.0,65.0,,,,0.0,,0.0,,,,,,0 0,65 72,0 1,0 0
8725,,Matt Schnell,Tyson Nam,0.0,85.0,,,,0.0,,0.0,,,,,,0 0,85 58,0 0,0 0
9143,,Matt Schnell,Alexandre Pantoja,0.0,20.0,,,,0.0,,0.0,,,,,,0 1,20 34,0 1,0 0
4131,,Matt Schnell,Jordan Espinosa,0.0,3.0,,,,0.0,,1.0,,,,,,0 0,3 5,0 0,1 0
9974,,Matt Schnell,Louis Smolka,0.0,14.0,,,,1.0,,2.0,,,,,,0 0,14 13,1 0,2 0
6301,,Matt Schnell,Naoki Inoue,0.0,71.0,,,,0.0,,0.0,,,,,,0 0,71 48,0 0,0 0
883,,Matt Schnell,Marco Beltran,0.0,38.0,,,,0.0,,1.0,,,,,,0 0,38 34,0 1,1 0
9910,,Matt Schnell,Hector Sandoval,0.0,16.0,,,,1.0,,1.0,,,,,,0 0,16 32,1 3,1 0
4569,,Matt Schnell,Rob Font,0.0,14.0,,,,0.0,,0.0,,,,,,0 1,14 26,0 1,0 1
8050,,Alex Schoenauer,Vladimir Matyushenko,0.0,14.0,,,,0.0,,4.0,,,,,,0 0,14 21,0 7,4 0
9975,,Alex Schoenauer,Mike Swick,0.0,1.0,,,,0.0,,0.0,,,,,,0 1,1 7,0 0,0 0
9976,,Bailey Schoenfelder,Danylo Voievodkin,0.0,0.0,,,,0.0,,0.0,,,,,,0 1,0 12,0 0,0 1
8165,,Darrill Schoonover,James McSweeney,0.0,16.0,,,,0.0,,1.0,,,,,,0 0,16 58,0 1,1 2
9977,,Bob Schrijber,Wanderlei Silva,0.0,2.0,,,,0.0,,0.0,,,,,,0 0,2 12,0 1,0 1
8027,,Bob Schrijber,Daijiro Matsui,0.0,23.0,,,,0.0,,0.0,,,,,,0 0,23 17,0 4,0 2
4639,,Nate Schroeder,Ian Freeman,0.0,9.0,,,,1.0,,0.0,,,,,,0 0,9 16,1 1,0 0
9978,,Lacey Schuckman,Jeri Sitzes,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
5145,,Mark Schultz,Gary Goodridge,0.0,8.0,,,,3.0,,0.0,,,,,,0 0,8 1,3 0,0 0
8361,,Wes Schultz,Mario Mingaj,1.0,12.0,,,,2.0,,1.0,,,,,,1 0,12 3,2 0,1 0
9979,,Wes Schultz,Mansur Abdul-Malik,0.0,46.0,,,,2.0,,0.0,,,,,,0 0,46 48,2 0,0 0
3176,,Brian Schwartz,Lemont Davis,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
3177,,Brian Schwartz,Lemont Davis,0.0,19.0,,,,0.0,,1.0,,,,,,0 0,19 13,0 1,1 1
9980,,Eric Schwartz,Glover Teixeira,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
8933,,Justin Scoggins,Said Nurmagomedov,0.0,32.0,,,,0.0,,0.0,,,,,,0 0,32 65,0 1,0 0
9947,,Justin Scoggins,Yuta Sasaki,1.0,37.0,,,,1.0,,0.0,,,,,,1 0,37 21,1 2,0 1
8625,,Justin Scoggins,Pedro Munhoz,0.0,44.0,,,,1.0,,0.0,,,,,,0 0,44 28,1 0,0 1
1260,,Justin Scoggins,Ray Borg,0.0,57.0,,,,4.0,,0.0,,,,,,0 0,57 20,4 1,0 0
9888,,Justin Scoggins,Josh Sampo,0.0,64.0,,,,1.0,,0.0,,,,,,0 0,64 35,1 1,0 0
8501,,Justin Scoggins,John Moraga,0.0,13.0,,,,3.0,,0.0,,,,,,0 0,13 4,3 0,0 3
9062,,Justin Scoggins,Dustin Ortiz,0.0,24.0,,,,5.0,,3.0,,,,,,0 0,24 39,5 2,3 0
1972,,Justin Scoggins,Will Campuzano,0.0,61.0,,,,6.0,,0.0,,,,,,0 0,61 4,6 0,0 1
9981,,Justin Scoggins,Richie Vaculik,0.0,27.0,,,,2.0,,0.0,,,,,,0 0,27 2,2 0,0 0
9223,,Brad Scott,Carlo Pedersoli Jr.,1.0,58.0,,,,0.0,,0.0,,,,,,1 0,58 67,0 3,0 0
5872,,Brad Scott,Jack Hermansson,0.0,0.0,,,,0.0,,1.0,,,,,,0 0,0 38,0 1,1 0
240,,Brad Scott,Scott Askham,1.0,72.0,,,,0.0,,0.0,,,,,,1 0,72 86,0 1,0 0
6666,,Brad Scott,Krzysztof Jotko,0.0,45.0,,,,0.0,,0.0,,,,,,0 0,45 59,0 2,0 0
9982,,Brad Scott,Dylan Andrews,0.0,42.0,,,,1.0,,1.0,,,,,,0 2,42 25,1 1,1 1
9983,,Brad Scott,Claudio Silva,0.0,41.0,,,,0.0,,0.0,,,,,,0 0,41 36,0 3,0 0
7126,,Brad Scott,Michael Kuiper,0.0,14.0,,,,0.0,,2.0,,,,,,0 0,14 7,0 1,2 0
9831,,Louis Lee Scott,Kaushik Saikumar,0.0,66.0,,,,2.0,,0.0,,,,,,0 0,66 10,2 0,0 1
9984,,Zachary Scroggin,Elizeu Zaleski dos Santos,0.0,3.0,,,,0.0,,0.0,,,,,,0 0,3 11,0 0,0 0
6370,,Mike Seal,Eugene Jackson,0.0,43.0,,,,0.0,,0.0,,,,,,0 0,43 26,0 2,0 1
1969,,Demba Seck,Kurtis Campbell,0.0,2.0,,,,0.0,,0.0,,,,,,0 0,2 7,0 2,0 0
7301,,Kenneth Seegrist,Eric Lawson,0.0,10.0,,,,0.0,,3.0,,,,,,0 0,10 4,0 3,3 1
9146,,Neil Seery,Alexandre Pantoja,0.0,82.0,,,,0.0,,0.0,,,,,,0 1,82 119,0 1,0 1
6134,,Neil Seery,Kyoji Horiguchi,0.0,40.0,,,,0.0,,1.0,,,,,,0 2,40 72,0 6,1 0
3327,,Neil Seery,Jon Delos Reyes,0.0,38.0,,,,2.0,,2.0,,,,,,0 0,38 25,2 3,2 0
9985,,Neil Seery,Louis Smolka,1.0,21.0,,,,0.0,,3.0,,,,,,1 0,21 23,0 6,3 5
768,,Neil Seery,Chris Beal,0.0,56.0,,,,1.0,,4.0,,,,,,0 0,56 39,1 2,4 0
5685,,Neil Seery,Phil Harris,1.0,60.0,,,,2.0,,0.0,,,,,,1 0,60 40,2 2,0 0
9368,,Neil Seery,Brad Pickett,0.0,47.0,,,,0.0,,0.0,,,,,,0 0,47 49,0 4,0 1
9986,,Rony Sefo,Kiyoshi Tamura,0.0,0.0,,,,0.0,,0.0,,,,,,0 0,0 1,0 1,0 1
9102,,Ray Sefo,Valentijn Overeem,0.0,3.0,,,,0.0,,0.0,,,,,,0 0,3 0,0 1,0 1
6633,,Ray Sefo,Kevin Jordan,0.0,3.0,,,,0.0,,0.0,,,,,,0 0,3 12,0 0,0 1
5106,,Brendan Seguin,Fernando Gonzalez,0.0,39.0,,,,5.0,,0.0,,,,,,0 0,39 9,5 0,0 1
5287,,Stefan Sekulic,Dwight Grant,0.0,33.0,,,,3.0,,1.0,,,,,,0 0,33 49,3 1,1 0
4012,,Stefan Sekulic,Ramazan Emeev,0.0,22.0,,,,1.0,,0.0,,,,,,0 1,22 36,1 2,0 1
1524,,Pete Sell,Matt Brown,0.0,0.0,,,,0.0,,0.0,,,,,,0 2,0 24,0 0,0 0
1752,,Pete Sell,Joshua Burkman,0.0,65.0,,,,1.0,,1.0,,,,,,0 0,65 50,1 4,1 0
9501,,Pete Sell,Nate Quarry,1.0,53.0,,,,2.0,,0.0,,,,,,1 1,53 64,2 0,0 0
7402,,Pete Sell,Thales Leites,0.0,3.0,,,,0.0,,2.0,,,,,,0 0,3 56,0 3,2 4
9987,,Pete Sell,Scott Smith,0.0,32.0,,,,0.0,,0.0,,,,,,0 2,32 26,0 0,0 0
9502,,Pete Sell,Nate Quarry,0.0,2.0,,,,0.0,,0.0,,,,,,0 1,2 3,0 0,0 0
648,,Pete Sell,Phil Baroni,0.0,16.0,,,,1.0,,1.0,,,,,,0 0,16 17,1 4,1 0
9518,,Matthew Semelsberger,Charles Radtke,0.0,2.0,,,,0.0,,0.0,,,,,,0 0,2 7,0 0,0 0
9185,,Matthew Semelsberger,Preston Parsons,0.0,28.0,,,,1.0,,2.0,,,,,,0 0,28 47,1 7,2 2
8197,,Matthew Semelsberger,Uros Medic,1.0,52.0,,,,0.0,,0.0,,,,,,1 1,52 69,0 1,0 0
9988,,Matthew Semelsberger,Jeremiah Wells,2.0,20.0,,,,0.0,,0.0,,,,,,2 0,20 36,0 6,0 0
8038,,Matthew Semelsberger,Jake Matthews,3.0,45.0,,,,3.0,,0.0,,,,,,3 0,45 32,3 1,0 1
8546,,Matthew Semelsberger,Alex Morono,1.0,74.0,,,,1.0,,0.0,,,,,,1 0,74 106,1 0,0 0
4520,,Matthew Semelsberger,AJ Fletcher,0.0,40.0,,,,1.0,,0.0,,,,,,0 0,40 34,1 4,0 2
9913,,Matthew Semelsberger,Martin Sano,1.0,3.0,,,,0.0,,0.0,,,,,,1 0,3 1,0 0,0 0
9989,,Matthew Semelsberger,Khaos Williams,0.0,64.0,,,,0.0,,0.0,,,,,,0 0,64 91,0 0,0 0
9990,,Matthew Semelsberger,Jason Witt,1.0,3.0,,,,0.0,,0.0,,,,,,1 0,3 4,0 0,0 0
8377,,Matthew Semelsberger,Carlton Minus,1.0,118.0,,,,2.0,,1.0,,,,,,1 0,118 77,2 0,1 0
6761,,Andrei Semenov,Denis Kang,0.0,17.0,,,,3.0,,0.0,,,,,,0 0,17 29,3 1,0 1
9871,,Andrei Semenov,Ivan Salaverry,0.0,5.0,,,,1.0,,1.0,,,,,,0 0,5 43,1 2,1 8
9991,,Andrei Semenov,Ricardo Almeida,1.0,5.0,,,,0.0,,0.0,,,,,,1 0,5 12,0 1,0 5
9390,,Mackens Semerzier,Daniel Pineda,0.0,9.0,,,,0.0,,0.0,,,,,,0 1,9 14,0 0,0 2
9279,,Mackens Semerzier,Robert Peralta,0.0,50.0,,,,1.0,,0.0,,,,,,0 2,50 39,1 0,0 0
1883,,Mackens Semerzier,Alex Caceres,0.0,9.0,,,,3.0,,1.0,,,,,,0 0,9 2,3 0,1 0
9992,,Mackens Semerzier,Cub Swanson,0.0,65.0,,,,3.0,,1.0,,,,,,0 0,65 83,3 4,1 0
9993,,Mackens Semerzier,Javier Vazquez,0.0,2.0,,,,0.0,,0.0,,,,,,0 0,2 23,0 2,0 2
9994,,Mackens Semerzier,Deividas Taurosevicius,0.0,27.0,,,,1.0,,5.0,,,,,,0 0,27 33,1 5,5 1
4235,,Mackens Semerzier,Wagnney Fabiano,0.0,1.0,,,,0.0,,1.0,,,,,,0 0,1 1,0 1,1 0
9995,,YeDam Seo,Shi Ming,0.0,27.0,,,,1.0,,0.0,,,,,,0 1,27 38,1 0,0 0
7026,,YeDam Seo,Josefine Knutsson,0.0,5.0,,,,0.0,,0.0,,,,,,0 0,5 34,0 4,0 0
6723,,DongHyun Seo,Kaiwen,0.0,41.0,,,,0.0,,0.0,,,,,,0 1,41 28,0 0,0 0
6827,,Kim In Seok,Tatsuya Kawajiri,0.0,3.0,,,,0.0,,0.0,,,,,,0 0,3 18,0 1,0 0
9601,,Ray Seraille,Rex Richards,0.0,3.0,,,,0.0,,0.0,,,,,,0 0,3 10,0 0,0 0
3681,,Ivan Serati,Tomasz Drwal,0.0,3.0,,,,0.0,,0.0,,,,,,0 0,3 14,0 1,0 0
